nan,nan,nan,-0.197596,-0.104064,1.792000,-0.026387,-0.108956,1.792000,0.025749,0.149414,2.048000,0.076063,0.350672,2.048000,-0.354130,-0.094280,1.792000,-0.432672,0.155004,2.048000,-0.320862,0.177366,2.048000,-0.181100,0.328310,2.048000,-0.080471,0.317129,2.048000,-0.090530,0.614632,2.304000,-0.114565,0.976426,2.560000,-0.276138,0.339491,2.048000,-0.291788,0.696393,2.304000,-0.260341,1.004570,2.304000,-2.059085,-0.209268,2.304000,0.000000,0.000000,0.000000,-0.129112,-0.285056,1.792000,-0.309681,-0.309007,2.048000,-0.291788,1.029727,2.304000,-0.316945,1.036016,2.304000,-0.254052,1.054884,2.304000,-0.041465,0.989512,2.816000,-0.041465,1.004886,2.816000,-0.149505,1.025343,2.560000,
nan,nan,nan,-0.192704,-0.113847,1.792000,-0.026387,-0.123631,1.792000,0.025749,0.132642,2.048000,0.070473,0.322720,2.048000,-0.349238,-0.104064,1.792000,-0.432672,0.138233,2.048000,-0.320862,0.177366,2.048000,-0.181100,0.311539,2.048000,-0.080471,0.305948,2.048000,-0.090530,0.608343,2.304000,-0.114565,0.969438,2.560000,-0.276138,0.322720,2.048000,-0.285498,0.664947,2.304000,-0.254052,0.960544,2.304000,-1.977324,-0.221847,2.304000,0.000000,0.000000,0.000000,-0.147557,-0.336960,2.048000,-0.304091,-0.320188,2.048000,-0.266630,0.979412,2.304000,-0.298077,0.985702,2.304000,-0.247763,1.004570,2.304000,-0.041465,0.989512,2.816000,-0.033778,1.004886,2.816000,-0.142517,1.018355,2.560000,
nan,nan,nan,-0.187812,-0.128522,1.792000,-0.026387,-0.133414,1.792000,0.025749,0.110280,2.048000,0.064882,0.294767,2.048000,-0.393539,-0.135702,2.048000,-0.432672,0.121461,2.048000,-0.326453,0.171776,2.048000,-0.175509,0.294767,2.048000,-0.080471,0.289177,2.048000,-0.090530,0.602053,2.304000,-0.114565,0.969438,2.560000,-0.270548,0.300358,2.048000,-0.279209,0.633500,2.304000,-0.241473,0.910230,2.304000,-1.895563,-0.234425,2.304000,0.000000,0.000000,0.000000,-0.141966,-0.348141,2.048000,-0.304091,-0.325779,2.048000,-0.241473,0.929098,2.304000,-0.310232,1.032331,2.560000,-0.241473,0.954255,2.304000,-0.041465,0.981825,2.816000,-0.033778,1.004886,2.816000,-0.142517,1.011366,2.560000,
nan,nan,nan,-0.214643,-0.158064,2.048000,-0.030156,-0.163654,2.048000,0.031339,0.093509,2.048000,0.066703,0.306456,2.304000,-0.387948,-0.146883,2.048000,-0.432672,0.104690,2.048000,-0.332043,0.171776,2.048000,-0.175509,0.277996,2.048000,-0.074880,0.272405,2.048000,-0.090530,0.589475,2.304000,-0.114565,0.962450,2.560000,-0.270548,0.283586,2.048000,-0.303244,0.668948,2.560000,-0.235184,0.866205,2.304000,-1.813802,-0.247004,2.304000,0.000000,0.000000,0.000000,-0.141966,-0.359322,2.048000,-0.298500,-0.336960,2.048000,-0.222605,0.885073,2.304000,-0.289268,0.976426,2.560000,-0.235184,0.903941,2.304000,-0.041465,0.981825,2.816000,-0.033778,1.004886,2.816000,-0.142517,1.004378,2.560000,
-4.259902,-0.778550,3.840000,-0.209052,-0.169245,2.048000,-0.030156,-0.174835,2.048000,0.031339,0.071147,2.048000,0.060414,0.275009,2.304000,-0.382358,-0.158064,2.048000,-0.432672,0.082328,2.048000,-0.337634,0.166185,2.048000,-0.175509,0.261224,2.048000,-0.080471,0.261224,2.048000,-0.090530,0.583185,2.304000,-0.114565,0.962450,2.560000,-0.264957,0.266815,2.048000,-0.296256,0.634008,2.560000,-0.254327,0.920521,2.560000,-1.732041,-0.259583,2.304000,0.000000,0.000000,0.000000,-0.136376,-0.364912,2.048000,-0.292910,-0.348141,2.048000,-0.219387,0.934497,2.560000,-0.275292,0.920521,2.560000,-0.254327,0.955462,2.560000,-0.041465,0.981825,2.816000,-0.033778,1.004886,2.816000,-0.142517,1.004378,2.560000,
-2.985563,-0.570937,2.816000,-0.209052,-0.180426,2.048000,-0.035747,-0.186016,2.048000,0.031339,0.054375,2.048000,0.054125,0.249852,2.304000,-0.376767,-0.169245,2.048000,-0.432672,0.065556,2.048000,-0.379838,0.180669,2.304000,-0.175509,0.244453,2.048000,-0.090530,0.275009,2.304000,-0.090530,0.570607,2.304000,-0.114565,0.955462,2.560000,-0.298077,0.281298,2.304000,-0.289268,0.606055,2.560000,-0.247339,0.878592,2.560000,-1.466915,-0.241921,2.048000,0.000000,0.000000,0.000000,-0.136376,-0.376093,2.048000,-0.292910,-0.353731,2.048000,-0.205410,0.892568,2.560000,-0.254327,0.878592,2.560000,-0.247339,0.906545,2.560000,-0.041465,0.981825,2.816000,-0.033778,1.004886,2.816000,-0.142517,0.997390,2.560000,
-2.588362,-0.526022,2.560000,-0.203462,-0.191607,2.048000,-0.035747,-0.197197,2.048000,0.025749,0.037604,2.048000,0.054125,0.224695,2.304000,-0.376767,-0.180426,2.048000,-0.432672,0.048785,2.048000,-0.386127,0.168091,2.304000,-0.197448,0.262430,2.304000,-0.090530,0.262430,2.304000,-0.090530,0.558028,2.304000,-0.114565,0.948473,2.560000,-0.291788,0.262430,2.304000,-0.289268,0.578103,2.560000,-0.264386,0.920330,2.816000,-1.049872,-0.189827,1.536000,0.000000,0.000000,0.000000,-0.136376,-0.381684,2.048000,-0.287319,-0.364912,2.048000,-0.184446,0.857628,2.560000,-0.272073,0.920330,2.816000,-0.264386,0.958764,2.816000,-0.041465,0.981825,2.816000,-0.033778,1.004886,2.816000,-0.142517,0.990402,2.560000,
-2.216318,-0.473419,2.304000,-0.203462,-0.197197,2.048000,-0.041337,-0.208378,2.048000,0.025749,0.026423,2.048000,0.047835,0.199537,2.304000,-0.371177,-0.191607,2.048000,-0.486756,0.042304,2.304000,-0.392417,0.161801,2.304000,-0.197448,0.243562,2.304000,-0.090530,0.243562,2.304000,-0.093600,0.606055,2.560000,-0.114565,0.941485,2.560000,-0.291788,0.249852,2.304000,-0.282280,0.550150,2.560000,-0.256699,0.889582,2.816000,-1.166150,-0.231248,1.792000,0.000000,0.000000,0.000000,-0.136376,-0.387274,2.048000,-0.287319,-0.370503,2.048000,-0.170470,0.822687,2.560000,-0.256699,0.881895,2.816000,-0.256699,0.912643,2.816000,-0.033778,0.974138,2.816000,-0.033778,1.004886,2.816000,-0.142517,0.976426,2.560000,
-2.109400,-0.473419,2.304000,-0.203462,-0.208378,2.048000,-0.041337,-0.213969,2.048000,0.028967,0.010858,2.304000,0.047835,0.180669,2.304000,-0.365586,-0.202788,2.048000,-0.486756,0.023436,2.304000,nan,nan,nan,-0.197448,0.224695,2.304000,-0.090530,0.224695,2.304000,-0.093600,0.592079,2.560000,-0.114565,0.927509,2.560000,-0.291788,0.230984,2.304000,-0.310508,0.582104,2.816000,-0.249012,0.851147,2.816000,-1.107450,-0.241031,1.792000,0.000000,0.000000,0.000000,-0.141966,-0.392865,2.048000,-0.287319,-0.376093,2.048000,-0.156493,0.794735,2.560000,-0.249012,0.843460,2.816000,-0.256699,0.881895,2.816000,-0.033778,0.966451,2.816000,-0.033778,0.997199,2.816000,-0.142517,0.969438,2.560000,
-2.008771,-0.479709,2.304000,-0.209052,-0.219559,2.048000,-0.046928,-0.225150,2.048000,0.022678,-0.001721,2.304000,0.046162,0.179779,2.560000,-0.365586,-0.208378,2.048000,-0.486756,0.010858,2.304000,-0.443007,0.144839,2.560000,-0.197448,0.212116,2.304000,-0.096819,0.212116,2.304000,-0.093600,0.571114,2.560000,-0.114565,0.913533,2.560000,-0.291788,0.212116,2.304000,-0.310508,0.559043,2.816000,-0.271650,0.903367,3.072000,-1.053642,-0.250815,1.792000,0.000000,0.000000,0.000000,-0.141966,-0.398455,2.048000,-0.323234,-0.429394,2.304000,-0.149505,0.773770,2.560000,-0.271650,0.894981,3.072000,-0.249012,0.858834,2.816000,-0.033778,0.958764,2.816000,-0.033778,0.989512,2.816000,-0.142517,0.948473,2.560000,
-1.908142,-0.479709,2.304000,-0.209052,-0.225150,2.048000,-0.052518,-0.236331,2.048000,0.016389,-0.014299,2.304000,0.046162,0.158815,2.560000,-0.411285,-0.247004,2.304000,-0.486756,-0.008010,2.304000,-0.449995,0.130862,2.560000,-0.197448,0.199537,2.304000,-0.096819,0.193248,2.304000,-0.086612,0.550150,2.560000,-0.114565,0.892568,2.560000,-0.291788,0.199537,2.304000,-0.310508,0.543670,2.816000,-0.271650,0.878210,3.072000,-1.142666,-0.297826,2.048000,0.000000,0.000000,0.000000,-0.166001,-0.454551,2.304000,-0.323234,-0.441973,2.304000,-0.149505,0.752806,2.560000,-0.271650,0.869824,3.072000,-0.271650,0.911753,3.072000,-0.033778,0.951077,2.816000,-0.033778,0.981825,2.816000,-0.149505,0.934497,2.560000,
-1.807513,-0.479709,2.304000,-0.209052,-0.236331,2.048000,-0.063699,-0.241921,2.048000,0.010099,-0.026878,2.304000,0.039174,0.144839,2.560000,-0.411285,-0.253293,2.304000,-0.486756,-0.020589,2.304000,-0.449995,0.116886,2.560000,-0.197448,0.180669,2.304000,-0.103108,0.180669,2.304000,-0.086612,0.529186,2.560000,-0.114565,0.871604,2.560000,-0.291788,0.186959,2.304000,-0.310508,0.520609,2.816000,-0.263264,0.861438,3.072000,nan,nan,nan,0.000000,0.000000,0.000000,-0.166001,-0.460841,2.304000,-0.323234,-0.448262,2.304000,-0.142517,0.738830,2.560000,-0.263264,0.853052,3.072000,-0.271650,0.886595,3.072000,-0.033778,0.935704,2.816000,-0.033778,0.966451,2.816000,-0.149505,0.913533,2.560000,
-1.522820,-0.431998,2.048000,-0.241473,-0.272161,2.304000,-0.077951,-0.284740,2.304000,0.003810,-0.039457,2.304000,0.039174,0.130862,2.560000,-0.411285,-0.265872,2.304000,-0.486756,-0.039457,2.304000,-0.449995,0.095922,2.560000,-0.197448,0.168091,2.304000,-0.109398,0.168091,2.304000,-0.079624,0.508221,2.560000,-0.114565,0.850640,2.560000,-0.324209,0.186767,2.560000,-0.310508,0.505235,2.816000,-0.263264,0.844667,3.072000,-0.768949,-0.235948,1.536000,0.000000,0.000000,0.000000,-0.172291,-0.467130,2.304000,-0.323234,-0.454551,2.304000,-0.142517,0.724853,2.560000,-0.271650,0.836281,3.072000,-0.271650,0.878210,3.072000,-0.033778,0.920330,2.816000,-0.033778,0.943390,2.816000,-0.149505,0.885580,2.560000,
-1.444553,-0.431998,2.048000,-0.247763,-0.284740,2.304000,-0.084240,-0.291029,2.304000,-0.002479,-0.052035,2.304000,0.039174,0.116886,2.560000,-0.411285,-0.272161,2.304000,-0.480467,-0.052035,2.304000,-0.443007,0.074957,2.560000,-0.197448,0.155512,2.304000,-0.121553,0.165803,2.560000,-0.072636,0.480269,2.560000,-0.114565,0.822687,2.560000,-0.331197,0.172791,2.560000,-0.310508,0.489861,2.816000,-0.263264,0.827895,3.072000,-0.843299,-0.285056,1.792000,0.000000,0.000000,0.000000,-0.178580,-0.473419,2.304000,-0.323234,-0.460841,2.304000,-0.149505,0.717865,2.560000,-0.271650,0.827895,3.072000,-0.271650,0.861438,3.072000,-0.033778,0.897269,2.816000,-0.033778,0.920330,2.816000,-0.149505,0.857628,2.560000,
