time,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x
31,-0.518055,-0.647806,2.816,-0.120176,-0.231564,1.28,-0.06427,-0.22807,1.28,-0.053788,-0.088308,1.28,-0.047637,0.022009,1.408,-0.201376,-0.262408,1.408,-0.249033,-0.160477,1.536,-0.170628,-0.108669,1.408,-0.136037,-0.024112,1.408,-0.097602,-0.016425,1.408,-0.072932,0.120446,1.536,-0.083552,0.289463,1.664,-0.190332,-0.030497,1.536,-0.156228,0.130483,1.664,-0.144211,0.279776,1.536,nan,nan,nan,0,0,0,-0.082228,-0.346964,1.408,nan,nan,nan,-0.115348,0.321259,1.664,-0.124432,0.316717,1.664,-0.148403,0.296547,1.536,nan,nan,nan,nan,nan,nan,-0.101721,0.307632,1.664
32,-0.471934,-0.655493,2.816,-0.132193,-0.258564,1.408,-0.06427,-0.22807,1.28,-0.053788,-0.095296,1.28,nan,nan,nan,-0.197532,-0.266251,1.408,-0.24484,-0.168862,1.536,-0.166784,-0.112512,1.408,-0.136037,-0.027956,1.408,-0.097602,-0.020269,1.408,-0.072932,0.120446,1.536,-0.083552,0.289463,1.664,-0.190332,-0.038883,1.536,-0.151686,0.121399,1.664,-0.144211,0.263004,1.536,-0.147567,-0.323903,1.408,0,0,0,-0.074541,-0.346964,1.408,nan,nan,nan,-0.115348,0.307632,1.664,-0.124432,0.30309,1.664,-0.152596,0.279776,1.536,-0.021495,0.301946,1.792,-0.026387,0.31173,1.792,-0.101721,0.307632,1.664
33,-0.418125,-0.655493,2.816,-0.12835,-0.262408,1.408,-0.06427,-0.231564,1.28,-0.057282,-0.09879,1.28,nan,nan,nan,-0.193689,-0.270095,1.408,-0.240647,-0.173055,1.536,-0.166784,-0.112512,1.408,-0.136037,-0.035643,1.408,-0.097602,-0.027956,1.408,-0.079009,0.130483,1.664,-0.079009,0.289463,1.664,-0.190332,-0.047269,1.536,-0.151686,0.107772,1.664,-0.156228,0.271294,1.664,-0.132193,-0.327747,1.408,0,0,0,-0.070698,-0.350807,1.408,nan,nan,nan,-0.115348,0.298548,1.664,-0.11989,0.289463,1.664,-0.165313,0.289463,1.664,-0.021495,0.301946,1.792,nan,nan,nan,-0.101721,0.307632,1.664
34,-0.372003,-0.66318,2.816,-0.12835,-0.266251,1.408,-0.06427,-0.235058,1.28,-0.066854,-0.112512,1.408,-0.055324,0.002792,1.408,-0.189845,-0.273938,1.408,-0.236454,-0.181441,1.536,-0.162941,-0.116356,1.408,-0.132193,-0.039486,1.408,-0.097602,-0.031799,1.408,-0.074467,0.130483,1.664,-0.079009,0.294006,1.664,-0.190332,-0.051462,1.536,-0.151686,0.098687,1.664,-0.156228,0.257667,1.664,-0.116819,-0.33159,1.408,0,0,0,-0.066854,-0.350807,1.408,nan,nan,nan,-0.11989,0.284921,1.664,-0.11989,0.280379,1.664,-0.169855,0.275836,1.664,-0.021495,0.301946,1.792,-0.026387,0.316621,1.792,-0.101721,0.307632,1.664
35,-0.333569,-0.66318,2.816,-0.124506,-0.270095,1.408,-0.070698,-0.262408,1.408,-0.066854,-0.116356,1.408,-0.059167,-0.001052,1.408,-0.186002,-0.277781,1.408,-0.232261,-0.185634,1.536,-0.162941,-0.116356,1.408,-0.144211,-0.047269,1.536,-0.093758,-0.035643,1.408,-0.074467,0.125941,1.664,-0.079009,0.294006,1.664,-0.186139,-0.059847,1.536,-0.147144,0.089603,1.664,-0.156228,0.248583,1.664,-0.101445,-0.335434,1.408,0,0,0,-0.066854,-0.354651,1.408,nan,nan,nan,-0.11989,0.280379,1.664,-0.124432,0.271294,1.664,-0.182921,0.28238,1.792,-0.021495,0.301946,1.792,-0.026387,0.316621,1.792,-0.097178,0.307632,1.664
36,-0.147567,-0.335434,1.408,-0.124506,-0.273938,1.408,-0.070698,-0.266251,1.408,-0.070698,-0.124043,1.408,-0.063011,-0.008739,1.408,-0.182158,-0.281625,1.408,-0.232261,-0.19402,1.536,-0.162941,-0.120199,1.408,-0.144211,-0.055655,1.536,-0.093758,-0.04333,1.408,-0.074467,0.125941,1.664,-0.079009,0.294006,1.664,-0.186139,-0.06404,1.536,-0.147144,0.085061,1.664,-0.173137,0.253029,1.792,-0.089915,-0.339277,1.408,0,0,0,-0.063011,-0.354651,1.408,nan,nan,nan,-0.124432,0.271294,1.664,-0.124432,0.26221,1.664,-0.187812,0.272596,1.792,-0.021495,0.306838,1.792,-0.021495,0.316621,1.792,-0.097178,0.307632,1.664
37,-0.12835,-0.335434,1.408,-0.124506,-0.277781,1.408,-0.074541,-0.266251,1.408,-0.074541,-0.127886,1.408,-0.072932,-0.013726,1.536,-0.178315,-0.285468,1.408,-0.247074,-0.21473,1.664,-0.173561,-0.131126,1.536,-0.144211,-0.059847,1.536,-0.093758,-0.047173,1.408,-0.069925,0.121399,1.664,-0.079009,0.294006,1.664,-0.181947,-0.068233,1.536,-0.158462,0.08182,1.792,-0.173137,0.248138,1.792,-0.078384,-0.34312,1.408,0,0,0,-0.059167,-0.358494,1.408,-0.132193,-0.366181,1.408,-0.143787,0.287271,1.792,nan,nan,nan,-0.187812,0.262813,1.792,-0.021495,0.306838,1.792,-0.021495,0.316621,1.792,-0.097178,0.307632,1.664
38,-0.112976,-0.339277,1.408,-0.124506,-0.281625,1.408,-0.074541,-0.270095,1.408,-0.082228,-0.13173,1.408,-0.077125,-0.022112,1.536,-0.174471,-0.289312,1.408,-0.242532,-0.219272,1.664,-0.173561,-0.135319,1.536,-0.140018,-0.06404,1.536,-0.093758,-0.051017,1.408,-0.069925,0.121399,1.664,-0.074467,0.294006,1.664,-0.177754,-0.076619,1.536,-0.158462,0.076929,1.792,-0.185504,0.25538,1.92,-0.066854,-0.346964,1.408,0,0,0,-0.059167,-0.358494,1.408,-0.12835,-0.370025,1.408,-0.148679,0.287271,1.792,-0.143787,0.272596,1.792,-0.206469,0.276344,1.92,-0.021495,0.306838,1.792,-0.021495,0.321513,1.792,-0.097178,0.307632,1.664
39,-0.097602,-0.339277,1.408,-0.120663,-0.285468,1.408,-0.078384,-0.273938,1.408,-0.086071,-0.139417,1.408,-0.081317,-0.026304,1.536,-0.186139,-0.319806,1.536,-0.237989,-0.228357,1.664,-0.177754,-0.135319,1.536,-0.140018,-0.072426,1.536,-0.097602,-0.058704,1.408,-0.069925,0.116857,1.664,-0.074467,0.294006,1.664,-0.177754,-0.080812,1.536,-0.158462,0.072037,1.792,-0.185504,0.250139,1.92,-0.064546,-0.382699,1.536,0,0,0,-0.060353,-0.395278,1.536,nan,nan,nan,-0.153571,0.28238,1.792,-0.153571,0.272596,1.792,-0.206469,0.271103,1.92,-0.021495,0.306838,1.792,-0.021495,0.321513,1.792,-0.097178,0.307632,1.664
40,-0.089703,-0.37012,1.536,-0.120663,-0.289312,1.408,-0.078384,-0.277781,1.408,-0.089915,-0.14326,1.408,-0.089703,-0.03469,1.536,-0.181947,-0.323999,1.536,-0.237989,-0.232899,1.664,-0.177754,-0.139512,1.536,-0.140018,-0.076619,1.536,-0.097602,-0.062547,1.408,-0.069925,0.112314,1.664,-0.074467,0.289463,1.664,-0.173561,-0.085005,1.536,-0.158462,0.067145,1.792,-0.190745,0.244898,1.92,-0.05616,-0.386892,1.536,0,0,0,-0.060353,-0.395278,1.536,-0.124506,-0.373868,1.408,-0.163354,0.28238,1.792,-0.163354,0.267705,1.792,-0.21171,0.265862,1.92,nan,nan,nan,-0.021495,0.321513,1.792,-0.097178,0.307632,1.664
41,-0.077125,-0.374313,1.536,-0.120663,-0.293155,1.408,-0.082228,-0.281625,1.408,-0.097602,-0.150947,1.408,-0.093896,-0.043076,1.536,-0.177754,-0.328192,1.536,-0.233447,-0.237442,1.664,-0.177754,-0.139512,1.536,-0.140018,-0.085005,1.536,-0.110668,-0.076619,1.536,-0.069925,0.107772,1.664,-0.074467,0.289463,1.664,-0.173561,-0.089198,1.536,-0.158462,0.062254,1.792,-0.190745,0.239656,1.92,-0.083605,-0.684398,2.688,0,0,0,-0.060353,-0.39947,1.536,-0.131632,-0.412049,1.536,-0.168246,0.28238,1.792,-0.178029,0.267705,1.792,-0.21171,0.265862,1.92,nan,nan,nan,-0.021495,0.321513,1.792,-0.097178,0.30309,1.664
42,-0.068739,-0.374313,1.536,-0.120663,-0.296999,1.408,-0.086071,-0.285468,1.408,-0.105289,-0.158634,1.408,-0.106475,-0.047269,1.536,-0.173561,-0.332384,1.536,-0.233447,-0.241984,1.664,-0.181947,-0.143705,1.536,-0.140018,-0.089198,1.536,-0.11486,-0.080812,1.536,-0.074467,0.098687,1.664,-0.074467,0.284921,1.664,-0.173561,-0.097583,1.536,-0.153571,0.057362,1.792,-0.190745,0.239656,1.92,-0.076268,-0.691736,2.688,0,0,0,-0.060353,-0.39947,1.536,-0.127439,-0.416242,1.536,-0.173137,0.28238,1.792,-0.187812,0.267705,1.792,-0.216951,0.260621,1.92,-0.016603,0.301946,1.792,-0.021495,0.316621,1.792,-0.097178,0.298548,1.664
43,nan,nan,nan,-0.131632,-0.328192,1.536,-0.089915,-0.289312,1.408,-0.112976,-0.162477,1.408,-0.11486,-0.055655,1.536,-0.165175,-0.34077,1.536,-0.228905,-0.251068,1.664,-0.186139,-0.143705,1.536,-0.144211,-0.097583,1.536,-0.119053,-0.089198,1.536,-0.074467,0.089603,1.664,-0.074467,0.275836,1.664,-0.169368,-0.101776,1.536,nan,nan,nan,-0.190745,0.234415,1.92,-0.06893,-0.691736,2.688,0,0,0,-0.05616,-0.403663,1.536,nan,nan,nan,-0.173137,0.277488,1.792,-0.202488,0.267705,1.792,-0.216951,0.25538,1.92,nan,nan,nan,-0.026387,0.316621,1.792,-0.097178,0.294006,1.664
44,-0.090943,-0.669723,2.688,-0.131632,-0.332384,1.536,-0.102282,-0.319806,1.536,-0.131632,-0.185634,1.536,-0.127439,-0.06404,1.536,-0.160982,-0.344963,1.536,-0.246513,-0.275273,1.792,-0.186139,-0.147898,1.536,-0.144211,-0.101776,1.536,-0.123246,-0.097583,1.536,-0.079009,0.080518,1.664,-0.074467,0.266752,1.664,-0.169368,-0.110162,1.536,-0.142601,0.04418,1.664,-0.190745,0.229174,1.92,-0.061593,-0.699073,2.688,0,0,0,-0.05616,-0.407856,1.536,nan,nan,nan,-0.173137,0.277488,1.792,-0.212271,0.267705,1.792,-0.21171,0.250139,1.92,-0.016603,0.297055,1.792,-0.026387,0.31173,1.792,-0.097178,0.284921,1.664
45,-0.076268,-0.669723,2.688,-0.131632,-0.336577,1.536,-0.106475,-0.323999,1.536,-0.140018,-0.19402,1.536,-0.140018,-0.072426,1.536,-0.156789,-0.349156,1.536,nan,nan,nan,-0.190332,-0.147898,1.536,-0.148403,-0.110162,1.536,-0.131632,-0.105969,1.536,-0.083552,0.071434,1.664,-0.074467,0.257667,1.664,-0.169368,-0.114355,1.536,-0.142601,0.039638,1.664,-0.185504,0.229174,1.92,nan,nan,nan,0,0,0,-0.060353,-0.407856,1.536,-0.119053,-0.420435,1.536,-0.163354,0.272596,1.792,-0.232674,0.286826,1.92,-0.21171,0.244898,1.92,-0.016603,0.292163,1.792,nan,nan,nan,-0.097178,0.275836,1.664
46,-0.06893,-0.677061,2.688,-0.131632,-0.34077,1.536,-0.110668,-0.332384,1.536,-0.148403,-0.202405,1.536,-0.165313,-0.087546,1.664,-0.152596,-0.357542,1.536,-0.224362,-0.264695,1.664,-0.194525,-0.152091,1.536,-0.152596,-0.118548,1.536,-0.147144,-0.119342,1.664,-0.088094,0.057807,1.664,-0.079009,0.248583,1.664,-0.165175,-0.118548,1.536,-0.138059,0.035095,1.664,-0.180263,0.223933,1.92,-0.054255,-0.713748,2.688,0,0,0,-0.060353,-0.412049,1.536,-0.119053,-0.424628,1.536,-0.153571,0.262813,1.792,-0.222054,0.262813,1.792,-0.206469,0.239656,1.92,-0.016603,0.28238,1.792,-0.031278,0.297055,1.792,-0.097178,0.266752,1.664
47,-0.06893,-0.677061,2.688,-0.131632,-0.349156,1.536,-0.11486,-0.336577,1.536,-0.160982,-0.210791,1.536,-0.17894,-0.101173,1.664,-0.148403,-0.361735,1.536,-0.21982,-0.269237,1.664,-0.198718,-0.152091,1.536,-0.169855,-0.132969,1.664,-0.156228,-0.128427,1.664,-0.092636,0.048722,1.664,-0.085087,0.253029,1.792,-0.165175,-0.126934,1.536,-0.133517,0.026011,1.664,-0.175022,0.218692,1.92,nan,nan,nan,nan,nan,nan,-0.065383,-0.450929,1.664,nan,nan,nan,-0.154058,0.276344,1.92,-0.232674,0.281585,1.92,-0.195987,0.234415,1.92,-0.016603,0.272596,1.792,-0.031278,0.287271,1.792,-0.104654,0.272596,1.792
48,-0.061593,-0.684398,2.688,-0.135825,-0.353349,1.536,-0.123246,-0.34077,1.536,-0.173561,-0.219177,1.536,-0.197109,-0.110258,1.664,-0.144211,-0.365927,1.536,-0.202911,-0.25272,1.536,-0.198718,-0.156284,1.536,-0.174397,-0.142054,1.664,-0.165313,-0.137511,1.664,-0.097178,0.035095,1.664,-0.089979,0.238354,1.792,-0.17894,-0.142054,1.664,-0.133517,0.021469,1.664,-0.169781,0.213451,1.92,nan,nan,nan,nan,nan,nan,-0.069925,-0.450929,1.664,-0.128974,-0.460013,1.664,-0.129112,0.248138,1.792,-0.227433,0.276344,1.92,-0.190745,0.229174,1.92,-0.021495,0.262813,1.792,-0.03617,0.272596,1.792,-0.109545,0.257921,1.792
49,-0.06893,-0.691736,2.688,-0.135825,-0.357542,1.536,-0.127439,-0.344963,1.536,-0.181947,-0.227563,1.536,-0.210736,-0.119342,1.664,-0.140018,-0.37012,1.536,-0.198718,-0.256913,1.536,-0.202911,-0.160477,1.536,-0.17894,-0.146596,1.664,-0.174397,-0.142054,1.664,-0.101721,0.021469,1.664,-0.09487,0.223679,1.792,-0.17894,-0.151138,1.664,-0.128974,0.012384,1.664,nan,nan,nan,-0.061593,-0.728423,2.688,nan,nan,nan,-0.074467,-0.455471,1.664,-0.124432,-0.460013,1.664,-0.114437,0.238354,1.792,-0.216951,0.265862,1.92,-0.185504,0.218692,1.92,-0.02303,0.265862,1.92,-0.041062,0.262813,1.792,-0.114437,0.243246,1.792
50,-0.06893,-0.691736,2.688,-0.140018,-0.361735,1.536,-0.135825,-0.353349,1.536,-0.194525,-0.235948,1.536,-0.224362,-0.128427,1.664,-0.140018,-0.374313,1.536,-0.198718,-0.261106,1.536,-0.224362,-0.17385,1.664,-0.183482,-0.15568,1.664,-0.183482,-0.151138,1.664,-0.110805,0.007842,1.664,-0.099762,0.209004,1.792,-0.183482,-0.15568,1.664,-0.128974,0.003299,1.664,-0.143787,0.179654,1.792,-0.06893,-0.728423,2.688,nan,nan,nan,-0.079009,-0.460013,1.664,-0.124432,-0.460013,1.664,-0.099762,0.223679,1.792,-0.206469,0.25538,1.92,-0.180263,0.20821,1.92,-0.028271,0.25538,1.92,nan,nan,nan,-0.119329,0.228571,1.792
51,-0.076268,-0.699073,2.688,-0.144211,-0.365927,1.536,-0.144211,-0.357542,1.536,-0.202911,-0.244334,1.536,-0.242532,-0.137511,1.664,-0.140018,-0.378506,1.536,-0.198718,-0.261106,1.536,-0.224362,-0.178392,1.664,-0.192566,-0.160223,1.664,-0.197109,-0.15568,1.664,-0.115348,-0.001243,1.664,-0.104654,0.199221,1.792,-0.183482,-0.164765,1.664,-0.128974,-0.005785,1.664,-0.138896,0.174762,1.792,-0.076268,-0.735761,2.688,nan,nan,nan,-0.083552,-0.460013,1.664,-0.124432,-0.460013,1.664,-0.089979,0.209004,1.792,-0.190745,0.244898,1.92,-0.18669,0.2165,2.048,-0.028271,0.239656,1.92,-0.050845,0.233463,1.792,nan,nan,nan
52,-0.083605,-0.706411,2.688,-0.148403,-0.37012,1.536,-0.152596,-0.361735,1.536,-0.211297,-0.248527,1.536,-0.256158,-0.146596,1.664,-0.144211,-0.378506,1.536,-0.198718,-0.265298,1.536,-0.228905,-0.182934,1.664,-0.197109,-0.164765,1.664,-0.206193,-0.164765,1.664,-0.11989,-0.01487,1.664,-0.11737,0.197728,1.92,-0.188024,-0.169307,1.664,-0.128974,-0.01487,1.664,-0.134004,0.164979,1.792,nan,nan,nan,-1.64526,-0.672007,1.536,-0.088094,-0.464556,1.664,-0.124432,-0.460013,1.664,-0.080195,0.199221,1.792,-0.175022,0.229174,1.92,-0.1811,0.205319,2.048,nan,nan,nan,-0.060629,0.218788,1.792,-0.138335,0.213451,1.92
53,nan,nan,nan,-0.152596,-0.374313,1.536,-0.160982,-0.365927,1.536,-0.223875,-0.25272,1.536,-0.269785,-0.151138,1.664,-0.156228,-0.414591,1.664,-0.215278,-0.287407,1.664,-0.228905,-0.187476,1.664,-0.206193,-0.169307,1.664,-0.215278,-0.169307,1.664,-0.128974,-0.023954,1.664,nan,nan,nan,-0.192566,-0.17385,1.664,-0.128974,-0.023954,1.664,nan,nan,nan,nan,nan,nan,-0.957078,-0.428438,1.024,-0.097178,-0.464556,1.664,-0.124432,-0.460013,1.664,-0.075304,0.184546,1.792,-0.154058,0.213451,1.92,-0.16454,0.182004,1.92,-0.038754,0.213451,1.92,-0.0702,0.223933,1.92,-0.148817,0.202969,1.92
54,nan,nan,nan,-0.160982,-0.374313,1.536,-0.169368,-0.37012,1.536,-0.251616,-0.278322,1.664,-0.283412,-0.15568,1.664,-0.165313,-0.414591,1.664,-0.215278,-0.287407,1.664,-0.233447,-0.192019,1.664,-0.210736,-0.17385,1.664,-0.224362,-0.169307,1.664,-0.133517,-0.033039,1.664,-0.138335,0.171522,1.92,-0.197109,-0.178392,1.664,-0.133517,-0.028496,1.664,nan,nan,nan,nan,nan,nan,-0.828496,-0.411667,1.024,-0.106263,-0.464556,1.664,-0.124432,-0.460013,1.664,-0.070412,0.174762,1.792,-0.147557,0.21091,2.048,-0.16454,0.171522,1.92,nan,nan,nan,-0.080682,0.20821,1.92,-0.164328,0.205319,2.048
55,nan,nan,nan,-0.169368,-0.378506,1.536,-0.177754,-0.37012,1.536,-0.260701,-0.282864,1.664,-0.292497,-0.160223,1.664,-0.169855,-0.414591,1.664,-0.21982,-0.287407,1.664,-0.237989,-0.196561,1.664,-0.21982,-0.178392,1.664,-0.233447,-0.17385,1.664,-0.148679,-0.040472,1.792,-0.143576,0.166281,1.92,-0.201651,-0.178392,1.664,-0.143787,-0.040472,1.792,nan,nan,nan,-0.083552,-0.460013,1.664,nan,nan,nan,-0.11989,-0.464556,1.664,-0.128974,-0.460013,1.664,-0.0702,0.176763,1.92,-0.130785,0.199729,2.048,-0.16454,0.166281,1.92,nan,nan,nan,-0.091652,0.21091,2.048,-0.175509,0.194138,2.048
56,nan,nan,nan,-0.192566,-0.410048,1.664,-0.186139,-0.374313,1.536,-0.274328,-0.282864,1.664,-0.306124,-0.160223,1.664,-0.17894,-0.414591,1.664,-0.224362,-0.287407,1.664,-0.242532,-0.196561,1.664,-0.224362,-0.178392,1.664,-0.242532,-0.17385,1.664,-0.147144,-0.046666,1.664,-0.164328,0.166185,2.048,-0.222054,-0.197006,1.792,-0.143787,-0.045364,1.792,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.128974,-0.469098,1.664,-0.128974,-0.460013,1.664,-0.0702,0.166281,1.92,nan,nan,nan,-0.175509,0.171776,2.048,nan,nan,nan,-0.102833,0.205319,2.048,-0.169781,0.176763,1.92
57,nan,nan,nan,-0.201651,-0.410048,1.664,-0.215278,-0.405506,1.664,-0.283412,-0.282864,1.664,-0.31975,-0.160223,1.664,-0.188024,-0.410048,1.664,-0.224362,-0.287407,1.664,-0.261188,-0.216573,1.792,-0.233447,-0.178392,1.664,-0.251616,-0.17385,1.664,-0.163354,-0.055147,1.792,-0.169919,0.160595,2.048,-0.226946,-0.197006,1.792,-0.143787,-0.050255,1.792,nan,nan,nan,-0.106263,-0.464556,1.664,nan,nan,nan,-0.142601,-0.469098,1.664,-0.128974,-0.460013,1.664,-0.075441,0.16104,1.92,-0.101647,0.16104,1.92,-0.169781,0.155799,1.92,-0.06929,0.182957,2.048,-0.108423,0.194138,2.048,-0.175022,0.166281,1.92
58,nan,nan,nan,-0.215278,-0.405506,1.664,-0.224362,-0.405506,1.664,-0.297039,-0.278322,1.664,-0.333377,-0.160223,1.664,-0.197109,-0.410048,1.664,-0.228905,-0.287407,1.664,-0.261188,-0.221464,1.792,-0.256296,-0.192114,1.792,-0.260701,-0.17385,1.664,-0.168246,-0.055147,1.792,-0.16454,0.145317,1.92,-0.236729,-0.197006,1.792,-0.148679,-0.055147,1.792,-0.143576,0.129593,1.92,-0.11989,-0.464556,1.664,-0.863141,-0.694752,2.048,-0.156228,-0.464556,1.664,-0.128974,-0.460013,1.664,nan,nan,nan,nan,nan,nan,-0.169781,0.150558,1.92,nan,nan,nan,-0.114014,0.188547,2.048,-0.185504,0.166281,1.92
59,nan,nan,nan,-0.224362,-0.405506,1.664,-0.237989,-0.400964,1.664,-0.310666,-0.278322,1.664,-0.342462,-0.15568,1.664,-0.206193,-0.405506,1.664,-0.233447,-0.282864,1.664,-0.261188,-0.221464,1.792,-0.26608,-0.192114,1.792,-0.290538,-0.187223,1.792,-0.173137,-0.060039,1.792,-0.169781,0.140076,1.92,-0.241621,-0.197006,1.792,-0.148679,-0.060039,1.792,-0.148817,0.124352,1.92,-0.138059,-0.460013,1.664,nan,nan,nan,-0.174397,-0.464556,1.664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.11737,0.171522,1.92,-0.185504,0.16104,1.92
60,nan,nan,nan,-0.237989,-0.400964,1.664,-0.256158,-0.396421,1.664,-0.324293,-0.27378,1.664,-0.356089,-0.151138,1.664,-0.21982,-0.400964,1.664,-0.256296,-0.304623,1.792,-0.256296,-0.226356,1.792,-0.275863,-0.192114,1.792,-0.300321,-0.187223,1.792,-0.178029,-0.060039,1.792,-0.175022,0.134834,1.92,-0.246513,-0.197006,1.792,nan,nan,nan,-0.154058,0.119111,1.92,-0.151686,-0.460013,1.664,nan,nan,nan,-0.188024,-0.460013,1.664,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.180263,0.145317,1.92,nan,nan,nan,nan,nan,nan,-0.190745,0.155799,1.92
61,-0.173137,-0.480724,1.792,-0.251616,-0.396421,1.664,-0.269785,-0.391879,1.664,-0.33792,-0.269237,1.664,-0.369715,-0.146596,1.664,-0.233447,-0.396421,1.664,-0.256296,-0.299731,1.792,-0.251404,-0.226356,1.792,-0.280755,-0.187223,1.792,-0.310105,-0.182331,1.792,-0.182921,-0.06493,1.792,-0.175022,0.134834,1.92,-0.256296,-0.192114,1.792,-0.159299,-0.069568,1.92,-0.154058,0.11387,1.92,-0.169855,-0.460013,1.664,-0.66327,-0.816474,2.688,-0.206193,-0.460013,1.664,nan,nan,nan,nan,nan,nan,-0.091652,0.143823,2.048,-0.185504,0.140076,1.92,nan,nan,nan,nan,nan,nan,nan,nan,nan
62,nan,nan,nan,-0.265243,-0.387337,1.664,-0.287954,-0.387337,1.664,-0.351546,-0.264695,1.664,-0.383342,-0.142054,1.664,-0.261188,-0.422024,1.792,-0.261188,-0.29484,1.792,-0.246513,-0.226356,1.792,-0.290538,-0.182331,1.792,-0.319888,-0.177439,1.792,-0.187812,-0.06493,1.792,-0.175022,0.129593,1.92,-0.261188,-0.192114,1.792,-0.159299,-0.069568,1.92,-0.159299,0.11387,1.92,-0.188024,-0.455471,1.664,-0.567883,-0.787124,2.688,-0.224362,-0.455471,1.664,nan,nan,nan,-0.091652,0.149414,2.048,-0.09738,0.146873,2.176,-0.185504,0.140076,1.92,nan,nan,nan,-0.127852,0.166281,1.92,-0.190745,0.150558,1.92
63,-0.325882,-0.740049,2.816,-0.27887,-0.382795,1.664,-0.301581,-0.382795,1.664,-0.365173,-0.255611,1.664,-0.422614,-0.143197,1.792,-0.275863,-0.41224,1.792,-0.270971,-0.289948,1.792,-0.293397,-0.280801,2.176,-0.300321,-0.182331,1.792,-0.329672,-0.172548,1.792,-0.192704,-0.069822,1.792,-0.175022,0.124352,1.92,-0.270971,-0.187223,1.792,-0.159299,-0.074809,1.92,-0.159299,0.108629,1.92,-0.206193,-0.450929,1.664,-0.518055,-0.801545,2.816,-0.242532,-0.450929,1.664,nan,nan,nan,nan,nan,nan,-0.09738,0.146873,2.176,-0.185504,0.134834,1.92,nan,nan,nan,nan,nan,nan,-0.190745,0.145317,1.92
64,-0.356629,-0.732363,2.816,-0.292497,-0.378252,1.664,-0.31975,-0.37371,1.664,-0.3788,-0.251068,1.664,-0.437289,-0.138306,1.792,-0.290538,-0.407349,1.792,-0.275863,-0.285056,1.792,-0.293397,-0.280801,2.176,-0.305213,-0.177439,1.792,-0.339455,-0.167656,1.792,-0.197596,-0.069822,1.792,-0.175022,0.119111,1.92,-0.275863,-0.182331,1.792,-0.16454,-0.08005,1.92,-0.159299,0.103388,1.92,-0.241621,-0.480724,1.792,-0.274328,-0.460013,1.664,-0.260701,-0.446387,1.664,nan,nan,nan,nan,nan,nan,-0.09738,0.140933,2.176,-0.185504,0.129593,1.92,nan,nan,nan,-0.133093,0.155799,1.92,-0.185504,0.140076,1.92
65,-0.387377,-0.724676,2.816,-0.334563,-0.397565,1.792,-0.33792,-0.369168,1.664,-0.396969,-0.241984,1.664,-0.447072,-0.128522,1.792,-0.305213,-0.402457,1.792,-0.285646,-0.280165,1.792,-0.299337,-0.280801,2.176,-0.314996,-0.172548,1.792,-0.349238,-0.162764,1.792,-0.202488,-0.074714,1.792,nan,nan,nan,-0.285646,-0.182331,1.792,-0.16454,-0.085292,1.92,-0.159299,0.098147,1.92,nan,nan,nan,-0.270971,-0.485616,1.792,-0.283412,-0.441844,1.664,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.185504,0.124352,1.92,-0.089979,0.130737,1.792,nan,nan,nan,-0.185504,0.134834,1.92
66,-0.418125,-0.716989,2.816,-0.349238,-0.392674,1.792,-0.356089,-0.360083,1.664,-0.410596,-0.232899,1.664,-0.461747,-0.123631,1.792,-0.319888,-0.392674,1.792,nan,nan,nan,-0.299337,-0.286741,2.176,-0.32478,-0.172548,1.792,-0.359022,-0.162764,1.792,-0.207379,-0.079605,1.792,-0.169781,0.103388,1.92,-0.290538,-0.182331,1.792,-0.16454,-0.090533,1.92,-0.159299,0.087665,1.92,nan,nan,nan,-0.418125,-0.747736,2.816,-0.32478,-0.470941,1.792,nan,nan,nan,nan,nan,nan,-0.080682,0.119111,1.92,-0.180263,0.11387,1.92,-0.085087,0.125846,1.792,-0.136376,0.155004,2.048,-0.180263,0.129593,1.92
67,-0.45656,-0.709302,2.816,-0.363913,-0.38289,1.792,-0.398155,-0.377999,1.792,-0.424223,-0.228357,1.664,-0.47153,-0.113847,1.792,-0.334563,-0.387782,1.792,nan,nan,nan,nan,nan,nan,-0.329672,-0.167656,1.792,-0.363913,-0.157872,1.792,-0.212271,-0.089389,1.792,-0.16454,0.092906,1.92,-0.300321,-0.177439,1.792,-0.16454,-0.101015,1.92,-0.159299,0.082424,1.92,nan,nan,nan,-0.418125,-0.732363,2.816,-0.344347,-0.461157,1.792,nan,nan,nan,-0.080195,0.106279,1.792,nan,nan,nan,-0.180263,0.108629,1.92,-0.091165,0.124352,1.92,-0.130785,0.143823,2.048,-0.175022,0.119111,1.92
