,frame,Nose_x,Nose_y,Nose_z,Nose_s,Neck_x,Neck_y,Neck_z,Neck_s,Rshoulder_x,Rshoulder_y,Rshoulder_z,Rshoulder_s,Relbow_x,Relbow_y,Relbow_z,Relbow_s,Rwrist_x,Rwrist_y,Rwrist_z,Rwrist_s,Lshoulder_x,Lshoulder_y,Lshoulder_z,Lshoulder_s,Lelbow_x,Lelbow_y,Lelbow_z,Lelbow_s,Lwrist_x,Lwrist_y,Lwrist_z,Lwrist_s,Rhip_x,Rhip_y,Rhip_z,Rhip_s,Rknee_x,Rknee_y,Rknee_z,Rknee_s,Rankle_x,Rankle_y,Rankle_z,Rankle_s,Lhip_x,Lhip_y,Lhip_z,Lhip_s,Lknee_x,Lknee_y,Lknee_z,Lknee_s,Lankle_x,Lankle_y,Lankle_z,Lankle_s,Reye_x,Reye_y,Reye_z,Reye_s,Leye_x,Leye_y,Leye_z,Leye_s,Rear_x,Rear_y,Rear_z,Rear_s,Lear_x,Lear_y,Lear_z,Lear_s
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000018_s_keypoints.json,,,,0.0,,,,0.16780499999999998,,,,0.127743,,,,0.0,,,,0.0,,,,0.16096400000000002,,,,0.11151300000000001,,,,0.15271400000000002,,,,0.264398,,,,0.319131,,,,0.325338,,,,0.2526,,,,0.295038,,,,0.29141999999999996,,,,0.0,,,,0.0,,,,0.0,,,,0.0,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000019_s_keypoints.json,,,,0.0,,,,0.217521,,,,0.166988,,,,0.0,,,,0.0,,,,0.199292,,,,0.145149,,,,0.178791,,,,0.31690100000000004,,,,0.384945,,,,0.368847,,,,0.295946,,,,0.331258,,,,0.329854,,,,0.0,,,,0.0,,,,0.0,,,,0.0936275,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000020_s_keypoints.json,,,,0.0,,,,0.159242,,,,0.0,,,,0.0,,,,0.0,,,,0.141906,,,,0.112448,,,,0.144851,,,,0.289591,,,,0.32827199999999995,,,,0.32868800000000004,,,,0.26853,,,,0.314247,,,,0.284315,,,,0.0,,,,0.0,,,,0.0,,,,0.0,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000021_s_keypoints.json,,,,0.0,,,,0.22242199999999998,,,,0.152706,,,,0.0,,,,0.0,,,,0.196601,,,,0.155671,,,,0.19077,,,,0.29775,,,,0.342698,,,,0.364597,,,,0.28933400000000004,,,,0.321233,,,,0.335764,,,,0.0,,,,0.0,,,,0.0,,,,0.07999819999999999,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000022_s_keypoints.json,,,,0.0998684,,,,0.278917,,,,0.189815,,,,0.0,,,,0.0,,,,0.23779,,,,0.171254,,,,0.22651999999999997,,,,0.303647,,,,0.350453,,,,0.331071,,,,0.273278,,,,0.324696,,,,0.314421,,,,0.0604518,,,,0.11080899999999999,,,,0.0,,,,0.15085199999999999,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000024_s_keypoints.json,,,,0.0,,,,0.193795,,,,0.0,,,,0.0,,,,0.0,,,,0.179473,,,,0.14764000000000002,,,,0.196615,,,,0.30092800000000003,,,,0.35577800000000004,,,,0.383187,,,,0.268822,,,,0.320344,,,,0.33353299999999997,,,,0.0,,,,0.0,,,,0.0,,,,0.07299739999999999,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000025_s_keypoints.json,,,,0.0,,,,0.177429,,,,0.0,,,,0.0,,,,0.0,,,,0.154168,,,,0.128354,,,,0.164629,,,,0.27857,,,,0.333869,,,,0.34536100000000003,,,,0.258531,,,,0.313367,,,,0.310803,,,,0.0,,,,0.0,,,,0.0,,,,0.0,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000026_s_keypoints.json,,,,0.0,,,,0.198166,,,,0.0,,,,0.0,,,,0.0,,,,0.188468,,,,0.12664,,,,0.139664,,,,0.287731,,,,0.32367199999999996,,,,0.336624,,,,0.29594499999999996,,,,0.32260500000000003,,,,0.31154499999999996,,,,0.0,,,,0.0,,,,0.0,,,,0.0,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000027_s_keypoints.json,,,,0.0,,,,0.170785,,,,0.12248800000000001,,,,0.0,,,,0.0,,,,0.16564,,,,0.144014,,,,0.190394,,,,0.323077,,,,0.41127600000000003,,,,0.374786,,,,0.320588,,,,0.396934,,,,0.36099899999999996,,,,0.0,,,,0.0,,,,0.0,,,,0.0,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000029_s_keypoints.json,,,,0.0,,,,0.191608,,,,0.0,,,,0.0,,,,0.0,,,,0.180671,,,,0.128048,,,,0.161045,,,,0.322151,,,,0.38510900000000003,,,,0.35733000000000004,,,,0.303248,,,,0.33048299999999997,,,,0.31648200000000004,,,,0.0,,,,0.0,,,,0.0,,,,0.0,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000030_s_keypoints.json,,,,0.0,,,,0.168517,,,,0.0,,,,0.0,,,,0.0,,,,0.156113,,,,0.134269,,,,0.182123,,,,0.280857,,,,0.331485,,,,0.34413699999999997,,,,0.26316799999999996,,,,0.310633,,,,0.308429,,,,0.0,,,,0.0,,,,0.0,,,,0.0,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000031_s_keypoints.json,,,,0.0,,,,0.155116,,,,0.41438800000000003,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.83045,,,,0.0,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000032_s_keypoints.json,,,,0.0,,,,0.216606,,,,0.467334,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.8801559999999999,,,,0.0,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000033_s_keypoints.json,,,,0.0,,,,0.469347,,,,0.54657,,,,0.0,,,,0.0,,,,0.0896304,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.882166,,,,0.38453699999999996,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000034_s_keypoints.json,,,,0.0,,,,0.507232,,,,0.569915,,,,0.0,,,,0.0,,,,0.143751,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.828887,,,,0.398497,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000035_s_keypoints.json,,,,0.0,,,,0.512063,,,,0.627555,,,,0.0,,,,0.0,,,,0.151274,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.8632690000000001,,,,0.478108,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000036_s_keypoints.json,,,,0.0,,,,0.618016,,,,0.659998,,,,0.0,,,,0.0,,,,0.197545,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.9216,,,,0.5330090000000001,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000037_s_keypoints.json,,,,0.0,,,,0.616534,,,,0.644027,,,,0.0,,,,0.0,,,,0.252106,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.9181940000000001,,,,0.662766,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000038_s_keypoints.json,,,,0.0,,,,0.6522359999999999,,,,0.65735,,,,0.0,,,,0.0,,,,0.28670500000000004,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.8288030000000001,,,,0.725184,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000039_s_keypoints.json,,,,0.0,,,,0.665564,,,,0.657714,,,,0.0,,,,0.0,,,,0.413138,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.8290870000000001,,,,0.720993,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000040_s_keypoints.json,,,,0.0,,,,0.705701,,,,0.712212,,,,0.0618505,,,,0.0,,,,0.592879,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.925426,,,,0.754303,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000041_s_keypoints.json,,,,0.0,,,,0.739302,,,,0.693183,,,,0.0951047,,,,0.0,,,,0.620005,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.970455,,,,0.8773219999999999,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000042_s_keypoints.json,,,,0.0,,,,0.709648,,,,0.7468560000000001,,,,0.245139,,,,0.0,,,,0.62872,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.894008,,,,0.862459,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000043_s_keypoints.json,,,,0.0,,,,0.72237,,,,0.732959,,,,0.329892,,,,0.0,,,,0.589076,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.954843,,,,0.814448,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000044_s_keypoints.json,,,,0.0,,,,0.715797,,,,0.718368,,,,0.345177,,,,0.0,,,,0.6585449999999999,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.9783149999999999,,,,0.8708459999999999,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000045_s_keypoints.json,,,,0.0,,,,0.7439279999999999,,,,0.758975,,,,0.401547,,,,0.0,,,,0.6648890000000001,,,,0.0722555,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.887875,,,,0.876343,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000046_s_keypoints.json,,,,0.0,,,,0.7569739999999999,,,,0.741512,,,,0.45735200000000004,,,,0.0,,,,0.674384,,,,0.13677999999999998,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.968785,,,,0.880877,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000047_s_keypoints.json,,,,0.0,,,,0.771149,,,,0.7636569999999999,,,,0.488075,,,,0.0,,,,0.707356,,,,0.32403200000000004,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.9308420000000001,,,,0.8898520000000001,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000048_s_keypoints.json,,,,0.0,,,,0.7579060000000001,,,,0.750378,,,,0.453988,,,,0.0,,,,0.7605029999999999,,,,0.434529,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.988875,,,,0.850007,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000049_s_keypoints.json,,,,0.0,,,,0.784216,,,,0.7731640000000001,,,,0.582661,,,,0.063032,,,,0.7181930000000001,,,,0.510031,,,,0.0,,,,0.0606572,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.9327559999999999,,,,0.885402,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000050_s_keypoints.json,,,,0.0,,,,0.773948,,,,0.759837,,,,0.642904,,,,0.167005,,,,0.719097,,,,0.5946229999999999,,,,0.0,,,,0.12421300000000002,,,,0.0,,,,0.0,,,,0.11148699999999999,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.930111,,,,0.85846,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000051_s_keypoints.json,,,,0.0,,,,0.8401489999999999,,,,0.7718119999999999,,,,0.693685,,,,0.5051760000000001,,,,0.751445,,,,0.549266,,,,0.0,,,,0.21005300000000002,,,,0.0,,,,0.0,,,,0.192905,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.9529770000000001,,,,0.79683,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000052_s_keypoints.json,,,,0.0,,,,0.797235,,,,0.7333350000000001,,,,0.622703,,,,0.538535,,,,0.7467189999999999,,,,0.635506,,,,0.050049199999999995,,,,0.26312399999999997,,,,0.0,,,,0.0,,,,0.25666100000000003,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.926228,,,,0.8318450000000001,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000053_s_keypoints.json,,,,0.0,,,,0.8262309999999999,,,,0.7231770000000001,,,,0.688962,,,,0.403974,,,,0.780862,,,,0.68571,,,,0.225311,,,,0.357559,,,,0.0,,,,0.0,,,,0.32114299999999996,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.916537,,,,0.862137,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000054_s_keypoints.json,,,,0.0,,,,0.812232,,,,0.740397,,,,0.7198859999999999,,,,0.364327,,,,0.773356,,,,0.672671,,,,0.698693,,,,0.385794,,,,0.0,,,,0.0,,,,0.39618400000000004,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.965199,,,,0.844651,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000055_s_keypoints.json,,,,0.0,,,,0.8242719999999999,,,,0.742611,,,,0.733021,,,,0.35383200000000004,,,,0.811467,,,,0.678794,,,,0.756021,,,,0.459606,,,,0.0,,,,0.0,,,,0.512698,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.960501,,,,0.9062950000000001,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000056_s_keypoints.json,,,,0.0,,,,0.796874,,,,0.772586,,,,0.752091,,,,0.119624,,,,0.790047,,,,0.685396,,,,0.790149,,,,0.5433279999999999,,,,0.0,,,,0.0,,,,0.5445770000000001,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.9112180000000001,,,,0.8452700000000001,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000057_s_keypoints.json,,,,0.0,,,,0.827571,,,,0.732579,,,,0.77685,,,,0.256267,,,,0.806708,,,,0.6691590000000001,,,,0.816517,,,,0.563987,,,,0.0,,,,0.0,,,,0.551395,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.879973,,,,0.9016149999999999,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000058_s_keypoints.json,,,,0.0,,,,0.815246,,,,0.7705890000000001,,,,0.807754,,,,0.443378,,,,0.8196559999999999,,,,0.66357,,,,0.833175,,,,0.561056,,,,0.0,,,,0.0,,,,0.592288,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.88189,,,,0.8810459999999999,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000059_s_keypoints.json,,,,0.0,,,,0.870282,,,,0.751737,,,,0.755502,,,,0.338807,,,,0.798201,,,,0.671497,,,,0.787166,,,,0.603005,,,,0.0689573,,,,0.0,,,,0.604564,,,,0.11997000000000001,,,,0.0,,,,0.0,,,,0.0,,,,0.948263,,,,0.873985,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000060_s_keypoints.json,,,,0.0,,,,0.834084,,,,0.789805,,,,0.778482,,,,0.379266,,,,0.8573569999999999,,,,0.696645,,,,0.769768,,,,0.60873,,,,0.30133000000000004,,,,0.0,,,,0.61359,,,,0.317258,,,,0.0,,,,0.0,,,,0.0,,,,0.932406,,,,0.930702,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000061_s_keypoints.json,,,,0.0,,,,0.875516,,,,0.75497,,,,0.816453,,,,0.448276,,,,0.823465,,,,0.700646,,,,0.765879,,,,0.591063,,,,0.49437299999999995,,,,0.0,,,,0.599992,,,,0.444171,,,,0.0,,,,0.0,,,,0.0,,,,0.9374620000000001,,,,0.9160950000000001,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000062_s_keypoints.json,,,,0.0,,,,0.82055,,,,0.77883,,,,0.781242,,,,0.435925,,,,0.86203,,,,0.672435,,,,0.762185,,,,0.637648,,,,0.611645,,,,0.0,,,,0.602821,,,,0.598528,,,,0.0,,,,0.0,,,,0.0,,,,0.8601770000000001,,,,0.9700350000000001,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000063_s_keypoints.json,,,,0.0,,,,0.8492120000000001,,,,0.761096,,,,0.751328,,,,0.392447,,,,0.844744,,,,0.714695,,,,0.822182,,,,0.64112,,,,0.5887600000000001,,,,0.0,,,,0.630656,,,,0.6543869999999999,,,,0.0,,,,0.0,,,,0.0,,,,0.8591780000000001,,,,0.905428,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000064_s_keypoints.json,,,,0.0,,,,0.799878,,,,0.818248,,,,0.72943,,,,0.740798,,,,0.876022,,,,0.707615,,,,0.804912,,,,0.643208,,,,0.7622770000000001,,,,0.339425,,,,0.6542439999999999,,,,0.69757,,,,0.202982,,,,0.0,,,,0.0,,,,0.850616,,,,0.9358870000000001,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000065_s_keypoints.json,,,,0.0,,,,0.849875,,,,0.775584,,,,0.7078770000000001,,,,0.733305,,,,0.82685,,,,0.716823,,,,0.732529,,,,0.6614270000000001,,,,0.666738,,,,0.39153699999999997,,,,0.628864,,,,0.737987,,,,0.278105,,,,0.0,,,,0.0,,,,0.848267,,,,0.94576,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000066_s_keypoints.json,,,,0.0,,,,0.796417,,,,0.791098,,,,0.7568630000000001,,,,0.815882,,,,0.8693059999999999,,,,0.762159,,,,0.715576,,,,0.657722,,,,0.544456,,,,0.0,,,,0.607132,,,,0.64359,,,,0.0,,,,0.0,,,,0.0,,,,0.874984,,,,0.89261,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000067_s_keypoints.json,,,,0.0,,,,0.821767,,,,0.821456,,,,0.785939,,,,0.8240850000000001,,,,0.81989,,,,0.8332370000000001,,,,0.699451,,,,0.642692,,,,0.5211779999999999,,,,0.0,,,,0.649017,,,,0.611705,,,,0.0,,,,0.0,,,,0.0,,,,0.859582,,,,0.9348629999999999,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000068_s_keypoints.json,,,,0.0,,,,0.850209,,,,0.782561,,,,0.763827,,,,0.804409,,,,0.8205120000000001,,,,0.8357030000000001,,,,0.5203840000000001,,,,0.664597,,,,0.564475,,,,0.061123500000000004,,,,0.629877,,,,0.620021,,,,0.11891700000000001,,,,0.0,,,,0.0,,,,0.813238,,,,0.9241159999999999,
