,frame,Nose_x,Nose_y,Nose_z,Nose_s,Neck_x,Neck_y,Neck_z,Neck_s,Rshoulder_x,Rshoulder_y,Rshoulder_z,Rshoulder_s,Relbow_x,Relbow_y,Relbow_z,Relbow_s,Rwrist_x,Rwrist_y,Rwrist_z,Rwrist_s,Lshoulder_x,Lshoulder_y,Lshoulder_z,Lshoulder_s,Lelbow_x,Lelbow_y,Lelbow_z,Lelbow_s,Lwrist_x,Lwrist_y,Lwrist_z,Lwrist_s,Rhip_x,Rhip_y,Rhip_z,Rhip_s,Rknee_x,Rknee_y,Rknee_z,Rknee_s,Rankle_x,Rankle_y,Rankle_z,Rankle_s,Lhip_x,Lhip_y,Lhip_z,Lhip_s,Lknee_x,Lknee_y,Lknee_z,Lknee_s,Lankle_x,Lankle_y,Lankle_z,Lankle_s,Reye_x,Reye_y,Reye_z,Reye_s,Leye_x,Leye_y,Leye_z,Leye_s,Rear_x,Rear_y,Rear_z,Rear_s,Lear_x,Lear_y,Lear_z,Lear_s
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000152_s_keypoints.json,,,,0.0,0.9264125000000001,0.23431400000000002,3.5180000000000002,0.0,0.925053,0.246894,3.533,0.242258,0.9511790000000001,0.0579972,2.963,0.164003,0.9982639999999999,-0.07568530000000001,2.762,0.338737,1.0515291666666666,0.21426041666666668,3.67725,0.0,0.947545,0.020351550000000003,2.9234999999999998,0.0,0.95745475,-0.08202380000000001,2.6775,0.0,1.0416593333333333,-0.23894166666666666,3.8973333333333335,0.0,0.9144675,-0.5323344999999999,3.4065000000000003,0.0,0.845758,-0.795542,3.163,0.0,1.125208,-0.26345674999999996,4.0755,0.0,0.8984574999999999,-0.530357,3.395,0.0,0.82314,-0.8028925,3.2515,0.0,,,,0.0,,,,0.0,,,,0.0,1.0206258333333333,0.46256375,4.259333333333333,0.0,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000154_s_keypoints.json,,,,0.0,0.9309700000000001,0.223215,3.515,0.240396,0.9249835625,0.2468851875,3.5328125,0.0,0.9511824375000001,0.05862929375,2.9648125,0.0,0.9991143749999999,-0.07521148750000001,2.764375,0.0,1.05904,0.211558,3.694,0.199509,0.9458613333333333,0.02031426666666667,2.918333333333333,0.127788,0.959684,-0.0820942,2.678,0.156415,0.9111386666666668,-0.20634933333333333,3.421666666666667,0.353998,0.989151,-0.591236,3.782,0.349504,0.846784,-0.80147,3.167,0.32500999999999997,1.052766,-0.2419135,3.784,0.333066,0.8446229999999999,-0.47071,3.014,0.331036,0.8409479999999999,-0.7957270000000001,3.182,0.290252,,,,0.0,,,,0.0,,,,0.0,1.02145,0.457942,4.258,0.0681153,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000155_s_keypoints.json,,,,0.0,0.9244530000000001,0.235254,3.53,0.276819,0.924914125,0.246876375,3.532625,0.0,0.9511858750000001,0.0592613875,2.966625,0.0,0.99996475,-0.074737675,2.76675,0.0,1.0463,0.234236,3.6889999999999996,0.201123,0.9441776666666667,0.020276983333333335,2.9131666666666667,0.131984,0.957399,-0.07429889999999999,2.695,0.160026,0.780618,-0.173757,2.946,0.343461,0.839567,-0.46379,3.03,0.339415,0.8409,-0.785506,3.182,0.306803,0.980324,-0.22037025,3.4925,0.303546,0.843673,-0.47113299999999997,3.0789999999999997,0.292218,0.8503930000000001,-0.793652,3.2560000000000002,0.27705,,,,0.0,,,,0.0,,,,0.0,1.0245659999999999,0.4662302,4.2602,0.0,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000156_s_keypoints.json,,,,0.0,0.9213959999999999,0.24598299999999998,3.5189999999999997,0.23429899999999998,0.9248446875,0.2468675625,3.5324375,0.0,0.9511893125,0.05989348125,2.9684375000000003,0.0,1.000815125,-0.07426386250000001,2.769125,0.0,0.982123,0.241575,3.463,0.168051,0.942494,0.020239700000000003,2.908,0.120538,0.9599200000000001,-0.0820083,2.679,0.15515199999999998,0.772626,-0.1731295,2.933,0.336012,0.977894,-0.591399,3.784,0.33133,0.839643,-0.80386,3.215,0.30485,0.907882,-0.198827,3.201,0.299528,0.8439399999999999,-0.47037299999999993,3.012,0.311679,0.844137,-0.789234,3.157,0.28520500000000004,,,,0.0,,,,0.0,,,,0.0,1.027682,0.4745184,4.2624,0.0,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000157_s_keypoints.json,,,,0.0,0.930733,0.23417600000000002,3.512,0.226598,0.92477525,0.24685875000000002,3.53225,0.0,0.9511927500000001,0.060525575,2.97025,0.0,1.0016654999999999,-0.07379005000000001,2.7715,0.0,0.958033,0.199445,3.305,0.194431,0.9437969999999999,0.00194534,2.8569999999999998,0.143758,0.9801799999999999,-0.08293939999999998,2.7119999999999997,0.185425,0.764634,-0.172502,2.92,0.402981,0.75967,-0.48259399999999997,3.088,0.412285,0.810868,-0.81562,3.302,0.348312,0.8292930000000001,-0.186579,2.862,0.371935,0.852299,-0.469763,3.008,0.377274,0.845957,-0.791096,3.1639999999999997,0.340317,,,,0.0,,,,0.0,,,,0.0,1.0307979999999999,0.4828066,4.2646,0.0,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000163_s_keypoints.json,,,,0.0,0.923491,0.246087,3.529,0.28284899999999996,0.9247058125000001,0.2468499375,3.5320625,0.0,0.9511961875000001,0.06115766875,2.9720625,0.0,1.002515875,-0.0733162375,2.773875,0.0,0.9588015000000001,0.22178900000000001,3.402,0.0,0.94363175,0.016032505000000002,2.89175,0.0,0.9639234999999999,-0.07851894999999999,2.7015000000000002,0.0,1.17496,-0.258751,4.3839999999999995,0.342312,1.00089,-0.590575,3.782,0.345889,0.850281,-0.813505,3.295,0.303695,1.1993200000000002,-0.274807,4.423,0.31871900000000003,0.846271,-0.47153999999999996,3.02,0.320364,0.851015,-0.813919,3.338,0.276672,,,,0.0,,,,0.0,,,,0.0,1.033914,0.4910948,4.2668,0.0,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000164_s_keypoints.json,,,,0.0,0.923546,0.2461475,3.5285,0.228169,0.9246363750000001,0.24684112500000002,3.531875,0.0,0.9511996250000001,0.0617897625,2.973875,0.0,1.00336625,-0.07284242500000002,2.77625,0.0,0.95957,0.244133,3.4989999999999997,0.169122,0.9434665,0.030119670000000005,2.9265,0.124849,0.947667,-0.0740985,2.6910000000000003,0.151942,0.7806350000000001,-0.173921,2.947,0.332729,0.9992040000000001,-0.589916,3.7760000000000002,0.37400700000000003,0.842045,-0.8062060000000001,3.2239999999999998,0.364125,1.2063,-0.273084,4.398,0.29375100000000004,0.8402430000000001,-0.473317,3.032,0.329013,0.842047,-0.8058649999999999,3.2239999999999998,0.315219,,,,0.0,,,,0.0,,,,0.0,1.03703,0.49938299999999997,4.269,0.059074,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000165_s_keypoints.json,,,,0.0,0.923601,0.24620799999999998,3.528,0.183855,0.9245669375000001,0.2468323125,3.5316875,0.0,0.9512030625000001,0.06242185625,2.9756875000000003,0.0,1.004216625,-0.07236861250000001,2.778625,0.0,0.9605925,0.25706850000000003,3.5229999999999997,0.15832000000000002,0.94330125,0.04420683500000001,2.96125,0.113554,0.962306,-0.0906038,2.6860000000000004,0.129241,0.762023,-0.16278800000000002,2.91,0.347308,0.9509290000000001,-0.589059,3.7710000000000004,0.328908,0.8398059999999999,-0.7944939999999999,3.178,0.295023,1.19882,-0.2695445,4.39575,0.328362,0.850187,-0.459283,3.0010000000000003,0.31048200000000004,0.853975,-0.779544,3.157,0.267098,,,,0.0,,,,0.0,,,,0.0,1.0328233333333332,0.5039386666666666,4.2700000000000005,0.0,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000166_s_keypoints.json,,,,0.0,0.9247416666666667,0.24607716666666665,3.525333333333333,0.247437,0.9244975,0.24682350000000003,3.5315,0.0,0.9512065000000001,0.06305395,2.9775,0.0,1.005067,-0.07189480000000001,2.7809999999999997,0.0,0.961615,0.270004,3.5469999999999997,0.188973,0.9431360000000001,0.058294000000000006,2.9960000000000004,0.151671,0.984725,-0.058940099999999995,2.772,0.170395,0.753155,-0.171645,2.911,0.370255,0.9602688000000001,-0.5889978,3.7708000000000004,0.414393,0.808283,-0.823357,3.292,0.361794,1.1913399999999998,-0.26600500000000005,4.3934999999999995,0.32703699999999997,0.844607,-0.47066899999999995,3.014,0.346704,0.841698,-0.805862,3.185,0.312094,,,,0.0,,,,0.0,,,,0.0,1.0286166666666667,0.5084943333333334,4.271,0.0,
C:\Users\ynishida\Documents\python\test0111\hiranokun_test\smalljpegs_json\000167_s_keypoints.json,0.9868040000000001,0.514814,4.401,0.0690053,0.9258823333333334,0.24594633333333332,3.522666666666667,0.265904,0.9244280625,0.24681468750000002,3.5313125,0.0,0.9512099375,0.06368604375,2.9793125,0.0,1.005917375,-0.0714209875,2.783375,0.0,0.959059,0.244365,3.497,0.208281,0.9470139999999999,0.0488074,2.9789999999999996,0.156521,0.9910129999999999,-0.06743980000000001,2.766,0.17438,0.752213,-0.17172300000000001,2.908,0.364442,0.9696086000000002,-0.5889366,3.7706000000000004,0.4129,0.8158340000000001,-0.820506,3.322,0.356239,1.18386,-0.2624655,4.391249999999999,0.343505,0.8536590000000001,-0.47029899999999997,3.013,0.38140599999999997,0.8562489999999999,-0.7913100000000001,3.165,0.349575,,,,0.0,,,,0.0,,,,0.0,1.02441,0.51305,4.272,0.0785029,
