time,Nosex,Nosey,Neckx,Necky,RSholderx,RSholdery,RElbowx,RElbowy,RWristx,RWristy,LSholderx,LSholdery,LElbowx,LElbowy,LWristx,LWristy,MidHipx,MidHipy,RHipx,RHipy,RKneex,RKneey,RAnklex,RAnkley,LHipx,LHipy,LKneex,LKneey,LAnklex,LAnkley,REyex,REyey,LEyex,LEyey,REarx,REary,LEarx,LEary,LBigToex,LBigToey,LSmallToex,LSmallToey,LHeelx,LHeely,RBigToex,RBigToey,RSmallToex,RSmallToey,RHeelx,RHeely
0,541.95,312.342,583.181,371.312,562.512,371.283,556.663,483.089,527.142,556.684,606.776,371.299,624.277,486.161,606.658,594.936,556.775,583.198,539.06,580.292,541.983,727.323,586.056,856.719,580.174,586.109,583.161,733.246,603.882,880.376,536.133,294.831,550.904,294.747,0,0,588.998,294.85,580.196,906.874,600.778,906.928,618.507,889.221,550.839,880.458,550.785,874.464,597.826,859.876
1,538.994,309.538,583.146,374.206,556.763,374.186,556.631,483.242,524.364,559.632,609.647,374.259,624.252,488.971,603.878,594.974,556.779,580.295,539.027,580.189,530.133,721.459,577.184,839.259,580.198,583.177,588.99,736.08,603.856,877.439,536.079,294.784,550.827,294.713,0,0,583.234,294.868,583.116,906.812,600.956,906.854,615.535,883.442,550.658,883.323,544.963,877.39,583.231,853.83
2,536.111,312.342,580.281,374.188,556.635,374.19,553.799,483.186,524.346,562.568,609.599,374.214,624.248,488.951,603.875,594.949,559.575,580.27,539.055,580.171,524.333,718.503,571.358,836.124,580.215,583.158,591.91,736.21,603.844,880.258,533.255,294.803,550.768,294.721,0,0,583.15,294.863,583.158,904.035,600.951,906.814,615.543,886.317,539.028,880.303,533.211,868.627,577.334,842.089
3,533.208,312.369,580.198,371.257,553.869,371.334,550.836,483.214,524.252,568.404,603.865,368.426,624.226,488.958,603.808,597.709,556.737,580.263,538.968,577.401,515.437,718.506,556.711,839.277,580.167,583.152,589.058,736.189,603.78,880.264,530.359,294.846,550.681,294.72,0,0,580.271,294.872,580.208,906.77,600.8,906.828,618.402,889.198,527.282,880.436,527.156,874.41,571.438,853.857
4,530.379,312.395,577.328,371.288,553.666,371.274,541.978,483.054,0,0,603.767,371.271,621.505,488.974,603.775,597.727,553.847,577.343,530.271,577.244,506.676,715.505,550.62,853.879,577.42,580.252,589.02,736.182,603.76,880.273,530.209,294.881,547.893,294.739,0,0,580.183,294.871,580.174,906.831,600.796,906.831,615.505,889.204,506.757,883.3,506.696,877.436,553.889,859.84
5,530.286,312.362,577.336,371.332,553.687,371.314,544.871,480.238,0,0,603.75,371.318,621.445,488.954,603.722,597.726,553.752,577.396,530.139,577.302,503.796,715.587,530.343,856.878,577.366,583.119,586.15,736.136,603.806,880.362,530.089,294.867,547.814,294.705,0,0,577.433,294.863,577.417,906.915,600.794,906.889,615.536,889.274,500.656,886.215,497.814,880.351,547.825,865.654
6,530.232,312.428,574.374,377.124,547.752,377.124,530.312,477.244,0,0,600.961,374.224,621.409,488.981,600.974,597.815,553.645,577.387,527.267,577.29,503.572,715.637,524.196,859.863,577.343,580.299,586.13,736.193,603.782,880.431,527.322,294.925,547.739,294.788,0,0,577.319,294.873,577.345,906.875,600.782,906.881,615.532,892.128,480.103,889.203,480.05,880.482,530.197,877.382
7,527.305,315.251,574.18,380.141,541.944,380.124,530.27,480.184,0,0,600.774,380.064,621.335,491.904,600.897,597.9,550.822,586.136,524.332,583.125,497.777,718.511,503.782,865.695,577.25,591.972,586.107,739.062,603.828,883.237,527.067,297.683,536.156,294.887,0,0,574.445,294.937,577.247,906.884,597.974,906.956,618.419,895.119,459.576,897.976,459.611,883.4,509.707,880.487
8,527.193,312.486,565.515,383.06,530.173,383.007,527.218,480.141,0,0,600.756,383.014,621.269,491.986,600.831,597.872,550.654,583.205,521.305,580.286,486.178,730.25,486.129,880.295,574.451,589.006,583.186,739.142,603.796,880.426,524.254,294.928,533.233,294.884,0,0,574.299,297.743,577.297,906.854,600.759,906.881,618.384,892.149,447.766,898.024,447.813,886.22,500.808,889.21
9,524.286,312.48,559.669,383.028,527.333,382.998,524.339,480.231,0,0,597.909,380.162,618.469,488.987,600.786,597.883,547.758,591.966,512.595,586.146,483.147,736.124,480.042,880.349,574.307,594.883,580.335,741.967,603.79,880.449,521.29,294.943,530.305,294.911,0,0,571.411,297.813,577.409,906.849,600.881,906.866,615.576,892.114,433.041,898,433.135,886.251,483.138,895.124
10,518.454,315.276,553.9,383.066,524.322,385.836,518.376,480.148,506.644,550.739,597.736,382.987,612.623,491.934,600.698,597.95,544.873,591.955,509.686,589.008,480.261,736.082,459.683,883.278,574.239,594.849,580.244,742.003,603.787,880.372,512.585,297.784,530.105,297.7,0,0,565.517,297.824,580.233,906.835,600.933,906.826,615.525,889.178,418.331,897.999,421.304,886.289,468.419,900.948
11,509.686,315.433,553.64,383.063,515.472,385.907,515.517,480.187,503.758,550.756,594.824,380.149,606.776,491.965,597.964,597.982,536.113,594.856,506.698,591.962,480.129,733.193,453.711,883.393,571.327,594.929,577.4,742.002,603.772,880.343,506.756,300.687,527.195,297.809,0,0,556.744,300.632,580.234,906.856,600.936,906.839,615.54,886.352,409.555,892.122,412.435,883.458,456.719,903.927
12,506.797,318.373,550.651,385.936,506.675,386.019,509.587,483.071,488.975,565.505,586.129,385.841,603.86,494.868,597.861,600.707,533.124,597.774,503.794,594.941,477.158,733.188,438.926,886.209,568.416,597.842,577.268,742.003,603.736,877.484,503.836,309.464,524.368,309.419,0,0,553.883,303.637,580.186,906.886,600.898,906.846,615.516,886.23,400.741,886.373,403.641,883.386,441.906,906.835
13,506.536,318.39,544.879,385.956,503.771,386.021,500.71,489.068,474.226,583.144,580.243,385.85,600.965,494.878,597.804,600.764,530.213,597.813,503.567,594.973,468.446,736.22,433.078,883.37,562.594,597.873,574.469,742.12,603.729,880.246,503.609,309.503,518.381,309.473,0,0,550.913,306.6,577.427,906.903,600.843,906.851,615.548,886.229,415.503,903.914,409.425,898.049,433.179,903.881
14,500.785,321.213,533.225,386.07,500.668,386.114,497.857,497.814,477.198,583.221,574.456,385.95,598.011,497.79,597.727,600.93,530.065,597.906,500.676,597.862,462.526,738.982,424.268,883.379,556.784,597.936,574.36,744.983,600.992,877.472,491.992,312.413,506.827,312.374,0,0,550.625,309.442,580.193,906.881,600.886,906.822,615.51,883.467,427.193,912.786,409.459,906.839,421.359,895.14
15,491.908,321.337,530.066,388.933,488.975,391.852,486.07,500.702,459.685,589.022,571.348,385.996,597.793,500.717,594.894,600.862,524.344,600.919,486.166,600.89,459.487,739.132,415.536,886.257,553.726,603.765,574.209,745.029,600.927,877.376,483.277,312.49,503.824,312.474,0,0,539.054,312.436,580.177,906.876,600.888,906.795,612.618,883.358,421.366,924.5,406.537,912.795,415.44,898.013
16,483.185,321.306,521.309,388.972,480.005,389.093,477.132,503.752,453.68,592.008,559.653,386.092,594.885,500.771,589.089,600.913,515.447,600.767,480.287,600.772,456.477,742.215,412.656,898.002,550.8,600.784,571.279,742.218,600.905,877.399,480.175,315.223,500.793,315.199,0,0,530.332,315.254,580.185,906.878,600.874,906.785,612.618,883.402,418.349,927.542,403.6,924.519,415.427,906.817
17,480.163,327.113,509.566,389.024,462.528,391.882,459.683,503.81,436.078,594.971,556.655,386.112,583.227,503.566,580.301,600.889,506.624,600.925,474.28,600.888,453.6,742.187,412.589,900.968,544.874,603.719,562.524,742.181,600.822,877.327,471.309,315.325,491.91,315.29,0,0,527.198,315.209,580.159,906.904,600.857,906.791,609.641,883.289,415.467,930.555,397.76,930.295,415.371,906.954
