NeckX,NeckY,NeckZ,RSholderX,RSholderY,RSholderZ,LSholderX,LSholderY,LSholderZ,RElbowX,RElbowY,RElbowZ,LElbowX,LElbowY,LElbowZ,RWristX,RWristY,RWristZ,LWristX,LWristY,LWristZ,MidHipX,MidHipY,MidHipZ,RHipX,RHipY,RHipZ,LHipX,LHipY,LHipZ,RKneeX,RKneeY,RKneeZ,LKneeX,LKneeY,LKneeZ,RAnkleX,RAnkleY,RAnkleZ,LAnkleX,LAnkleY,LAnkleZ
-0.08107208794383007,-0.030163653796182435,0.996251710435717,-0.06599006870911321,-1.0266081094735222,0.9133603390772121,-0.4387552709008625,0.902378367993879,0.9469757708157511,-0.14251641433682344,-1.4272542231371672,0.0003288992948320413,-0.3300205756441889,1.2881216031954978,0.030799520008283898,-0.11804466788252227,-1.7091850634541959,-0.9587936866677811,-0.2304805891508354,1.6983703015160347,-0.8757256018803531,0.0,0.0,0.0,-0.2110899980049412,-0.9741542962292715,-0.08040161615494297,-0.33442792094553214,0.938610629468749,-0.08466434869724011,-0.32182546824394226,-1.025686094880356,-1.0729146535296323,-0.45938030100550764,0.8694892186243554,-1.0744164051640241,-0.5749327193254273,-1.0328859319784347,-2.040326087096414,-0.7239375177996282,0.9153974016142373,-2.0376930620890823
-0.0670571784958738,-0.006243841758867069,0.9977295972618346,-0.2039280647990337,-0.995645738975254,0.9492502587019744,-0.4655168172643909,0.910778248716406,1.0150617019471593,-0.07785542305546869,-1.3549452943838105,0.0245830112626525,-0.36275622815351205,1.3334549472080055,0.11462587976002137,-0.019686436565344384,-1.6272705048543834,-0.9358623795602042,-0.31409828168832177,1.7759062758332418,-0.7808456306988844,0.0,0.0,0.0,0.010411254886932415,-0.9998977139922657,-0.009806494007572221,0.26859264077434086,0.9580261939712804,0.1002187855981534,-0.16113671022193202,-1.0149338104659493,-0.9948675131682342,0.040648133363927835,0.980759015606427,-0.8731899262808438,-0.419654435574899,-1.023727390460827,-1.9608340025606985,-0.1861660535278501,1.0489125548622529,-1.8447404497800215
-0.13086683764465437,0.028819747467770586,0.9909809750750926,-0.32599925139812425,-0.9519477431813993,0.9952786940602043,-0.5088272072050746,0.953078149623338,0.9372002621141455,-0.16162551955269858,-1.2652538155220967,0.0599602556053358,-0.3822240169701322,1.3367774169209101,0.022461772436553895,-0.10992239854556568,-1.4926413808170511,-0.9124705555207591,-0.4840219206472909,1.8167015222472016,-0.8489222071807527,0.0,0.0,0.0,-0.31055419216929997,-0.943980361322094,-0.11161169815159262,0.0004742413754983972,0.9998585650910234,0.016811451729029217,-0.4386861010499865,-0.9037003701720219,-1.1025505137398919,-0.21343514901863414,1.0189039169160956,-0.9598563767956283,-0.6926331175443492,-0.9318881674744091,-2.0693578166171775,-0.5747455434209938,1.1094006470942996,-1.8879000938283252
-0.18717754435788256,0.00978953838433874,0.982277319205923,-0.1876852964860851,-0.9899441118365365,0.9592041572244998,-0.5679228275098587,0.9344035692666752,0.9933192055048923,-0.12350887783812176,-1.3412868087239835,0.025159352820890435,-0.4201662908132866,1.3004668529449317,0.07453431326616655,-0.10345384813912165,-1.5686848952264172,-0.9484359974344422,-0.3394837486246009,1.7555498186656529,-0.8122519189774356,0.0,0.0,0.0,-0.4785464407311887,-0.8772105787277351,-0.038663996581610606,-0.3296424268330913,0.9404088176962265,-0.08346931191028088,-0.6406432536926725,-0.8848335785147757,-1.0254094111146483,-0.5616931191446978,0.9424575688716859,-1.0561708482595997,-0.8928639511700135,-0.9042768962607372,-1.9928837917362094,-0.7384632478061444,0.9421324898274699,-2.0404229582073663
-0.04969254555619274,-0.037105316071097044,0.9980750705409938,-0.2730499622563005,-1.0096991260125954,1.0626718604653804,-0.44052216849312764,0.8817008780553087,0.9428719594880567,-0.07900345808306944,-1.326547901570329,0.13425772461558982,-0.33417745722713377,1.2659104112171056,0.025771181485253813,0.03776153789948351,-1.5889292775290915,-0.8236159357714056,-0.18946565005978086,1.6732484572909871,-0.8759683646626741,0.0,0.0,0.0,-0.17666176417550716,-0.9833979943699727,0.041460894195770405,0.19857120962283933,0.9775459809534071,0.07052183938868546,-0.24775601666136066,-0.9216941613140329,-0.954098367852292,-0.015263035735714997,0.9538453805063802,-0.9060605672982198,-0.5138319396368007,-0.9937037077473304,-1.9153570367001929,-0.19805337973638965,0.9559482903341612,-1.8892102343939126
-0.1358497192579332,0.0046655993544818045,0.9907184695766018,-0.09071410187917991,-0.9927998690313894,1.0457222460068938,-0.23495603564402917,0.999736009296026,0.9942985968294105,0.015874276665633125,-1.3498302238803885,0.11773073566017445,-0.21257732885339517,1.3541782194318466,0.05948850212759693,-0.003314061332014083,-1.5670614056653087,-0.8582008302527306,-0.1549457319839581,1.828181766287066,-0.8191463689143794,0.0,0.0,0.0,-0.054164838842037884,-0.9981162099891951,-0.02881321901525437,0.03300034269376342,0.9942089805933464,-0.10227160060169657,-0.17209287830243183,-0.9611133068431692,-1.0211457049632826,-0.19843674274068862,0.9748853788372325,-1.0749295435090567,-0.4714070494586847,-1.0266213412387162,-1.9730489166264626,-0.36880848532225047,1.0000443097165532,-2.0599881699505147
-0.08823990921219865,-0.0023004799475802896,0.9960965948211216,-0.22661475960354288,-0.9926145162248908,1.007520706660333,-0.27604517200857576,0.9759052492813047,0.9075373797739639,-0.11284053760990435,-1.3351094747822683,0.07491541513957256,-0.264211476527096,1.3820431781495306,-0.006197782286619047,-0.07915022110563541,-1.6026329932396453,-0.8880467490423997,-0.20408837951155884,1.8370126684390475,-0.8946728669743989,0.0,0.0,0.0,-0.17748981813949877,-0.9811609036652168,-0.07629315549682542,0.07410607618593976,0.996507775968578,0.038477810572876185,-0.2959943051976897,-1.001875443648774,-1.0690305801869318,-0.13470488275991988,0.9832395174229216,-0.9393882010766116,-0.5250830008005591,-0.9816705778065761,-2.0422264150235154,-0.3180136155068362,0.9926841966669566,-1.922398224694223
-0.10163698745324412,-0.02618659818011061,0.9944768397791788,0.028690083942286476,-1.0176561773695525,0.9961879807364092,-0.10565197844042899,0.9735209002098227,1.01832631588064,0.08762188686618749,-1.3453225718246933,0.05323422972371683,-0.1568144102330365,1.3875479225089091,0.10950068333101903,0.09753973765092838,-1.5671233107040847,-0.9218073429635033,-0.002794772848553062,1.7900512118322318,-0.7928678962327077,0.0,0.0,0.0,-0.04451857464975257,-0.9987169115524701,-0.024137669528143838,-0.16142817971719578,0.9864468169886406,-0.029387413056817652,-0.1333013350571367,-1.062408716660772,-1.018150232535519,-0.26925487141935156,0.9051487470152025,-1.0202274750119054,-0.3732965704570231,-1.0486680963184403,-1.988827049162949,-0.5447344261422115,0.956583306229479,-1.980157420918443
-0.14822539015236186,0.00562455831410481,0.988937610801587,0.010044981854227975,-0.9817288275937563,0.9980907895487761,-0.12831501565328346,1.0050050485047675,1.01795851384711,0.11942236344807562,-1.2562690606224534,0.04275616291566664,-0.17882612643750034,1.4551521819179478,0.12643387259077254,0.16202416812432405,-1.5267839521090312,-0.91901656477125,-0.14136021069745702,1.8908465423906144,-0.7728807160877799,0.0,0.0,0.0,-0.1279718209446777,-0.9903933148427579,-0.052386018734744244,0.2293139631142436,0.971827876903185,-0.05445809393182242,-0.3103950688121153,-1.059553011030605,-1.0331707530473762,-0.00861804994750251,0.9764838636522608,-1.0257287456802304,-0.5043869820405158,-1.0120254039571057,-2.0130218969298803,-0.28695063079809424,1.0230130628819045,-1.9850858262587276
-0.16134944563555756,0.035014768018848605,0.9862759869396012,-0.12142756264095536,-0.9632415181133503,1.0297573675031773,-0.3218969796894026,1.0195742239432783,1.0560410717529967,-0.08162049187170878,-1.3123049624114422,0.0935041384184786,-0.30608574608998057,1.4491719275764754,0.15315912048519764,0.13685670986281018,-1.5387727094433616,-0.8556955623171152,-0.19322177080265132,1.9016401220027188,-0.7314505426515988,0.0,0.0,0.0,-0.45868857981666306,-0.8751062586926346,-0.1542524643004211,-0.07050348781443896,0.9975028289527296,-0.004167065790329087,-0.6315453163118989,-0.9551574361221357,-1.1359409880391715,-0.300338405421017,1.024529264360738,-0.9770213624030923,-0.8286203153490379,-0.9179301122904655,-2.1156223500721767,-0.5633153307956946,1.070321043390662,-1.9407361800196712
