Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
0.14,2.314986404,396.0584758,1.24E-14,-206.2826235,417.9560638,-88.92287455,156.6035859,439.3920585,-59.75322015,-260.6697751,68.23692925,-55.95376154,-294.5206124,-43.10289125,144.0704192,248.8698552,86.22220806,-50.49006091,290.5333433,-1.201845181,136.9749377,-175.7133673,-1.027055552,1.05E-15,175.7133673,1.027055552,-1.05E-15,-26.61652722,-489.600079,131.7583497,-62.34925786,-872.0091071,83.07724142,48.16551441,-469.9465315,156.2463597,125.6096742,-847.0754792,129.4907791,-17.43724665,702.5299379,-101.2238772,0,0,0
0.144,2.270081006,395.966843,-1.39E-16,-206.2575249,417.9082456,-88.90205018,156.4870849,439.3000779,-59.764329,-261.3203572,68.37794605,-54.77303531,-294.4665289,-42.10060966,145.796724,249.0935001,86.36070574,-50.49481937,290.7522969,-0.412927948,137.4281663,-175.6486332,-1.006994987,2.02E-15,175.6486332,1.006994987,-2.02E-15,-26.17410974,-489.6213568,132.136896,-61.41515359,-871.9790712,84.16440797,48.52906097,-469.831316,156.8806758,126.4037845,-846.9453503,130.6566939,-17.59220058,702.2864209,-101.9863636,0,0,0
0.148,2.240428348,395.9033037,-4.66E-15,-206.230535,417.8769361,-88.88232996,156.383616,439.2338716,-59.76917603,-261.9386751,68.52976193,-53.61840171,-294.3770333,-41.04760353,147.5266511,249.3907833,86.52868954,-50.51029785,290.9822948,0.486659185,137.9530333,-175.5926312,-0.993683824,2.00E-15,175.5926312,0.993683824,-2.00E-15,-25.70423051,-489.6127297,132.5126421,-60.45531402,-871.9311763,85.30077785,48.89022106,-469.6834446,157.5275271,127.2166533,-846.7775072,131.8765853,-17.7379304,702.0578176,-102.7774965,0,0,0
0.152,2.237642749,395.8679921,-1.02E-15,-206.1943319,417.8725924,-88.85109085,156.30974,439.201119,-59.76728186,-262.5407697,68.70712854,-52.47060167,-294.2625014,-39.94770926,149.2722374,249.760307,86.73307524,-50.52896122,291.2275755,1.508583392,138.5483531,-175.5501014,-0.992296471,1.61E-17,175.5501014,0.992296471,-1.61E-17,-25.21170975,-489.5449625,132.8935634,-59.49919356,-871.8550305,86.49005431,49.23888784,-469.5040671,158.1908892,128.029177,-846.5601001,133.1503871,-17.85290935,701.8584998,-103.5862114,0,0,0
0.156,2.271597882,395.8604505,9.20E-16,-206.1386098,417.9029237,-88.79988123,156.2780466,439.2087711,-59.7560152,-263.1304535,68.91615862,-51.31129367,-294.1313948,-38.80152717,151.0498136,250.1954421,86.9791586,-50.53131854,291.4891578,2.65886806,139.2192159,-175.5238733,-1.007222768,2.75E-16,175.5238733,1.007222768,-2.75E-16,-24.70517771,-489.4024671,133.2858236,-58.57319706,-871.7420128,87.7351233,49.56886645,-469.2953334,158.8754919,128.8237507,-846.2838536,134.4804725,-17.91773021,701.6957683,-104.4038984,0,0,0
0.16,2.348211488,395.8790037,1.17E-14,-206.0539263,417.9710332,-88.72899096,156.2965391,439.2607574,-59.73109104,-263.705403,69.16150476,-50.13349601,-293.992333,-37.60980827,152.8697097,250.6864911,87.26737715,-50.48751423,291.7648,3.936985927,139.9749835,-175.5144477,-1.04108841,6.28E-16,175.5144477,1.04108841,-6.28E-16,-24.19850565,-489.1823513,133.6914068,-57.69814233,-871.5877565,89.03321319,49.87629353,-469.060799,159.5811468,129.5853094,-845.9447756,135.8668978,-17.91859969,701.5703833,-105.223724,0,0,0
0.164,2.465782567,395.920111,-9.65E-15,-205.9380554,418.0754305,-88.65007447,156.3663091,439.3554679,-59.68900334,-264.2628252,69.44853006,-48.94468581,-293.8576463,-36.37600719,154.7275299,251.2224715,87.59175153,-50.36346718,292.046317,5.339138529,140.8261108,-175.5195042,-1.093131977,-2.85E-15,175.5195042,1.093131977,2.85E-15,-23.70924486,-488.890031,134.1052422,-56.88662359,-871.3931947,90.37044574,50.15759151,-468.80523,160.2994571,130.3033062,-845.5462915,137.3019527,-17.85083218,701.4803932,-106.0396442,0,0,0
0.168,2.617496802,395.9812565,2.18E-15,-205.7925241,418.2115922,-88.58301834,156.4850362,439.4869482,-59.63112546,-264.8015616,69.7824525,-47.75960946,-293.7459362,-35.1053936,156.6065545,251.793505,87.94179759,-50.13182413,292.3204483,6.862405632,141.7832777,-175.5355684,-1.160317013,5.31E-16,175.5355684,1.160317013,-5.31E-16,-23.25491342,-488.5305756,134.5195321,-56.14656698,-871.162193,91.72819989,50.40679012,-468.5313527,161.0189105,130.9687192,-845.0962794,138.7755516,-17.71515495,701.4227301,-106.849975,0,0,0
0.172,2.79566005,396.0645767,-2.77E-15,-205.6170934,418.3754695,-88.54916449,156.6528867,439.6482055,-59.56266286,-265.325092,70.16859861,-46.59473518,-293.6786206,-33.80178192,158.4860777,252.3911333,88.30767362,-49.77981608,292.5738479,8.504336052,142.8573458,-175.559902,-1.239206517,6.91E-16,175.559902,1.239206517,-6.91E-16,-22.85012168,-488.1061791,134.9313056,-55.48513148,-870.8984516,93.09618022,50.61389437,-468.2370422,161.7339171,131.5716758,-844.602487,140.2856308,-17.51198885,701.3941212,-107.6597048,0,0,0
0.176,2.996684852,396.1769888,-1.83E-15,-205.4049634,418.5637373,-88.56584382,156.8748363,439.8332742,-59.48922498,-265.832888,70.60561566,-45.46264467,-293.6734148,-32.4666055,160.3480964,253.0080937,88.68265059,-49.31040376,292.7989745,10.26080414,144.0549503,-175.5906729,-1.328168784,-2.15E-15,175.5906729,1.328168784,2.15E-15,-22.50646176,-487.6258171,135.3422827,-54.91201879,-870.604988,94.47555051,50.7652042,-467.9157957,162.4470638,132.0992119,-844.0702108,141.839024,-17.23615445,701.3893275,-108.4791085,0,0,0
0.18,3.220375009,396.3248545,1.63E-15,-205.1458861,418.7724398,-88.64445488,157.1542192,440.0377971,-59.4143362,-266.3083896,71.07681727,-44.36701519,-293.7405179,-31.1002623,162.1792392,253.6379849,89.06280156,-48.73505376,292.9936969,12.12410097,145.3741071,-175.6251931,-1.427059081,3.67E-16,175.6251931,1.427059081,-3.67E-16,-22.23375873,-487.1166143,135.7517015,-54.43531098,-870.2858692,95.87032807,50.84839107,-467.5598721,163.1645075,132.5394608,-843.5040459,143.4414468,-16.88098026,701.4040544,-109.3181535,0,0,0
