Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
1.6880000000000002,18.361875019290473,327.48329260324726,9.596965762918489e-16,-177.54503163666783,384.04402482185844,-134.9149804950136,141.59508319209033,393.5724140907215,-116.88458960536647,-361.38784256065736,132.1049685818029,-174.08009173275408,-561.7098132214257,2.827927388895307,-106.8376610872776,386.92627425288845,169.02771775702263,-45.90994584354382,535.5403762032898,83.45821238372012,128.8978464078929,-169.1769161678953,1.687832249311465e-16,-1.127288540329045e-15,169.1769161678953,-1.687832249311465e-16,1.127288540329045e-15,-56.953267613071915,23.032284011209935,438.23620469880973,-119.310145747784,-70.58858026787462,811.8124512276248,22.222426849747254,-29.00414236333236,457.35800717650636,47.464329256607265,-174.71423116322887,807.8314607089989,-3.703153937318689,612.167946900525,8.591980042717415,0.0,0.0,0.0
1.692,18.799360220199546,327.55770763106807,4.4371514701398016e-16,-176.3354564590844,384.8208496881195,-135.41559049927403,142.84406847984778,393.31718383582773,-116.18616562189885,-361.11901221248047,133.60128628360425,-174.68391378011597,-561.8377853050937,4.504864152418547,-107.39552873623673,386.7041938787861,167.27090460053284,-44.65781854209428,534.200923264423,80.87903808811087,130.80743900960283,-169.19595169364956,7.251336799591142e-17,7.841988734454561e-16,169.19595169364956,-7.251336799591142e-17,-7.841988734454561e-16,-58.527702155042014,25.22505522183807,437.220987012698,-122.22614776970453,-66.51597740291753,811.0570361250706,20.368334869039593,-26.915612937256718,456.8253305585887,44.871323164506016,-169.6364254796472,808.5014567032234,-2.311794805844522,612.3429451316296,8.4125117038177,0.0,0.0,0.0
1.696,19.22071844984334,327.6241987113123,1.5253496460784623e-16,-175.15790100879644,385.58556441862834,-135.78447063558542,144.09276610138545,393.0468762838255,-115.51961080149884,-360.88777487316594,135.0168111334695,-175.15066452524323,-562.0406659844696,6.245600768488594,-107.72908614960471,386.4735993714411,165.49492439273737,-43.504106105801476,532.9116952550362,78.30425959634186,132.53638076795426,-169.22575808228237,-8.886564981298082e-17,-7.133293661312583e-16,169.22575808228237,8.886564981298082e-17,7.133293661312583e-16,-59.932165277492146,27.46227609248983,436.3045551062586,-124.85949298586694,-62.40205502416513,810.404921603729,18.683187926583877,-24.775153236746,456.34705069032367,42.51155311639024,-164.43828089729286,809.2022110920669,-0.9114860315726924,612.5251534147783,8.195787553014343,0.0,0.0,0.0
1.7,19.603608483934558,327.674696820015,1.6872211978615618e-15,-174.04991474795455,386.3123640087016,-136.02755486288618,145.30202196242288,392.75851725480203,-114.89580524354176,-360.71746388473775,136.30242543561593,-175.46829849963765,-562.3173215460189,7.989610464243612,-107.82354706699567,386.2305310431324,163.73323677478695,-42.46304053736283,531.6728481876305,75.77276087814106,134.07724033465948,-169.26608128445508,8.951007906731593e-17,1.0250959374296498e-16,169.26608128445508,-8.951007906731593e-17,-1.0250959374296498e-16,-61.1489453368491,29.730424386727616,435.4872134302343,-127.18462515553803,-58.25849325134102,809.8593470575552,17.212132345019675,-22.52731298944076,455.9259479347613,40.42589179236181,-159.11521224707553,809.9293775917603,0.4517842292906746,612.7053169552274,7.94330547487324,0.0,0.0,0.0
1.704,19.926483921559434,327.70256483646,1.0644209238632915e-15,-173.0530797515899,386.9769848305577,-136.15379482363468,146.42982505316095,392.45409878614976,-114.32581015944396,-360.6323480775458,137.41704240204987,-175.62908193732997,-562.6682289475291,9.673016122491942,-107.66683786231782,385.9718217504402,162.0181726383127,-41.5523572588809,530.4849469465638,73.32523836279425,135.41596673381602,-169.31713821018332,-1.6131158397463097e-16,-1.7172456647412829e-15,169.31713821018332,1.6131158397463097e-16,1.7172456647412829e-15,-62.16196274475131,32.01266226279596,434.7643135817293,-129.17334885124203,-54.10516323987187,809.418250692308,15.988548119393856,-20.14259416442064,455.56068165645837,38.657451672873336,-153.67056186666662,810.6714152242675,1.7273699129122448,612.8728738811024,7.654484048604681,0.0,0.0,0.0
1.7080000000000002,20.169561970246175,327.7043165649023,3.58242690963127e-15,-172.2084530602102,387.5580442232028,-136.17257628072034,147.433569769474,392.13906572478805,-113.8212786667479,-360.65218071179146,138.32828942603365,-175.62551973106235,-563.0951474499084,11.234282077597555,-107.24677419551561,385.6927335089236,160.38343731306702,-40.79198083553802,529.3487558582182,71.00537475411099,136.53305059968858,-169.3807215263536,-1.2678753042517363e-17,-8.289586378887505e-17,169.3807215263536,1.2678753042517363e-17,8.289586378887505e-17,-62.95743638317595,34.29257686287123,434.13027173237475,-130.79225916404098,-49.96449047376868,809.0771680531409,15.035454414319874,-17.610605734835424,455.2447473741403,37.25019346057558,-148.11185044263513,811.4137786750786,2.86273121180061,613.0207235994418,7.32761593941007,0.0,0.0,0.0
1.712,20.316568613024724,327.6810438656901,6.833548091510435e-15,-171.55109300023497,388.0399350982138,-136.09139843404972,148.27362276223562,391.82244960750353,-113.39234872336702,-360.78975329015253,139.0142631475178,-175.44792127753306,-563.5979487394646,12.619702738487364,-106.55260349801613,385.38666574772975,158.86235950715061,-40.1981072623992,528.26508024812,68.85389645805296,137.41092956427985,-169.45936479005192,-2.6545396072907085e-17,-1.0327706306526746e-16,169.45936479005192,2.6545396072907085e-17,1.0327706306526746e-16,-63.52728221031077,36.556195885915194,433.5798041445466,-132.00976593353977,-45.85553982219319,808.8330322198692,14.364135374065025,-14.933771108576094,454.96931977938965,36.24126415347072,-142.44732831044269,812.1442873894052,3.807180431145458,613.1454218110562,6.964478572620768,0.0,0.0,0.0
1.716,20.36013046522883,327.6359571468909,9.218675580470134e-15,-171.10091923448616,388.4108717057305,-135.91802861634625,148.92072753108587,391.5109886541747,-113.04740389028512,-361.049849883877,139.46639973015812,-175.0874631645216,-564.1707529637112,13.790999052669141,-105.58138693101724,385.04814931879037,157.47847150751352,-39.77768048782192,527.2359879212086,66.89838778976657,138.04423489821485,-169.55362944980644,-9.357186578284236e-17,2.173247467681405e-15,169.55362944980644,9.357186578284236e-17,-2.173247467681405e-15,-63.871709774085204,38.791809991538166,433.1082530320471,-132.80945253531007,-41.791005207183126,808.6860398267468,13.970924058782698,-12.12154322481888,454.7271738000367,35.64890500495877,-136.68387963921225,812.8573008487411,4.520346181129771,613.2446993440476,6.569872786371398,0.0,0.0,0.0
1.72,20.30575501949739,327.5730145506051,2.8271563798277726e-15,-170.8577377137668,388.6650183759688,-135.6602720986177,149.36268964815065,391.207157105949,-112.78898277297196,-361.42853083193535,139.69355334325485,-174.5399282048017,-564.8002032517605,14.730180113926965,-104.34119801629737,384.6747456539609,156.23879692858242,-39.52745181167316,526.2652120605545,65.14863634959157,138.444582366841,-169.66060789517363,1.4561112172167597e-16,-2.5304322895734755e-15,169.66060789517363,-1.4561112172167597e-16,2.5304322895734755e-15,-63.999972564820325,40.9897743701333,432.71248488019694,-133.19766982297995,-37.778107733068644,808.6377301418199,13.839931931926056,-9.190562415400898,454.5141172282636,35.46633324230813,-130.83022151005162,813.551101089674,4.982251688982934,613.3155957073226,6.150647667872234,0.0,0.0,0.0
1.724,20.167808307491455,327.4967099588053,-2.695448778778947e-16,-170.80579370393434,388.8040045683189,-135.32591209138386,149.60291376285963,390.9110775626513,-112.61668497962376,-361.9183067011356,139.71779692630454,-173.80441743588503,-565.4699772436579,15.438216709473421,-102.84654214393663,384.26605877555505,155.13781556762504,-39.44007079875911,525.3586062450271,63.60063136854329,138.63142300996438,-169.77391337703992,1.173794945293041e-16,-1.0449925626139596e-15,169.77391337703992,-1.173794945293041e-16,1.0449925626139596e-15,-63.92398767961605,43.14349629214954,432.39041491342664,-133.194060556311,-33.82003774641528,808.687833632684,13.95126069415074,-6.1610785152815,454.3256765770282,35.673356320521506,-124.89569923848035,814.222342607132,5.194946153472637,613.3561634404251,5.711265678687738,0.0,0.0,0.0
