Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0.508,144.82648,16.34561,365.49667,99.84332,-184.73489,426.34873,91.81512,149.38394,436.25864,196.67718,-283.06937,118.18405,416.32599,-207.0773,68.79288,185.67218,287.16421,133.60849,393.30682,215.42416,173.33017,23.46991,-173.7897,-4.37717,-23.46991,173.7897,4.37717,131.34674,-28.1937,-478.34946,9.97803,-59.22067,-845.10564,122.0697,44.60489,-471.3154,-3.37518,105.32669,-831.54209,111.01294,-11.038,687.32041,0,0,0
0.512,145.913395,16.458105,364.860445,100.955625,-184.151945,426.007905,93.331605,149.207065,435.833955,199.631285,-282.605065,118.994715,419.115905,-205.135835,71.393585,190.579285,286.457855,134.904505,396.353945,212.989535,175.722135,23.308415,-173.770355,-4.466335,-23.308415,173.770355,4.466335,134.797795,-28.486785,-477.056645,12.257445,-59.387115,-843.452455,124.065555,44.785255,-470.492245,-1.435485,105.466585,-830.468755,112.498595,-10.862825,686.610325,0,0,0
0.516,147.03357,16.58353,364.24701,102.09662,-183.54379,425.66729,94.85871,149.05789,435.42169,202.61383,-282.08676,119.81012,421.90705,-203.17477,74.0119,195.2757,285.74356,136.117,399.38495,210.55966,178.11505,23.16327,-173.74863,-4.5661,-23.16327,173.74863,4.5661,138.23139,-28.72672,-475.70328,14.55011,-59.52774,-841.72765,126.17731,45.009,-469.58554,0.64618,105.50253,-829.23455,114.01483,-10.6564,685.91021,0,0,0
0.52,148.18708,16.71225,363.6471,103.27906,-182.91928,425.32703,96.4046,148.92746,435.02429,205.63013,-281.52963,120.63745,424.7107,-201.20187,76.64825,199.57007,285.09781,137.16321,402.40308,208.12869,180.50598,23.04132,-173.73215,-4.67627,-23.04132,173.73215,4.67627,141.64356,-28.9241,-474.27841,16.85779,-59.65512,-839.92857,128.43915,45.2739,-468.56796,2.87372,105.42044,-827.83514,115.56513,-10.42801,685.21997,0,0,0
0.524,149.38028,16.83301,363.05436,104.51309,-182.28998,424.98673,97.9772,148.80353,434.64103,208.68692,-280.96405,121.48404,427.53787,-199.2254,79.30619,203.40616,284.56854,138.01676,405.41263,205.68878,182.88858,22.95065,-173.7298,-4.79776,-22.95065,173.7298,4.79776,145.02475,-29.09613,-472.78051,19.18552,-59.78491,-838.05249,130.8909,45.57367,-467.41027,5.24704,105.21246,-826.27245,117.15457,-10.19031,684.5369,0,0,0
0.528,150.621275,16.930935,362.460515,105.808475,-181.670685,424.644595,99.582635,148.671785,434.266785,211.789425,-280.431915,122.355775,430.398195,-197.255035,81.989685,206.869325,284.164335,138.711125,408.419065,203.229335,185.254705,22.899535,-173.751005,-4.931945,-22.899535,173.751005,4.931945,148.366945,-29.263275,-471.213375,21.541805,-59.935275,-836.097625,133.569945,45.895535,-466.089045,7.762575,104.877045,-824.556125,118.791135,-9.959995,683.858335,0,0,0
0.532,151.91458,16.990445,361.855595,107.1752,-181.077795,424.300905,101.22769,148.518035,433.896975,214.94333,-279.969885,123.253295,433.29928,-195.303255,84.700685,210.10348,283.857695,139.308235,411.42721,200.738185,187.596435,22.89548,-173.805205,-5.079835,-22.89548,173.805205,5.079835,151.67135,-29.444975,-469.578675,23.93619,-60.125335,-834.063095,136.50485,46.221585,-464.588465,10.41232,104.418545,-822.702125,120.4852,-9.756625,683.183105,0,0,0
0.536,153.258695,17.00046,361.229765,108.621365,-180.52567,423.958035,102.921115,148.33359,433.531155,218.158105,-279.5939,124.171055,436.244295,-193.38126,87.438015,213.257295,283.58963,139.878205,414.441315,198.20688,189.907135,22.944305,-173.89969,-5.241055,-22.944305,173.89969,5.241055,154.947845,-29.65341,-467.872375,26.376065,-60.37033,-831.948545,139.712005,46.53677,-462.898315,13.182585,103.84964,-820.728475,122.246185,-9.59726,682.511745,0,0,0
0.54,154.643165,16.9584,360.575565,110.147555,-180.02091,423.619995,104.667335,148.11935,433.172365,221.442535,-279.29666,125.101685,439.229705,-191.49283,90.200195,216.464205,283.28457,140.489745,417.461885,195.63382,192.183715,23.046845,-174.03482,-5.412595,-23.046845,174.03482,5.412595,158.207005,-29.88944,-466.085635,28.862525,-60.67679,-829.753985,143.190585,46.83578,-461.012785,16.051425,103.19504,-818.650905,124.076455,-9.48898,681.844605,0,0,0
0.544,156.048155,16.874235,359.88952,111.742375,-179.557345,423.29101,106.457645,147.888095,432.82483,224.794125,-279.056615,126.04236,442.244445,-189.628995,92.98913,219.822145,282.875515,141.19934,420.483215,193.028595,194.42724,23.195865,-174.199675,-5.58856,-23.195865,174.199675,5.58856,161.452945,-30.138215,-464.20728,31.387515,-61.036835,-827.47888,146.917415,47.128325,-458.93244,18.985715,102.495395,-816.48013,125.966125,-9.423675,681.18347,0,0,0
0.548,157.455355,16.770025,359.176515,113.387295,-179.117795,422.975465,108.272675,147.658935,432.491215,228.199005,-278.847655,126.997685,445.270845,-187.771725,95.805915,223.385895,282.319825,142.040165,423.494475,190.410895,196.639285,23.377655,-174.375365,-5.760985,-23.377655,174.375365,5.760985,164.683015,-30.373715,-462.227475,33.937715,-61.430475,-825.121965,150.848115,47.435975,-456.668145,21.946495,101.801275,-814.222535,127.896145,-9.381035,680.531255,0,0,0
0.552,158.8613,16.670225,358.44864,115.06576,-178.685915,422.6774,110.09457,147.445435,432.1724,231.63968,-278.649775,127.97428,448.2894,-185.907835,98.64639,227.16598,281.606085,143.01663,426.48508,187.799995,198.81973,23.57852,-174.545655,-5.92221,-23.57852,174.545655,5.92221,167.89407,-30.572265,-460.14099,36.50217,-61.837765,-822.68144,154.92685,47.779785,-454.24335,24.90097,101.154425,-811.88222,129.84726,-9.341735,679.89115,0,0,0
0.556,160.27649,16.595765,357.72171,116.76673,-178.252445,422.39896,111.91608,147.250245,431.86673,235.10047,-278.454225,128.97684,451.28394,-184.034795,101.49906,231.12622,280.761355,144.11038,429.44861,185.206605,200.96793,23.78845,-174.704345,-6.06711,-23.78845,174.704345,6.06711,171.08545,-30.721375,-457.94937,39.07532,-62.245725,-820.157,159.09644,48.171565,-451.69165,27.82825,100.577265,-809.46398,131.80616,-9.294375,679.2637,0,0,0
0.56,161.716065,16.563045,357.01245,118.482055,-177.813295,422.14013,113.737185,147.067385,431.57141,238.567015,-278.263485,130.00708,454.244385,-182.156555,104.35278,235.193725,279.844845,145.29077,432.379635,182.632755,203.08288,24.000245,-174.851375,-6.19336,-24.000245,174.851375,6.19336,174.255675,-30.819515,-455.66053,41.653385,-62.646785,-817.5522,163.304135,48.613285,-449.04905,30.716615,100.075865,-806.97444,133.766355,-9.234745,678.64709,0,0,0
0.564,163.19211,16.582975,356.334865,120.20444,-177.365325,421.897735,115.56009,146.887725,431.282865,242.02671,-278.085415,131.065215,457.16794,-180.277555,107.204005,239.28812,278.920255,146.524195,435.27219,180.075105,205.161645,24.2081,-174.989105,-6.300875,-24.2081,174.989105,6.300875,177.40219,-30.875275,-453.288175,44.23221,-63.035065,-814.876575,167.50534,49.099455,-446.345615,33.55942,99.646695,-804.421825,135.72532,-9.163485,678.038965,0,0,0
0.568,164.709355,16.659245,355.695825,121.928405,-176.905945,421.664575,117.388185,146.703065,431.000025,245.468575,-277.925355,132.149075,460.055665,-178.402035,110.058375,243.350225,278.030395,147.784205,438.121465,177.528015,207.200595,24.407715,-175.121765,-6.391145,-24.407715,175.121765,6.391145,180.523315,-30.906375,-450.849215,46.807075,-63.404785,-812.144715,171.667115,49.619145,-443.601045,36.353885,99.282345,-801.814095,137.682255,-9.084285,677.436675,0,0,0
0.572,166.255825,16.788755,355.08872,123.650845,-176.432375,421.43283,119.223965,146.509155,430.72348,248.881685,-277.786625,133.25559,462.909145,-176.531855,112.92807,247.348055,277.192015,149.0549,440.925265,174.986815,209.19809,24.595065,-175.252565,-6.46707,-24.595065,175.252565,6.46707,183.619535,-30.934635,-448.35986,49.372525,-63.749325,-809.37355,175.767425,50.161075,-440.82638,39.100245,98.975345,-799.1581,139.634185,-9.002565,676.83652,0,0,0
0.576,167.79895,16.96225,354.49078,125.36755,-175.94034,421.19549,121.06524,146.30557,430.45257,252.25342,-277.66885,134.37835,465.72803,-174.6636,115.82623,251.26666,276.40238,150.32794,443.68188,172.45224,211.15606,24.76599,-175.38199,-6.53253,-24.76599,175.38199,6.53253,186.69262,-30.97855,-445.83283,51.92126,-64.06076,-806.579,179.79028,50.71707,-438.02829,41.80102,98.72025,-796.45918,141.57324,-8.9227,676.2326,0,0,0
0.58,169.298865,17.16684,353.874695,127.072295,-175.42526,420.947445,122.903475,146.09238,430.182555,255.573825,-277.55808,135.504335,468.509315,-172.7916,118.762025,255.097085,275.64615,151.595155,446.390905,169.92825,213.077825,24.917205,-175.50876,-6.591245,-24.917205,175.50876,6.591245,189.747165,-31.04898,-443.276275,54.445955,-64.33255,-803.773545,183.722695,51.28146,-435.212245,44.461275,98.51059,-793.720635,143.488555,-8.84726,675.619085,0,0,0
0.584,170.728455,17.391085,353.22272,128.757815,-174.884545,420.68524,124.725405,145.867775,429.90704,258.838865,-277.430695,136.61761,471.251225,-170.912745,121.73883,258.834045,274.903235,152.84723,449.056155,167.417085,214.96588,25.048095,-175.633455,-6.64545,-25.048095,175.633455,6.64545,192.791745,-31.150785,-440.69351,56.942875,-64.562405,-800.964,187.553105,51.848545,-432.3826,47.090335,98.334995,-790.94244,145.371465,-8.775965,674.99323,0,0,0
0.588,172.077425,17.62634,352.530545,130.415805,-174.31921,420.408235,126.515595,145.62854,429.620395,262.050325,-277.26575,137.708525,473.954615,-169.03027,124.753815,262.476955,274.15503,154.076205,451.684235,164.91608,216.822665,25.160615,-175.75757,-6.695465,-25.160615,175.75757,6.695465,195.836825,-31.28619,-438.083225,59.413845,-64.75287,-798.149885,191.272975,52.41266,-429.541235,49.699375,98.17865,-788.122245,147.217555,-8.70642,674.354275,0,0,0
0.592,173.344665,17.86762,351.80051,132.037965,-173.73199,420.11801,128.260015,145.37421,429.31906,265.214175,-277.04693,138.77536,476.624325,-167.14874,127.80148,266.030025,273.3888,155.27817,454.277775,162.42017,218.65427,25.256715,-175.88092,-6.74039,-25.256715,175.88092,6.74039,198.893555,-31.45489,-435.43985,61.865115,-64.90814,-795.32433,194.878295,52.97034,-426.68631,52.298405,98.02777,-785.25672,149.025945,-8.63495,673.70297,0,0,0
0.596,174.53207,18.11197,351.03662,133.6199,-173.1268,419.81787,129.95004,145.10617,429.00049,268.33926,-276.75912,139.82178,479.27023,-165.27072,130.87842,269.50021,272.59702,156.45508,456.83395,159.92349,220.47205,25.33731,-176.00119,-6.77972,-25.33731,176.00119,6.77972,201.97458,-31.65469,-432.75269,64.30484,-65.03329,-792.47707,198.3696,53.51889,-423.81442,54.89395,97.87113,-782.34191,150.79782,-8.55881,673.04004,0,0,0
0.6,175.644865,18.356535,350.243315,135.160375,-172.507105,419.510405,131.582495,144.826085,428.663725,271.434055,-276.395045,140.857445,481.906465,-163.391385,133.987205,272.895965,271.776215,157.612945,459.344945,157.419955,222.286765,25.403475,-176.115995,-6.813935,-25.403475,176.115995,6.813935,205.094515,-31.882165,-430.005715,66.741245,-65.134485,-789.596825,201.751805,54.055515,-420.923805,57.488865,97.700355,-779.373405,152.535125,-8.476345,672.366355,0,0,0
0.604,176.6922,18.59805,349.426575,136.65772,-171.8757,419.196475,133.15601,144.53531,428.308775,274.50324,-275.95883,141.894835,484.54773,-161.49729,137.135805,276.22681,270.92483,158.757875,461.80151,154.9053,224.102845,25.45776,-176.22446,-6.844055,-25.45776,176.22446,6.844055,208.26953,-32.13254,-427.178005,69.18079,-65.21958,-786.672695,205.03223,54.57828,-418.015505,60.08252,97.50992,-776.347725,154.23889,-8.38693,671.682435,0,0,0
0.608,177.68427,18.830385,348.59399,138.10944,-171.237305,418.87671,134.6687,144.233335,427.93701,277.54791,-275.464355,142.94507,487.20441,-159.572755,140.33106,279.50293,270.041745,159.89575,464.19513,152.375975,225.91724,25.5047,-176.328365,-6.87073,-25.5047,176.328365,6.87073,211.51654,-32.402225,-424.24652,71.62818,-65.299375,-783.69546,208.22284,55.085695,-415.0896,62.67328,97.294315,-773.26314,155.9079,-8.294615,670.9884,0,0,0
0.612,178.63315,19.044525,347.755405,139.51566,-170.600985,418.551425,136.12277,143.916655,427.551665,280.569,-274.930815,144.016875,489.87741,-157.609775,143.571445,282.73459,269.126495,161.030545,466.5217,149.827845,227.722805,25.55191,-176.432285,-6.893585,-25.55191,176.432285,6.893585,214.85007,-32.692535,-421.195095,74.08743,-65.388395,-780.657985,211.34256,55.576565,-412.141055,65.26047,97.046415,-770.119975,157.53897,-8.208105,670.284825,0,0,0
0.616,179.55533,19.23535,346.92517,140.87832,-169.97571,418.22192,137.52456,143.58111,427.15674,283.56857,-274.37561,145.11719,492.55246,-155.61451,146.84021,285.92782,268.18042,162.16492,468.78134,147.25842,229.51599,25.60666,-176.54016,-6.91235,-25.60666,176.54016,6.91235,218.27084,-33.01142,-418.03217,76.56076,-65.50116,-777.55412,214.41397,56.05291,-409.16003,67.84372,96.76184,-766.91926,159.12869,-8.13526,669.573,0,0,0
0.62,180.4703,19.408475,346.120545,142.19821,-169.363615,417.889095,138.88107,143.227505,426.755065,286.54733,-273.804295,146.248345,495.19626,-153.606535,150.104915,289.0809,267.206395,163.300835,470.9747,144.670505,231.295595,25.6727,-176.650845,-6.927675,-25.6727,176.650845,6.927675,221.75839,-33.368685,-414.795875,79.04641,-65.646335,-774.378755,217.45236,56.522185,-406.138885,70.41983,96.444735,-763.663005,160.67544,-8.076205,668.856385,0,0,0
0.624,181.39532,19.576415,345.35693,143.47546,-168.761295,417.55603,140.19897,142.861575,426.35144,289.50464,-273.214295,147.40887,497.77136,-151.613955,153.32751,292.1875,266.204775,164.43811,473.10473,142.071965,233.0603,25.75006,-176.759095,-6.94067,-25.75006,176.759095,6.94067,225.28033,-33.771545,-411.5314,81.54071,-65.827205,-771.12788,220.46191,56.993345,-403.07684,72.98358,96.105535,-760.35302,162.18176,-8.024775,668.14209,0,0,0
0.628,182.34012,19.745905,344.642455,144.71213,-168.166135,417.226805,141.48727,142.490235,425.953615,292.43967,-272.604985,148.595705,500.25363,-149.663455,156.479495,295.24222,265.171815,165.575195,475.17917,139.473265,234.804325,25.83835,-176.859745,-6.952635,-25.83835,176.859745,6.952635,228.80649,-34.223325,-408.268915,84.04135,-66.046325,-767.799865,223.43967,57.471125,-399.981015,75.53165,95.754885,-756.991465,163.65482,-7.975705,667.441045,0,0,0
0.632,183.302315,19.91321,343.97543,145.912845,-167.57861,416.90561,142.753905,142.11908,425.56979,295.350715,-271.9801,149.80343,502.637695,-147.77246,159.54989,298.241705,264.10413,166.71139,477.210575,136.88611,236.52084,25.937255,-176.94873,-6.96518,-25.937255,176.94873,6.96518,232.315615,-34.7229,-405.01932,86.546635,-66.30542,-764.3952,226.378485,57.95703,-396.86365,78.063355,95.40204,-753.57986,165.103155,-7.92761,666.76547,0,0,0
0.636,184.26834,20.06936,343.34726,147.08267,-167.00003,416.59628,144.00113,141.75162,425.20346,298.2344,-271.34427,151.02426,504.92935,-145.9462,162.5422,301.18435,263.00253,167.8464,479.21096,134.32297,238.20541,26.04532,-177.02176,-6.98001,-26.04532,177.02176,6.98001,235.79702,-35.26212,-401.77942,89.05374,-66.60318,-760.91638,229.2698,58.45077,-393.73838,80.58023,95.05612,-750.11901,166.53311,-7.88016,666.12301,0,0,0
0.64,185.219905,20.20411,342.746155,148.228205,-166.43469,416.303285,145.226685,141.38489,424.854925,301.086915,-270.70532,152.252135,507.140745,-144.18249,165.469305,304.072145,261.86829,168.980285,481.188355,131.79132,239.858335,26.161375,-177.07666,-6.999575,-26.161375,177.07666,6.999575,239.249875,-35.82995,-398.535365,91.560175,-66.93805,-757.365765,232.110715,58.94733,-390.612215,83.086425,94.72272,-746.607245,167.947085,-7.83484,665.514105,0,0,0
0.644,186.14163,20.30658,342.16058,149.35806,-165.89185,416.03034,146.42801,141.00885,424.52594,303.90744,-270.0752,153.48651,509.28677,-142.47693,168.34857,306.91391,260.69787,170.11139,483.14761,129.2904,241.48871,26.28586,-177.1156,-7.02826,-26.28586,177.1156,7.02826,242.67813,-36.41705,-395.26776,94.06631,-67.30957,-753.74472,234.90799,59.43725,-387.47958,85.58945,94.40179,-743.04046,169.34579,-7.79614,664.9328,0,0,0
0.648,187.027835,20.368165,341.58432,150.479855,-165.382085,415.77963,147.603455,140.613155,424.21982,306.698305,-269.462035,154.73117,511.382265,-140.823365,171.1987,309.724795,259.482845,171.23752,485.093205,126.818295,243.11227,26.419005,-177.141725,-7.07254,-26.419005,177.141725,7.07254,246.085635,-37.014105,-391.957,96.574155,-67.715515,-750.05423,237.673405,59.912965,-384.32501,88.096865,94.090575,-739.41332,170.730045,-7.768135,664.37167,0,0,0
0.652,187.881925,20.388275,341.01633,151.595185,-164.909945,415.54892,148.747585,140.194915,423.9332,309.460535,-268.863065,155.99057,513.438195,-139.210965,174.03146,312.517055,258.218845,172.35788,487.028045,124.384855,244.7352,26.558685,-177.154085,-7.13712,-26.558685,177.154085,7.13712,249.469575,-37.606595,-388.5911,99.083825,-68.146205,-746.29892,240.415065,60.375095,-381.13297,90.611115,93.790375,-735.72437,172.096885,-7.749785,663.82272,0,0,0
0.656,188.70963,20.376585,340.458685,152.69962,-164.470095,415.331845,149.84928,139.760375,423.655095,312.19107,-268.264525,157.266055,515.45951,-137.624635,176.848935,315.28873,256.915775,173.473935,488.95316,122.013615,246.348695,26.70053,-177.148075,-7.221985,-26.70053,177.148075,7.221985,252.81931,-38.174315,-385.169215,101.59183,-68.583735,-742.488765,243.13687,60.833375,-377.890745,93.12882,93.508975,-731.978185,173.43711,-7.735415,663.276425,0,0,0
0.66,189.514225,20.34879,339.91309,153.786555,-164.05075,415.12061,150.895815,139.31979,423.37378,314.883235,-267.65121,158.55774,517.446715,-136.0499,179.64758,318.023925,255.59494,174.58875,490.866275,119.7233,247.9458,26.839295,-177.11838,-7.32385,-26.839295,177.11838,7.32385,256.118105,-38.69888,-381.69964,104.093815,-69.00766,-738.63574,245.842405,61.30191,-374.58508,95.643435,93.25607,-728.1818,174.738345,-7.71951,662.72425,0,0,0
0.664,190.294255,20.318055,339.379455,154.851135,-163.640805,414.908875,151.878965,138.881225,423.084295,317.531315,-267.012635,159.866885,519.399595,-134.476925,182.424015,320.703245,254.274235,175.705445,492.763485,117.512455,249.534485,26.970645,-177.061825,-7.438905,-26.970645,177.061825,7.438905,259.346255,-39.172055,-378.197175,106.586485,-69.402345,-734.749265,248.536985,61.793155,-371.202115,98.149175,93.037535,-724.340475,175.990475,-7.700435,662.162535,0,0,0
0.668,191.043275,20.291595,338.853335,155.890135,-163.231535,414.691955,152.795475,138.448205,422.785955,320.131045,-266.345185,161.194335,521.317385,-132.900855,185.175665,323.310425,252.960785,176.826235,494.638425,115.365505,251.129945,27.092775,-176.980075,-7.564575,-27.092775,176.980075,7.564575,262.482365,-39.597135,-374.683165,109.068725,-69.759555,-730.836085,251.225225,62.315035,-367.734375,100.642095,92.852815,-720.457415,177.187805,-7.679715,661.592465,0,0,0
0.672,191.755465,20.269565,338.329835,156.901515,-162.815635,414.467405,153.646025,138.019995,422.481445,322.680815,-265.652065,162.541625,523.200835,-131.321625,187.902105,325.834445,251.653355,177.954405,496.478915,113.264375,252.743655,27.206575,-176.878875,-7.699405,-27.206575,176.878875,7.699405,265.503935,-39.987755,-371.184045,111.541415,-70.078765,-726.901025,253.909395,62.870455,-364.184755,103.120515,92.694985,-716.534425,178.331995,-7.660855,661.019535,0,0,0
0.676,192.429445,20.249205,337.806395,157.881775,-162.386905,414.233525,154.435245,137.594665,422.179205,325.181155,-264.941585,163.912905,525.052675,-129.742245,190.605715,328.268305,250.345945,179.093025,498.267635,111.202215,254.375975,27.313475,-176.763975,-7.842225,-27.313475,176.763975,7.842225,268.388125,-40.363645,-367.728205,114.006715,-70.363765,-722.947565,256.589655,63.459905,-360.563535,105.585025,92.554325,-712.572485,179.429195,-7.647395,660.451545,0,0,0
0.68,193.064265,20.229465,337.280915,158.827335,-161.938445,413.987945,155.171695,137.172945,421.891625,327.634705,-264.218965,165.314485,526.876155,-128.165255,193.292635,330.609005,249.032505,180.242885,499.991395,109.185575,256.018825,27.413755,-176.639985,-7.991425,-27.413755,176.639985,7.991425,271.115175,-40.742955,-364.341495,116.467595,-70.617645,-718.977605,259.266665,64.084685,-356.881075,108.037785,92.424715,-708.572455,180.482905,-7.639615,659.895655,0,0,0
0.684,193.655795,20.21173,336.748905,159.735935,-161.46539,413.729495,155.865875,136.75629,421.630735,330.045995,-263.48431,166.752685,528.672145,-126.59418,195.974735,332.857025,247.70746,181.403815,501.644315,107.21637,257.669805,27.507045,-176.51227,-8.144895,-27.507045,176.51227,8.144895,273.676055,-41.14001,-361.041415,118.927765,-70.84228,-714.991545,261.944365,64.74567,-353.143495,110.483065,92.30243,-704.534945,181.490815,-7.6355,659.353155,0,0,0
0.688,194.201055,20.200075,336.207025,160.608525,-160.968685,413.459835,156.528755,136.345765,421.404295,332.420235,-262.733825,168.232175,530.438235,-125.035585,198.667605,335.015935,246.367795,182.576295,503.225955,105.285465,259.335325,27.592895,-176.389585,-8.299985,-27.592895,176.389585,8.299985,276.077035,-41.564635,-357.832495,121.391845,-71.039795,-710.987945,264.628665,65.440435,-349.352515,112.927315,92.184025,-700.460335,182.447695,-7.632625,658.819705,0,0,0
0.692,194.70218,20.199465,335.65717,161.44931,-160.454645,413.18427,157.17081,135.941475,421.21844,334.76065,-261.966365,169.75372,532.16873,-123.498225,201.38434,337.09225,245.010985,183.76178,504.74271,103.381655,261.01984,27.6705,-176.282775,-8.45404,-27.6705,176.282775,8.45404,278.34378,-42.020935,-354.7002,123.8649,-71.213495,-706.96417,267.32376,66.162235,-345.50854,115.37814,92.064275,-696.34919,183.34933,-7.630185,658.28815,0,0,0
0.696,195.166865,20.217165,335.108125,162.263365,-159.929135,412.910365,157.800235,135.544555,421.076625,337.065735,-261.184135,171.308925,533.855345,-121.987855,204.128875,339.093195,243.636475,184.960785,506.205935,101.490175,262.728975,27.738525,-176.202575,-8.605315,-27.738525,176.202575,8.605315,280.523985,-42.500485,-351.602785,126.350155,-71.365905,-702.918395,270.028685,66.902955,-341.614295,117.841675,91.939885,-692.203345,184.192865,-7.626465,657.752165,0,0,0
0.7,195.609985,20.264155,334.576595,163.052975,-159.395205,412.646175,158.420895,135.157775,420.975155,339.329955,-260.389225,172.879815,535.491945,-120.502935,206.896545,341.025575,242.247925,186.172235,507.629155,99.589905,264.471985,27.795655,-176.156555,-8.753115,-27.795655,176.156555,8.753115,282.684815,-42.979315,-348.470335,128.848265,-71.496525,-698.850195,272.738645,67.656495,-337.674745,120.321775,91.811215,-688.026745,184.976805,-7.616635,657.206845,0,0,0
0.704,196.05032,20.35489,334.08457,163.81393,-158.85245,412.3989,159.02853,134.78647,420.90451,341.54513,-259.5795,174.45029,537.07602,-119.03433,209.67862,342.89206,240.85562,187.39517,509.02304,97.6741,266.25131,27.83939,-176.14603,-8.89633,-27.83939,176.14603,8.89633,284.89499,-43.42404,-345.22397,131.35617,-71.60178,-694.75934,275.44662,68.42068,-333.69369,122.81796,91.68393,-683.82429,185.70077,-7.5914,656.65061,0,0,0
0.708,196.497075,20.500145,333.64691,164.536685,-158.297885,412.17242,159.612185,134.438505,420.85443,343.702635,-258.747225,176.0108,538.610105,-117.569305,212.46661,344.692265,239.473475,188.62884,510.395265,95.766935,268.05292,27.866085,-176.165435,-9.03192,-27.866085,176.165435,9.03192,287.202145,-43.806975,-341.80564,133.866825,-71.677155,-690.64456,278.142575,69.196625,-329.67236,125.325075,91.566555,-679.60142,186.364135,-7.540565,656.08404,0,0,0
0.712,196.940885,20.70126,333.261475,165.208655,-157.7258,411.966425,160.158905,134.1224,420.816285,345.791655,-257.87754,177.546265,540.098605,-116.09445,215.252805,346.424045,238.11648,189.872065,511.744595,93.91287,269.856325,27.871365,-176.20456,-9.155275,-27.871365,176.20456,9.155275,289.624975,-44.11277,-338.192815,136.370695,-71.71805,-686.504705,280.811735,69.98776,-325.612975,127.833955,91.46927,-675.364515,186.965055,-7.45432,655.509275,0,0,0
0.716,197.36187,20.953095,332.91495,165.81616,-157.130275,411.77664,160.65783,133.845615,420.78213,347.79937,-256.950345,179.02939,541.54352,-114.599825,218.03067,348.08606,236.797085,191.12442,513.05719,92.151275,271.65091,27.85089,-176.251005,-9.26193,-27.85089,176.251005,9.26193,292.15887,-44.336945,-334.39227,138.85821,-71.720915,-682.33972,283.43469,70.797945,-321.52237,130.33368,91.399995,-671.12013,187.50183,-7.324855,654.9296,0,0,0
0.72,197.740325,21.24781,332.59363,166.345975,-156.50866,411.59668,161.100915,133.61194,420.74487,349.714685,-255.94873,180.43372,542.942355,-113.08325,220.79608,349.675995,235.5224,192.38648,514.311495,90.50574,273.4397,27.802705,-176.29248,-9.34839,-27.802705,176.29248,9.34839,294.783175,-44.4837,-330.42834,141.321075,-71.68499,-678.15072,285.990935,71.62854,-317.41186,132.813625,91.35926,-666.87287,187.973605,-7.14849,654.34851,0,0,0
0.724,198.063505,21.575835,332.287165,166.788175,-155.863985,411.419245,161.483675,133.419585,420.700015,351.531285,-254.866185,181.747315,544.290435,-111.550085,223.548155,351.191315,234.294155,193.658505,515.490265,88.991245,275.230525,27.728305,-176.319795,-9.412905,-27.728305,176.319795,9.412905,297.469085,-44.563815,-326.332555,143.753875,-71.612945,-673.939305,288.464205,72.476595,-313.293125,135.266085,91.340055,-662.624215,188.380645,-6.927035,653.769835,0,0,0
0.728,198.327645,21.92639,331.991005,167.139045,-155.20276,411.239535,161.807195,133.26233,420.646395,353.248175,-253.70996,182.977325,545.581425,-110.00843,226.288605,352.630195,233.11255,194.940345,516.588135,87.62146,277.029695,27.631775,-176.3291,-9.456025,-27.631775,176.3291,9.456025,300.187685,-44.59192,-322.136955,146.155155,-71.5091,-669.707305,290.846805,73.33642,-309.172665,137.688055,91.3327,-658.372445,188.724005,-6.6662,653.196935,0,0,0
0.732,198.53882,22.28604,331.70642,167.40283,-154.5361,411.05432,162.07898,133.12979,420.58618,354.87152,-252.5029,184.14905,546.81006,-108.46921,229.01764,353.99457,231.97665,196.23181,517.61011,86.39944,278.84216,27.51941,-176.32321,-9.48041,-27.51941,176.32321,9.48041,302.91443,-44.58743,-317.87271,148.52881,-71.38046,-665.45642,293.14215,74.19858,-305.04996,140.08264,91.32706,-654.11396,189.0083,-6.37576,652.63318,0,0,0
0.736,198.709385,22.637665,331.43845,167.589025,-153.878635,410.86301,162.308625,133.007595,420.52219,356.415195,-251.277555,185.29971,547.974525,-106.947235,231.7341,355.291905,230.881625,197.53409,518.563875,85.303255,280.67636,27.399505,-176.309665,-9.48892,-27.399505,176.309665,9.48892,305.626865,-44.575595,-313.57168,150.883155,-71.238435,-661.18683,295.362645,75.050505,-300.91778,142.456885,91.312285,-649.84351,189.241125,-6.070165,652.08383,0,0,0
0.74,198.85071,22.96173,331.191525,167.70941,-153.24542,410.667725,162.50312,132.88055,420.455195,357.89844,-250.06268,186.465455,549.07953,-105.45874,234.439085,356.53376,229.81964,198.849185,519.4549,84.29034,282.544555,27.2807,-176.29816,-9.483275,-27.2807,176.29816,9.483275,308.30036,-44.58362,-309.266785,153.22797,-71.09637,-656.896515,297.52668,75.88098,-296.763675,144.81977,91.27905,-645.554425,189.43018,-5.76623,651.554805,0,0,0
