Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1.144,-5.846,11.018915,366.47037,-72.94384,-139.218025,420.28872,-91.41742,97.951105,435.46524,195.91645,-230.192145,449.51932,247.08805,-70.688415,643.0372,167.4123,210.054315,465.81119,230.00489,49.281305,639.82113,33.32788,-171.742675,2.66104,-33.32788,171.742675,-2.66104,345.73169,-36.369575,161.10391,463.99298,-79.287355,-181.02805,324.3769,118.556455,152.41485,445.70856,87.555965,-170.24031,-126.20294,-16.021545,630.18625,0,0,0
1.148,-9.25906,11.12662,366.130255,-77.93607,-138.97,418.599975,-96.58493,97.01743,433.709175,190.14499,-230.69614,451.485475,238.26419,-71.5947,646.469055,161.17532,210.38791,467.824645,221.84457,49.4147,642.787905,33.17441,-171.69504,2.928285,-33.17441,171.69504,-2.928285,345.48917,-36.29593,164.203155,471.32742,-78.73227,-176.294525,324.65701,119.23148,155.460295,450.36557,87.46133,-165.555455,-132.95731,-16.43759,627.776065,0,0,0
1.152,-12.5538,11.337255,365.816525,-82.88986,-138.670685,416.933535,-101.7399,96.142735,431.999815,184.37604,-231.136075,453.395265,229.49839,-72.642855,649.892275,154.94263,210.818145,469.777525,213.68198,49.666845,645.781795,33.01364,-171.759125,3.265255,-33.01364,171.759125,-3.265255,345.35099,-36.301235,167.411225,479.19156,-77.990265,-171.224215,325.1099,120.081695,158.725465,455.02201,87.373445,-160.729955,-139.66629,-16.785245,625.453185,0,0,0
1.156,-15.81195,11.642065,365.47119,-87.84113,-138.335415,415.28796,-106.91467,95.365575,430.34998,178.60382,-231.508815,455.20264,220.76779,-73.824495,653.27289,148.69455,211.317115,471.6369,205.50818,50.048615,648.77228,32.84027,-171.954375,3.6712,-32.84027,171.954375,-3.6712,345.36792,-36.416835,170.74936,487.54797,-77.058745,-165.79108,325.77997,121.133515,162.24228,459.65161,87.309905,-155.77665,-146.33057,-17.057095,623.25464,0,0,0
1.16,-19.14471,12.01621,365.01404,-92.84241,-137.9938,413.64844,-112.15778,94.71988,428.76172,172.8158,-231.82089,456.84094,212.03528,-75.13974,656.55408,142.40619,211.84043,473.35004,197.30212,50.56021,651.70862,32.64673,-172.28525,4.13861,-32.64673,172.28525,-4.13861,345.60284,-36.68564,174.23337,496.3299,-75.94711,-159.9946,326.70782,122.39914,166.02484,464.22369,87.28287,-150.72263,-152.95697,-17.25979,621.20752,0,0,0
1.164,-22.69156,12.40973,364.35128,-97.96188,-137.70483,411.99179,-117.53531,94.22491,427.22702,166.99332,-232.09741,458.22891,203.24313,-76.59143,659.66098,136.05002,212.32599,474.84646,189.03415,51.18152,654.52243,32.42502,-172.73059,4.65268,-32.42502,172.73059,-4.65268,346.12717,-37.16626,177.87246,505.44418,-74.68506,-153.86008,327.92215,123.86462,170.06451,468.70828,87.28693,-145.60643,-159.55716,-17.42352,619.3284,0,0,0
1.168,-26.6084,12.759435,363.38147,-103.28003,-137.549105,410.28412,-123.12665,93.892245,425.72168,161.1116,-232.371185,459.27069,194.32709,-78.182155,662.50006,129.59613,212.707915,476.03656,180.67603,51.888335,657.12457,32.17114,-173.249235,5.19617,-32.17114,173.249235,-5.19617,347.01514,-37.917695,181.66028,514.78198,-73.315645,-147.44345,329.4328,125.498075,174.31885,473.07977,87.305945,-140.48237,-166.14416,-17.589685,617.61468,0,0,0
1.172,-31.043185,13.010465,362.00586,-108.879365,-137.607635,408.47894,-129.011085,93.738005,424.19574,155.142945,-232.662385,459.85467,185.248985,-79.923805,664.95855,123.017365,212.937285,476.81085,172.215485,52.675865,659.40448,31.888945,-173.792145,5.76172,-31.888945,173.792145,-5.76172,348.340785,-38.977635,185.56421,524.237395,-71.881325,-140.83316,331.229825,127.266935,178.70175,477.324185,87.330225,-135.42546,-172.723915,-17.790435,616.03576,0,0,0
1.176,-36.103025,13.128935,360.146085,-114.833315,-137.947905,406.514735,-135.253235,93.782865,422.568815,149.062835,-232.970485,459.858485,176.014465,-81.841645,666.905365,116.297545,212.990635,477.043545,163.661985,53.560765,661.233305,31.587645,-174.310215,6.364045,-31.587645,174.310215,-6.364045,350.171685,-40.356355,189.517115,533.724305,-70.418245,-134.146365,333.286675,129.142975,183.084285,481.443415,87.364345,-130.529615,-179.288215,-18.040135,614.530365,0,0,0
1.18,-41.82883,13.101685,357.761145,-121.19632,-138.612245,404.309235,-141.89401,94.041135,420.731905,142.85397,-233.280575,459.157015,166.65946,-83.956605,668.195405,109.43381,212.869085,476.600495,155.04245,54.569275,662.470245,31.27255,-174.757505,7.038785,-31.27255,174.757505,-7.038785,352.55527,-42.041935,193.413425,543.18417,-68.956545,-127.522365,335.56296,131.096555,187.304655,485.457,87.423465,-125.901805,-185.81705,-18.338685,613.007965,0,0,0
1.184,-48.18918,12.932955,354.85324,-127.99771,-139.606965,401.75882,-148.94827,94.513095,418.55991,136.50699,-233.572725,457.63748,157.23026,-86.263215,668.68662,102.43552,212.597445,475.35251,146.39554,55.732695,662.97592,30.93747,-175.096285,7.81973,-30.93747,175.096285,-7.81973,355.50406,-44.003265,197.11624,552.58676,-67.519135,-121.10834,338.00803,133.096345,191.18921,489.40036,87.529505,-121.65046,-192.28683,-18.675935,611.35672,0,0,0
1.188,-55.09412,12.639195,351.48202,-135.23639,-140.901395,398.77011,-156.40063,95.181675,415.9534,130.0206,-233.825895,455.23489,147.77606,-88.723655,668.28433,95.32532,212.226295,473.2109,137.76715,57.089145,662.64926,30.5672,-175.302825,8.707,-30.5672,175.302825,-8.707,358.98975,-46.189055,200.49301,561.92609,-66.119835,-115.01825,340.56897,135.114905,194.59872,493.32385,87.707855,-117.85145,-198.67792,-19.033655,609.47555,0,0,0
1.192,-62.41226,12.2425,347.776915,-142.87992,-142.43896,395.300475,-164.19589,96.00745,412.878905,123.39944,-234.0227,451.967165,138.34836,-91.28039,666.981075,88.13754,211.82917,470.162535,129.20498,58.68238,661.463685,30.14688,-175.37024,9.653505,-30.14688,175.37024,-9.653505,362.94717,-48.53125,203.457395,571.21469,-64.76642,-109.290105,343.19613,137.13117,197.473785,497.28756,87.98273,-114.511725,-204.98288,-19.3883,607.310975,0,0,0
1.196,-69.98612,11.765195,343.91842,-150.86673,-144.148495,391.36044,-172.23941,96.928955,409.36642,116.65079,-234.158935,447.93039,129.00058,-93.876955,664.85281,80.90762,211.492375,466.27041,120.74856,60.554685,659.46243,29.66971,-175.307005,10.58426,-29.66971,175.307005,-10.58426,367.28067,-50.952205,205.97833,580.47458,-63.465695,-103.88492,345.84488,139.127685,199.83776,501.35232,88.372195,-111.56993,-211.2164,-19.718805,604.85775,0,0,0
1.2,-77.64777,11.229095,340.09109,-159.11096,-145.950835,386.98892,-180.42078,97.873375,405.47335,109.78278,-234.250705,443.26028,119.79102,-96.481475,662.01937,73.65832,211.300505,461.64383,112.42157,62.737825,656.72158,29.13959,-175.132295,11.42929,-29.13959,175.132295,-11.42929,371.87268,-53.369665,208.06063,589.72827,-62.224885,-98.7215,348.47675,141.087795,201.76324,505.57202,88.884545,-108.92991,-217.42035,-20.014255,602.12863,0,0,0
1.204,-85.24204,10.65378,336.436675,-167.50717,-147.76474,382.232885,-188.64395,98.76725,401.255895,102.80179,-234.33877,438.097565,110.78042,-99.09823,658.608675,66.39407,211.32383,456.405915,104.23062,65.24863,653.320405,28.56888,-174.86734,12.144015,-28.56888,174.86734,-12.144015,376.59347,-55.70504,209.726655,598.99118,-61.05337,-93.710995,351.05838,142.99057,203.337865,509.98922,89.51328,-106.492985,-223.66263,-20.2817,599.127715,0,0,0
1.208,-92.654755,10.051145,333.028755,-175.939425,-149.515685,377.142035,-196.835175,99.538755,396.759035,95.713895,-234.491575,432.573185,102.023465,-101.761055,654.740235,59.105675,211.611205,450.674805,96.172395,68.089105,649.333375,27.974885,-174.527345,12.709535,-27.974885,174.527345,-12.709535,381.312525,-57.893195,211.011325,608.268275,-59.965515,-88.772005,353.560635,144.804315,204.645995,514.634915,90.233885,-104.172065,-230.030365,-20.549505,595.843145,0,0,0
1.212,-99.826965,9.42361,329.87369,-184.291205,-151.14273,371.7742,-204.934875,100.11795,392.01938,88.531065,-234.79447,426.80667,93.562805,-104.51859,650.52457,51.779295,212.19156,444.55997,88.241885,71.24905,644.83768,27.376955,-174.11746,13.12369,-27.376955,174.11746,-13.12369,385.910645,-59.88712,211.96567,617.554935,-58.98307,-83.82947,355.957705,146.48599,205.76294,519.530215,91.00827,-101.8895,-236.618895,-20.86319,592.25375,0,0,0
1.216,-106.747465,8.76938,326.926055,-192.457005,-152.60105,366.196375,-212.894865,100.44253,387.068515,81.277615,-235.33365,420.904265,85.429895,-107.42142,646.060885,44.405545,213.08261,438.164215,80.439545,74.70956,639.918185,26.793485,-173.63638,13.394315,-26.793485,173.63638,-13.394315,390.290435,-61.6572,212.655915,626.839135,-58.13339,-78.813755,358.227625,147.98721,206.752315,524.689485,91.79465,-99.573495,-243.518585,-21.2739,588.335785,0,0,0
1.22,-113.435545,8.092315,324.104645,-200.351995,-153.862455,360.475005,-220.679745,100.468725,381.930755,73.987425,-236.184475,414.954925,77.648135,-110.513215,641.428195,36.986445,214.299345,431.577545,72.774655,78.447355,634.661105,26.240355,-173.082425,13.538235,-26.240355,173.082425,-13.538235,394.381835,-63.189605,213.152835,636.103275,-57.443875,-73.668945,360.356015,149.261935,207.663915,530.121395,92.557035,-97.160835,-250.803105,-21.825895,584.061065,0,0,0
1.224,-119.921785,7.409185,321.31097,-207.919955,-154.914975,354.66486,-228.265405,100.175845,376.62042,66.697295,-237.408815,409.02875,70.236425,-113.824765,636.67914,29.536655,215.858275,424.86945,65.263455,82.440305,629.14325,25.730375,-172.457885,13.58105,-25.730375,172.457885,-13.58105,398.144135,-64.482115,213.51962,645.326575,-56.936395,-68.35934,362.338965,150.271855,208.53705,535.829255,93.272345,-94.59922,-258.519495,-22.550225,579.396,0,0,0
1.228,-126.23166,6.750425,318.451545,-215.13333,-155.760805,348.805235,-235.63517,99.566345,371.144965,59.44613,-239.051635,403.177125,63.21493,-117.371395,631.844425,22.08358,217.776245,418.089965,57.92788,86.672605,623.426395,25.2731,-171.770875,13.552795,-25.2731,171.770875,-13.552795,401.56753,-65.538265,213.806155,654.48758,-56.626095,-62.864435,364.18564,150.989745,209.408025,541.80893,93.934575,-91.843605,-266.67905,-23.461245,574.308595,0,0,0
1.232,-132.37647,6.15405,315.45255,-221.98834,-156.40924,342.92069,-242.78119,98.67212,365.50852,52.27484,-241.13593,397.43363,56.60809,-121.1521,626.94132,14.66498,220.06928,411.27579,50.79584,91.1377,617.55667,24.87341,-171.03558,13.48239,-24.87341,171.03558,-13.48239,404.67151,-66.3606,214.04801,663.56433,-56.52173,-57.17035,365.91525,151.40399,210.30985,548.0484,94.55688,-88.85239,-275.25238,-24.55334,568.77896,0,0,0
1.236,-138.354065,5.65533,312.269015,-228.494635,-156.86963,337.027195,-249.706055,97.55756,359.715115,45.221315,-243.65991,391.817165,50.440125,-125.1535,621.982875,7.323725,222.75189,404.454255,43.902895,95.83948,611.566925,24.529605,-170.27112,13.394255,-24.529605,170.27112,-13.394255,407.495605,-66.94714,214.270935,672.532595,-56.62494,-51.263825,367.551385,151.51794,211.269565,554.529535,95.16522,-85.585765,-284.173155,-25.80127,562.808865,0,0,0
1.24,-144.154085,5.2761,308.884485,-234.668665,-157.14669,331.135955,-256.416965,96.30637,353.769985,38.316255,-246.60031,386.334805,44.723605,-129.35849,616.985995,0.103545,225.83585,397.645235,37.290865,100.79166,605.479825,24.233185,-169.50009,13.309295,-24.233185,169.50009,-13.309295,410.088775,-67.29037,214.496825,681.363495,-56.92953,-45.131715,369.116975,151.34812,212.308925,561.231475,95.78653,-82.006715,-293.347445,-27.1644,556.425445,0,0,0
1.244,-149.76547,5.01947,305.309535,-240.53232,-157.24085,325.254855,-262.92001,95.00018,347.681485,31.57999,-249.91858,380.986475,39.45438,-133.75232,611.975185,-6.95456,229.32708,390.864595,31.0015,106.01629,599.313385,23.97006,-168.74634,13.246855,-23.97006,168.74634,-13.246855,412.4996,-67.37976,214.751065,690.02384,-57.42078,-38.760315,370.62769,150.92291,213.449305,568.13187,96.44153,-78.082245,-302.6691,-28.59461,549.678615,0,0,0
1.248,-155.182315,4.87171,301.575895,-246.112615,-157.15204,319.388275,-269.219975,93.70465,341.462795,25.021425,-253.5694,375.768335,34.616515,-138.32233,606.977265,-13.821895,233.22315,384.122405,25.070315,111.53974,593.084315,23.721375,-168.03192,13.226595,-23.721375,168.03192,-13.226595,414.769105,-67.20502,215.067625,698.477535,-58.07702,-32.134555,372.087465,150.27838,214.714075,575.202145,97.14624,-73.783205,-312.035705,-30.04211,542.632475,0,0,0
1.252,-160.407925,4.80893,297.72955,-251.440705,-156.88266,313.5368,-275.320225,92.4631,335.13189,18.638705,-257.50754,370.67505,30.189785,-143.05649,602.01495,-20.492215,237.5115,377.41913,19.523525,117.38901,586.8078,23.465365,-167.37399,13.27008,-23.465365,167.37399,-13.27008,416.923735,-66.759,215.49054,706.687595,-58.87155,-25.23709,373.490205,149.45145,216.13043,582.404935,97.91653,-69.08194,-321.360325,-31.46085,535.35492,0,0,0
1.256,-165.452945,4.807585,293.820775,-256.548095,-156.440275,307.699675,-281.221315,91.296965,328.709195,12.422175,-261.691495,365.701635,26.150085,-147.942355,597.104035,-26.978635,242.170625,370.748745,14.382075,123.590915,580.497345,23.179385,-166.783415,13.400485,-23.179385,166.783415,-13.400485,418.973145,-66.037995,216.070955,714.616945,-59.773285,-18.047975,374.827945,148.476345,217.733125,589.695805,98.767545,-63.949855,-330.576235,-32.811555,527.911595,0,0,0
1.26,-170.33179,4.851995,289.897435,-261.46674,-155.837465,301.880705,-286.92694,90.214965,322.216345,6.35559,-266.083435,360.843655,22.46606,-152.964295,592.254065,-33.30579,247.170595,364.106045,9.66809,130.169255,574.168975,22.8418,-166.264345,13.642305,-22.8418,166.264345,-13.642305,420.90936,-65.042115,216.861425,722.22748,-60.747375,-10.544825,376.09512,147.385435,219.565305,597.02679,99.711125,-58.356535,-339.63745,-34.062555,520.363435,0,0,0
1.264,-175.059295,4.93658,286.001065,-266.228915,-155.09113,296.091275,-292.453275,89.22912,315.676725,0.416535,-270.64814,356.095305,19.098115,-158.10822,587.469575,-39.505405,252.47454,357.489165,5.407495,137.14166,567.846955,22.434845,-165.81427,14.018465,-22.434845,165.81427,-14.018465,422.707125,-63.77765,217.909085,729.480195,-61.75739,-2.703825,377.281735,146.20825,221.670135,604.347135,100.7539,-52.271055,-348.517915,-35.18848,512.763945,0,0,0
1.268,-179.65314,5.06351,282.164585,-270.87134,-154.22183,290.346955,-297.83264,88.36319,309.114285,-5.42462,-275.35562,351.447845,16,-163.36563,582.753695,-45.61646,258.04001,350.896825,1.61926,144.51767,561.561735,21.94647,-165.42557,14.545445,-21.94647,165.42557,-14.545445,424.32593,-62.25906,219.251925,736.33697,-62.76748,5.499455,378.36517,144.96805,224.080785,611.60229,101.89621,-45.663695,-357.21149,-36.16916,505.157255,0,0,0
1.272,-184.137395,5.238645,278.40665,-275.435425,-153.253665,284.65897,-303.107795,87.648375,302.54923,-11.203925,-280.180115,346.88761,13.120485,-168.734315,578.10788,-51.680725,263.821595,344.3237,-1.703925,152.298405,555.33615,21.372255,-165.088565,15.22769,-21.372255,165.088565,-15.22769,425.713195,-60.508245,220.91495,742.762325,-63.745235,14.08716,379.307985,143.680725,226.81324,618.735225,103.131105,-38.50988,-365.729435,-36.989315,497.57437,0,0,0
1.276,-188.542665,5.467715,274.73203,-279.966675,-152.212955,279.02976,-308.324585,87.115665,295.99667,-16.962835,-285.099125,342.39597,10.407105,-174.219485,573.52963,-57.741095,269.773805,337.7562,-4.609075,160.479185,549.17441,20.715335,-164.794435,16.0535,-20.715335,164.794435,-16.0535,426.809965,-58.553225,222.90878,748.724115,-64.664795,23.07843,380.062135,142.357235,229.86557,625.689205,104.444275,-30.7948,-374.096135,-37.639105,490.03159,0,0,0
1.28,-192.903625,5.75357,271.1344,-284.512445,-151.1293,273.44971,-313.529415,86.79251,289.46271,-22.746705,-290.09213,337.94726,7.808905,-179.83701,569.00665,-63.841305,275.85287,331.16882,-7.192925,169.05679,543.05871,19.985535,-164.53696,16.99347,-19.985535,164.53696,-16.99347,427.558535,-56.42746,225.22894,754.193055,-65.50882,32.48739,380.575995,141.00455,233.22085,632.407775,105.81784,-22.5174,-382.343925,-38.11618,482.53045,0,0,0
1.284,-197.252345,6.097625,267.6008,-289.121555,-150.037685,267.89389,-318.766695,86.702305,282.94101,-28.601345,-295.143645,333.50821,5.275425,-185.611545,564.51419,-70.024015,282.016145,324.52597,-9.596225,178.025845,536.95248,19.195705,-164.313445,18.00223,-19.195705,164.313445,-18.00223,427.909395,-54.168545,227.85815,759.142305,-66.268525,42.32205,380.800385,139.624545,236.85116,638.833955,107.236545,-13.69144,-390.506625,-38.428005,475.0599,0,0,0
1.288,-201.614895,6.50345,264.113825,-293.840425,-148.97922,262.324405,-324.074555,86.86575,276.418155,-34.567105,-300.24277,329.041255,2.756805,-191.56992,560.019345,-76.324795,288.22305,317.789915,-11.973605,187.36899,530.809015,18.359835,-164.12436,19.023745,-18.359835,164.12436,-19.023745,427.824125,-51.81711,230.770755,763.548495,-66.9412,52.586755,380.693935,138.21389,240.723785,644.913665,108.68991,-4.339475,-398.614655,-38.59043,467.600525,0,0,0
1.292,-206.01246,6.97586,260.65192,-298.706,-148.00107,256.69733,-329.47797,87.30002,269.88055,-40.6731,-305.38229,324.51044,0.20959,-197.73654,555.48895,-82.76716,294.43564,310.9259,-14.45569,197.05771,524.58154,17.49292,-163.97226,20.00006,-17.49292,163.97226,-20.00006,427.27758,-49.41641,233.9371,767.39538,-67.52866,63.28494,380.22546,136.76541,244.80667,650.60113,110.1683,5.51456,-406.69129,-38.62625,460.13147,0,0,0
1.296,-210.46451,7.517975,257.188385,-303.7363,-147.154145,250.975615,-334.98178,88.012545,263.317845,-46.93509,-310.556365,319.885045,-2.39749,-204.132045,550.894075,-89.36087,300.618075,303.905185,-17.12869,207.060885,518.230685,16.61136,-163.860685,20.878755,-16.61136,163.860685,-20.878755,426.26108,-47.011505,237.329285,770.67862,-68.035795,74.420565,379.37674,135.268835,249.072965,655.86343,111.657385,15.850735,-414.74832,-38.562345,452.635165,0,0,0
1.3,-214.985375,8.129945,253.694335,-308.926235,-146.491025,245.138555,-340.563325,88.994205,256.724975,-53.355255,-315.759825,315.143495,-5.080045,-210.772765,546.215085,-96.097505,306.734075,296.708135,-20.033655,217.347595,511.728395,15.733065,-163.793275,21.619205,-15.733065,163.793275,-21.619205,424.784825,-44.648255,240.928005,773.408175,-68.467895,86.000615,378.145815,133.709715,253.504085,660.685825,113.133245,26.656405,-422.781885,-38.426325,445.100955,0,0,0
1.304,-219.57577,8.809695,250.142975,-314.24685,-146.060735,239.182165,-346.17264,90.220645,250.105685,-59.92135,-320.985715,310.274995,-7.83957,-217.667235,541.442295,-102.9512,312.748045,289.326025,-23.17514,227.886235,505.057895,14.87735,-163.772945,22.196135,-14.87735,163.772945,-22.196135,422.87692,-42.369145,244.725095,775.60556,-68.826845,98.036315,376.54453,132.073245,258.087095,665.07077,114.569035,37.927125,-430.77048,-38.242985,437.526645,0,0,0
1.308,-224.22208,9.549105,246.50919,-319.64756,-145.903405,233.11868,-351.74082,91.656225,243.47202,-66.60953,-326.224205,305.27689,-10.6688,-224.814175,536.57254,-109.88504,318.625825,281.75729,-26.53379,238.641145,498.20828,14.06198,-163.799285,22.60092,-14.06198,163.799285,-22.60092,420.57779,-40.211145,248.72165,777.29782,-69.114595,110.54233,374.59323,130.346105,262.80994,669.03055,115.944735,49.66531,-438.67765,-38.034935,429.91861,0,0,0
1.312,-228.89871,10.32672,242.77002,-325.05563,-146.04492,226.9754,-357.19321,93.2594,236.83825,-73.38736,-331.46204,300.1488,-13.55606,-232.20447,531.60174,-116.86112,324.33569,274.00073,-30.07828,249.57214,491.16614,13.30173,-163.86926,22.8385,-13.30173,163.86926,-22.8385,417.93484,-38.20483,252.92367,778.51102,-69.33594,123.53439,372.32114,128.51538,267.66116,672.58047,117.25085,61.87485,-446.45914,-37.82404,422.28967,0,0,0
1.316,-233.56671,11.100005,238.908535,-330.38013,-146.495085,220.791475,-362.45777,94.986055,230.214145,-80.21332,-336.683685,294.887905,-16.48505,-239.831755,526.521945,-123.84271,329.848605,266.051665,-33.7735,260.635345,483.908965,12.60834,-163.977265,22.925385,-12.60834,163.977265,-22.925385,414.99945,-36.376855,257.339055,779.26739,-69.499535,137.027955,369.7677,126.566015,272.632475,675.73761,118.481475,74.557465,-454.06867,-37.632045,414.652985,0,0,0
1.32,-238.17227,11.80582,234.91666,-335.52426,-147.24679,214.60825,-367.47251,96.79459,223.60214,-87.03421,-341.86642,289.4866,-19.42954,-247.70358,521.32065,-130.79392,335.14194,257.90439,-37.58353,271.788,476.40665,11.9913,-164.11435,22.88736,-11.9913,164.11435,-22.88736,411.82327,-34.74673,261.97604,779.58487,-69.61313,151.03329,366.97836,124.48746,277.71518,678.51858,119.63376,87.71146,-461.46463,-37.47653,407.01816,0,0,0
1.324,-242.653475,12.36524,230.793275,-340.403405,-148.27771,208.461555,-372.192475,98.6496,217.000795,-93.785915,-346.97443,283.931465,-22.351955,-255.84857,515.981575,-137.679415,340.20038,249.557495,-41.468905,282.9942,468.629765,11.457245,-164.26593,22.757875,-11.457245,164.26593,-22.757875,408.454195,-33.32312,266.842565,779.474885,-69.68152,165.550415,363.996185,122.28375,282.897735,680.936805,120.70642,101.332245,-468.614525,-37.36774,399.391365,0,0,0
1.328,-246.951415,12.70266,226.54342,-344.955505,-149.55124,202.38003,-376.592715,100.52652,210.40762,-100.403195,-351.96061,278.20645,-25.208925,-264.30924,510.48758,-144.467465,345.01779,241.01651,-45.385805,294.23062,460.55655,11.009035,-164.41092,22.57309,-11.009035,164.41092,-22.57309,404.930235,-32.10001,271.94589,778.939575,-69.70322,180.56918,360.857275,119.97714,288.16949,683.003605,121.69735,115.41159,-475.496095,-37.30509,391.77908,0,0,0
1.332,-251.02521,12.77506,222.180695,-349.14697,-151.01877,196.388335,-380.67139,102.41275,203.822055,-106.8349,-356.77768,272.301115,-27.96161,-273.12387,504.823885,-151.1333,349.59848,232.294645,-49.29492,305.48782,452.176725,10.64569,-164.52194,22.365935,-10.64569,164.52194,-22.365935,401.27448,-31.0563,277.293605,777.96991,-69.66843,196.076145,357.58808,117.60312,293.527985,684.73108,122.59677,129.937375,-482.09662,-37.27701,384.193265,0,0,0
1.336,-254.860135,12.58585,217.726985,-352.972625,-152.62466,190.504455,-384.445285,104.30325,197.245355,-113.053315,-361.38907,266.214845,-30.586155,-282.31192,498.979125,-157.659635,353.95505,223.410885,-53.172635,316.76889,443.489075,10.364835,-164.57254,22.160525,-10.364835,164.57254,-22.160525,397.492345,-30.15933,282.892855,776.548495,-69.56094,212.060605,354.203705,115.20047,298.980585,686.134495,123.38187,144.892365,-488.412385,-37.26486,376.650695,0,0,0
1.34,-258.465025,12.1759,213.207615,-356.452025,-154.3114,184.736965,-387.941525,106.19403,190.679595,-119.051025,-365.77197,259.954005,-33.073605,-291.87549,492.943085,-164.032715,358.10431,214.386935,-57.014095,328.08661,434.495635,10.165405,-164.54858,21.970065,-10.165405,164.54858,-21.970065,393.575315,-29.37292,288.749175,774.654415,-69.36273,228.513335,350.710815,112.80426,304.538665,687.227475,124.02435,160.256435,-494.448055,-37.24768,369.167385,0,0,0
1.344,-261.86524,11.611915,208.64441,-359.62128,-156.022245,179.08118,-391.19049,108.081515,184.12695,-124.83161,-369.917755,253.52661,-35.42688,-301.801055,486.70288,-170.24195,362.065525,205.23938,-60.82862,339.463225,425.1969,10.04724,-164.454865,21.80139,-10.04724,164.454865,-21.80139,389.50451,-28.662385,294.8642,772.26593,-69.056855,245.41742,347.11361,110.447425,310.20727,688.01367,124.507605,176.00821,-500.21485,-37.202905,361.75256,0,0,0
1.348,-265.095945,10.98053,204.04883,-362.521425,-157.70111,173.51672,-394.218685,109.96545,177.58276,-130.401735,-373.82648,246.93347,-37.661565,-312.0456,480.23779,-176.277165,365.86325,195.96924,-64.638305,350.9295,415.58935,10.005795,-164.31317,21.66455,-10.005795,164.31317,-21.66455,385.254275,-27.99274,301.23041,769.363405,-68.62592,262.73974,343.420285,108.16455,315.97558,688.486995,124.83319,192.11859,-505.727175,-37.10517,354.40222,0,0,0
1.352,-268.198395,10.3782,199.421085,-365.192715,-159.29807,168.008725,-397.049775,111.84671,171.029965,-135.768825,-377.50253,240.163395,-39.809355,-322.52634,473.519955,-182.127225,369.52426,186.559265,-68.476225,362.51785,405.664065,10.029145,-164.15207,21.575315,-10.029145,164.15207,-21.575315,380.795475,-27.33267,307.828585,765.931545,-68.05466,280.431305,339.643525,105.99008,321.816895,688.637485,125.01175,208.545135,-511.000515,-36.92905,347.097845,0,0,0
1.356,-271.21808,9.890375,194.758115,-367.67407,-160.777165,162.518555,-399.71106,113.719725,164.445555,-140.9422,-380.956725,233.201175,-41.91614,-333.137395,466.524295,-187.78113,373.068905,176.987735,-72.37824,374.244045,395.413885,10.10016,-163.995055,21.545345,-10.10016,163.995055,-21.545345,376.09561,-26.663945,314.635135,761.95654,-67.334725,298.437925,335.78998,103.949525,327.701755,688.45062,125.052425,225.241185,-516.05512,-36.657355,339.818115,0,0,0
1.36,-274.20459,9.57083,190.058995,-370.00897,-162.12174,157.011445,-402.23773,115.56497,157.803195,-145.93652,-384.20926,226.033415,-44.03302,-343.78238,459.231045,-193.23444,376.50479,167.237515,-76.36792,386.08652,384.836395,10.20142,-163.85867,21.574495,-10.20142,163.85867,-21.574495,371.11731,-25.98557,321.626155,757.42145,-66.46811,316.705565,331.84979,102.0513,333.607115,687.90039,124.96084,242.162875,-520.92175,-36.28806,332.547085,0,0,0
1.364,-277.208285,9.43759,185.322295,-372.244235,-163.32931,151.454685,-404.670625,117.34934,151.068575,-150.772065,-387.28476,218.641815,-46.206875,-354.39523,451.618015,-198.490575,379.82855,157.293245,-80.454985,397.98575,373.926485,10.317475,-163.75998,21.653595,-10.317475,163.75998,-21.653595,365.820375,-25.30777,328.772275,752.306485,-65.46621,335.176455,327.793975,100.28958,339.513825,686.946745,124.74485,259.266055,-525.641755,-35.83328,325.269995,0,0,0
1.368,-280.28012,9.48517,180.54263,-374.43094,-164.4035,145.80869,-407.05338,119.03571,144.19614,-155.47305,-390.20392,210.99442,-48.47946,-364.93671,443.64987,-203.56131,383.03357,147.13059,-84.64536,409.8642,362.66788,10.43448,-163.72186,21.77176,-10.43448,163.72186,-21.77176,360.16681,-24.64325,336.02927,746.59042,-64.34253,353.78098,323.5798,98.65436,345.39792,685.53464,124.42383,276.49866,-530.26608,-35.30975,317.96835,0,0,0
1.372,-283.471925,9.69598,175.70947,-376.621035,-165.34882,140.02539,-409.432315,120.59296,137.12976,-160.064265,-392.98016,203.04358,-50.888975,-375.38678,435.27502,-208.465635,386.11423,136.71423,-88.947015,421.64667,351.03088,10.539185,-163.76947,21.92102,-10.539185,163.76947,-21.92102,354.124915,-24.00293,343.3341,740.251955,-63.10876,372.43512,319.161315,97.13922,351.22394,683.599485,124.02802,293.79757,-534.854005,-34.73151,310.6167,0,0,0
