Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0.0,0.003679846698934279,0.9999932293412154,-2.137564835668275e-17,-0.04791802869541602,0.9647331895897607,-0.2588314807551663,-0.9007850518358397,0.10103633271020984,-0.4223481382243508,-0.12065438813668673,-0.9926332334660465,0.011035508239455375,-0.2024608001971586,-0.5429777733695719,0.8149753137427833,0.9122497192702513,0.26317658595190874,-0.31390848076795447,0.2521665957552809,-0.966809982132941,0.04111528223537673,0.12625305656636815,-0.42582008426135737,0.8959561493439844,-0.999993229341211,-0.0036798467000558705,-1.972632408489824e-18,0.2585763927125657,-0.9336352292977705,0.24791834894952083,-0.12138392612536832,-0.9791470437571969,-0.162901839093158,0.999993229341211,0.0036798467000558705,1.972632408489824e-18,-0.2744850287968683,-0.9234674874315231,0.26807791520991037,0.17091866803425898,-0.9830155223120005,-0.06683780226084243
0.004,0.003758676473339348,0.9999929361506354,-2.961202505513926e-17,-0.048347806158989606,0.9642578167282916,-0.2605174706579217,-0.9010527009064134,0.09962597295676662,-0.4221121837872902,-0.12205765334905001,-0.9924656382713712,0.010671743509044589,-0.2008522087775967,-0.5415663580939676,0.816311380546662,0.9121487702075642,0.2619778676137907,-0.3152018684737756,0.25192373875065505,-0.9668675973056263,0.04124898949473272,0.12886130713001787,-0.4288086557320495,0.8941576484569238,-0.9999929361506358,-0.0037586764732443394,-6.480764627044405e-18,0.25906076933154637,-0.9339318943263456,0.24628994001654064,-0.12011534521903332,-0.979761064103637,-0.16012670329904863,0.9999929361506358,0.0037586764732443394,6.480764627044405e-18,-0.27440798103596475,-0.9233514595153829,0.2685560316853414,0.17172278179389575,-0.982821178510733,-0.06763000283705416
0.008,0.0038700632967940633,0.9999925112769991,1.4669497785118888e-17,-0.04871060842045559,0.9637793235881742,-0.26221497297299884,-0.9013328170161364,0.0982567909832215,-0.42183498668962416,-0.12346900566672306,-0.9922935384287206,0.010437347952419651,-0.19926983437639634,-0.5401353142323857,0.8176462410032138,0.9120384627225483,0.2607743153813944,-0.31651634863314065,0.2516290032351704,-0.9669414848930027,0.04131597177593204,0.13150346258680956,-0.43157915767991656,0.8924383844187638,-0.9999925112769972,-0.003870063297230527,-2.0920967163607957e-18,0.2595336027685167,-0.9342049055320456,0.24475192239052015,-0.11887296742319879,-0.9803459065504968,-0.15745196450247192,0.9999925112769972,0.003870063297230527,2.0920967163607957e-18,-0.27434504729135817,-0.9232188349288285,0.26907578460232884,0.17248864005994005,-0.9826331709385908,-0.06840848208696411
0.012,0.004044463852638585,0.9999918211226253,4.119823118769869e-17,-0.0489662250596319,0.9632974257361149,-0.26393252617588436,-0.9016408192382248,0.09695296575011329,-0.4214782977991633,-0.12491371370542122,-0.9921130614266431,0.010403724091578855,-0.19767952597613875,-0.5386935564950351,0.8189823302126727,0.9119092202193849,0.259565093610708,-0.3178797512546808,0.25125152245265386,-0.9670413694028552,0.041275444621155996,0.13418735443707278,-0.4339830173818127,0.8908717609922074,-0.9999918211226358,-0.004044463850040597,2.3708074789179927e-18,0.25999045026477186,-0.9344357163036301,0.24338212314638696,-0.11768339980961874,-0.9808853431988184,-0.1549663218476385,0.9999918211226358,0.004044463850040597,-2.3708074789179927e-18,-0.27430286899306494,-0.923056834226091,0.26967390836096855,0.17318640266477814,-0.9824575910389963,-0.06916322535774141
0.016,0.004305981949278464,0.9999907292167525,-2.6268036139855286e-17,-0.04910726994938986,0.9628119612906275,-0.2656719842847806,-0.9019867403456231,0.09572438786294722,-0.4210187190718979,-0.12644872522952866,-0.9919168039001949,0.01057232369204871,-0.19598533951582545,-0.5372777569348064,0.8203184495048065,0.9117499608380384,0.2583715478345166,-0.31930573465165246,0.2507873289605727,-0.9671689850160707,0.04110802909171176,0.13689447654044423,-0.43594009143414425,0.8895033102654017,-0.999990729216737,-0.004305981952871752,-2.5586799853839546e-18,0.26043778774797527,-0.9346083819597347,0.24223817016223395,-0.11657061107985935,-0.9813680706395901,-0.15273507312204615,0.999990729216737,0.004305981952871752,2.5586799853839546e-18,-0.27427532171125824,-0.9228592174124668,0.27037735248543854,0.17380163115408656,-0.9822977732951931,-0.0698861759397681
0.02,0.00465384155283279,0.9999891708207651,1.822389066814374e-17,-0.049159907509210184,0.962327287665234,-0.26741259302538445,-0.9023716356443481,0.09458149070473193,-0.420451867400556,-0.12812652974857852,-0.991697956708267,0.010897478388818715,-0.19407404556050747,-0.535922493497066,0.8216582901691343,0.9115565186407288,0.2572453652523877,-0.3207639870368246,0.2502620107468014,-0.9673184038152742,0.04079254364755947,0.1395868319702132,-0.4374319574652748,0.8883517315391566,-0.999989170820748,-0.004653841556476242,3.258491852837314e-18,0.26089734118501345,-0.9347116095453671,0.24134370582988063,-0.11553603673415888,-0.9817880376189648,-0.15081005737040623,0.999989170820748,0.004653841556476242,-3.258491852837314e-18,-0.2742377821247769,-0.9226316827069021,0.2711907390024846,0.17434659275831105,-0.9821518958982968,-0.07057562594089445
0.024,0.005033897882888716,0.999987329855786,3.2036221221015045e-17,-0.04918175604037512,0.9618552280311289,-0.26910160754252255,-0.9027801516747187,0.09355236735229124,-0.4198046596989531,-0.12991685564430705,-0.991460067562402,0.011337770885561548,-0.19192273017596684,-0.5346430960715309,0.8229960057405205,0.9113355967251692,0.25626725352100393,-0.32217157682573666,0.24974500326170387,-0.9674726857078806,0.040299326979396116,0.14220474450901566,-0.4385281311296962,0.8873955650368226,-0.9999873298557694,-0.005033897886175172,4.595571565040615e-18,0.2614106322378715,-0.9347433472542869,0.24066440558763152,-0.11453538594744207,-0.9821451011074479,-0.14924022827814057,0.9999873298557694,0.005033897886175172,-4.595571565040615e-18,-0.27414246654056257,-0.9223974957370223,0.2720822814832423,0.17487643026146935,-0.9820094282528185,-0.07124406614994694
0.027999999999999997,0.005336257852353596,0.9999857620747074,-3.101192272442066e-17,-0.04925909537495211,0.9614116968050047,-0.2706678606140061,-0.9031802450570418,0.09267060879927654,-0.4191391215377937,-0.13164774545201552,-0.9912249436733325,0.01191562659703634,-0.18967886077633897,-0.5334395316698174,0.8242961821011159,0.9111064890621349,0.25551513522928343,-0.32341456562379933,0.24934683079298645,-0.9676039397674786,0.039607748231213345,0.1446745499452912,-0.43937771550667654,0.8865757145976092,-0.9999857620747115,-0.005336257851573117,5.022844403129929e-18,0.2620340209846694,-0.9347124633274424,0.24010577408082165,-0.1134771650120099,-0.9824443987019033,-0.148074091184423,0.9999857620747115,0.005336257851573117,-5.022844403129929e-18,-0.2739193437134513,-0.9221968154406311,0.27298576287189535,0.17549002454704993,-0.9818505489857451,-0.07192183771892219
0.032,0.005439238834060718,0.9999852072310401,-4.385735016113558e-19,-0.0494848512028515,0.9610091706828032,-0.2720526113915878,-0.9035354417977369,0.09194937990614374,-0.4185319784081546,-0.13305107227883656,-0.9910271284819101,0.012753147782075598,-0.18762610152740808,-0.5322930556233387,0.8255062379902383,0.9108932172621507,0.25503312531735234,-0.32439428437731765,0.24918067265769245,-0.9676824119519942,0.03872650219979863,0.14694965067695295,-0.4401438218849618,0.885821210077079,-0.9999852072310335,-0.005439238835271102,-8.078250725117313e-18,0.26282333016645093,-0.9346333483678471,0.23955041481684672,-0.1122632374435406,-0.9826950057129965,-0.14733462344414952,0.9999852072310335,0.005439238835271102,8.078250725117313e-18,-0.2734909145335343,-0.9220742684545182,0.2738279808961753,0.17629919538305672,-0.9816526641147304,-0.07264048969919676
0.036000000000000004,0.0052826728169709705,0.9999860465866056,-2.7219780489891177e-17,-0.0499119030379948,0.9606483267707053,-0.27324639834363745,-0.9038264774135368,0.09135944087245759,-0.4180324763576501,-0.13389589981249372,-0.9908957869008718,0.014050890203286275,-0.18606119347506467,-0.5311471369935847,0.8265978170465685,0.9107074938853273,0.2548047108239901,-0.3250944784566624,0.24929533697304915,-0.9676934872050292,0.03769814033163854,0.1490520465047976,-0.4409258797143178,0.885080705942055,-0.9999860465866082,-0.005282672816489483,-7.395739741430445e-19,0.263795735930038,-0.9345189186269944,0.23892718646768213,-0.11085839005596437,-0.9829064521211908,-0.1469874951576935,0.9999860465866082,0.005282672816489483,7.395739741430445e-19,-0.2728106288246678,-0.9220546245958934,0.27457172116154904,0.17736419270149154,-0.9814036237940211,-0.07340892555617133
