Frame#,sternumU,,,shoulderR,,,shoulderL,,,elbowRin,,,wristRin,,,elbowLin,,,wristLin,,,pvsR,,,pvsL,,,kneeRin,,,heelR,,,kneeLin,,,heelL,,,headT,,,pvCenter,,
Time,X3,Y3,Z3,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X9,Y9,Z9,X13,Y13,Z13,X15,Y15,Z15,X22,Y22,Z22,X23,Y23,Z23,X26,Y26,Z26,X28,Y28,Z28,X33,Y33,Z33,X35,Y35,Z35,X40,Y40,Z40,X41,Y41,Z41
0.708,779.10059,-865.8559,1129.52417,747.1402,-1044.65393,1208.04968,742.2157,-751.91754,1216.73169,926.30615,-1145.10327,971.88806,1121.21362,-1003.92535,1008.34387,927.29578,-646.88257,984.5061,1092.99878,-790.58911,1063.93018,610.4696,-1062.52148,786.84534,554.73743,-710.19061,804.90918,869.80566,-930.16302,454.07162,716.47034,-958.0332,105.2327,860.74609,-817.15942,466.2049,707.92859,-794.78949,116.27584,768.96765,-893.89661,1451.9613,582.603515,-886.356045,795.87726
0.712,777.08337,-865.52472,1124.92908,745.35114,-1043.95178,1203.63403,740.30139,-752.10358,1212.48389,925.93414,-1144.10352,969.21387,1120.24109,-1002.32043,1006.92041,926.56653,-648.1095,981.53967,1091.88708,-792.31311,1061.52393,608.01385,-1062.43054,782.51233,552.27112,-710.02142,800.82288,869.76746,-930.33875,453.47479,716.51318,-957.94403,105.1629,860.95422,-816.23822,466.05463,707.97644,-794.75671,116.30309,767.10754,-893.6803,1447.17688,580.142485,-886.22598,791.667605
0.716,775.05688,-865.1781,1120.34949,743.51117,-1043.26147,1199.21118,738.35284,-752.28558,1208.21667,925.49438,-1143.08154,966.46393,1119.23853,-1000.73102,1005.46521,925.78107,-649.33411,978.55896,1090.7522,-793.97992,1059.08545,605.5459,-1062.3822,778.17261,549.84412,-709.88019,796.69647,869.85388,-930.46814,453.04227,716.55322,-957.85211,105.09482,861.1297,-815.33325,465.91217,708.02869,-794.7312,116.31441,765.19684,-893.45605,1442.36414,577.69501,-886.131195,787.43454
0.72,773.00818,-864.828,1115.77356,741.61383,-1042.58447,1194.77661,736.36877,-752.46387,1203.9248,924.98254,-1142.02454,963.61365,1118.21021,-999.15906,1003.97601,924.94385,-650.55341,975.56641,1089.57935,-795.57007,1056.61963,603.07056,-1062.36829,773.83154,547.46515,-709.78333,792.52832,870.05103,-930.55951,452.75159,716.58893,-957.7608,105.02921,861.25879,-814.44727,465.76807,708.08148,-794.71655,116.30706,763.24146,-893.2243,1437.52844,575.267855,-886.07581,783.17993
0.724,770.92883,-864.48291,1111.19189,739.6535,-1041.92273,1190.32397,734.349,-752.63916,1199.60474,924.39661,-1140.92493,960.65204,1117.15576,-997.60883,1002.45288,924.05664,-651.76459,972.56323,1088.35559,-797.0675,1054.13525,600.59363,-1062.37854,769.49182,545.13702,-709.73895,788.31763,870.33441,-930.62256,452.57217,716.6192,-957.67169,104.96542,861.32953,-813.58215,465.6116,708.13141,-794.71869,116.28051,761.24597,-892.98578,1432.67456,572.865325,-886.058745,778.904725
0.728,768.8158,-864.14868,1106.59937,737.6272,-1041.27783,1185.8479,732.29535,-752.81274,1195.25476,923.73633,-1139.78503,957.58569,1116.06958,-996.0835,1000.89697,923.11835,-652.96252,969.54871,1087.07629,-798.45361,1051.63806,598.11993,-1062.40417,765.15234,542.85638,-709.74597,784.06439,870.67584,-930.66699,452.47141,716.64331,-957.58417,104.90106,861.33496,-812.73865,465.4357,708.17621,-794.74237,116.23592,759.21216,-892.74127,1427.8053,570.488155,-886.07507,774.608365
0.732,766.6709,-863.82959,1101.99536,735.53491,-1040.65173,1181.34326,730.21106,-752.98584,1190.87512,923.0036,-1138.61853,954.43799,1114.94214,-994.58484,999.30658,922.12665,-654.13898,966.52075,1085.74219,-799.71619,1049.1311,595.65149,-1062.43884,760.80853,540.61267,-709.79242,779.76935,871.04651,-930.70306,452.41623,716.66089,-957.49609,104.83252,861.27423,-811.91705,465.23898,708.21472,-794.78857,116.17498,757.14038,-892.49139,1422.92212,568.13208,-886.11563,770.28894
0.736,764.49878,-863.52899,1097.38135,733.37842,-1040.04529,1176.80591,728.09802,-753.15906,1186.46509,922.20459,-1137.44421,951.24261,1113.76392,-993.11389,997.677,921.0813,-655.28503,963.47699,1084.35327,-800.8634,1046.61926,593.1889,-1062.47632,756.45398,538.38989,-709.85699,775.43182,871.41626,-930.74225,452.37122,716.67255,-957.40509,104.75607,861.15204,-811.11615,465.02512,708.24628,-794.85437,116.09939,755.03052,-892.23682,1418.02673,565.789395,-886.166655,765.9429
0.74,762.30194,-863.2511,1092.75659,731.16064,-1039.45825,1172.23279,725.95435,-753.33228,1182.02026,921.34967,-1136.27551,948.03052,1112.53076,-991.67157,996.00415,919.98499,-656.39319,960.41425,1082.90613,-801.92249,1044.10962,590.73193,-1062.51099,752.08179,536.17053,-709.91467,771.04834,871.75159,-930.79645,452.29828,716.6792,-957.3092,104.66855,860.97791,-810.33185,464.80139,708.271,-794.93378,116.01064,752.88141,-891.97906,1413.11987,563.45123,-886.21283,761.565065
0.744,760.07739,-863.00146,1088.11328,728.88562,-1038.89001,1167.62158,723.77417,-753.5047,1177.53442,920.44897,-1135.11743,944.82251,1111.2439,-990.25903,994.28821,918.8418,-657.45868,957.32898,1081.39758,-802.92334,1041.60876,588.28088,-1062.53882,747.68506,533.93878,-709.94263,766.61389,872.01837,-930.87524,452.16119,716.68207,-957.20801,104.56778,860.76483,-809.55756,464.5769,708.28931,-795.01892,115.91045,750.69098,-891.72058,1408.20166,561.10983,-886.240725,757.149475
0.748,757.81873,-862.78455,1083.43677,726.55811,-1038.33887,1162.97034,721.55017,-753.67505,1173.00256,919.50977,-1133.97412,941.63013,1109.90674,-988.8772,992.53375,917.65387,-658.47778,954.21753,1079.82654,-803.88904,1039.12134,585.83636,-1062.55713,743.25763,531.68549,-709.92688,762.12415,872.18707,-930.98334,451.93246,716.68201,-957.10315,104.4527,860.52539,-808.78699,464.35931,708.30206,-795.10242,115.80077,748.4566,-891.46503,1403.27026,558.760925,-886.242005,752.69089
0.752,755.52209,-862.60217,1078.71191,724.18347,-1037.80212,1158.27942,719.27808,-753.84216,1168.42261,918.53705,-1132.85669,938.46021,1108.52466,-987.52502,990.74792,916.41986,-659.44562,951.07623,1078.19324,-804.83569,1036.65015,583.39899,-1062.56177,738.79401,529.4079,-709.86554,757.5766,872.23682,-931.1203,451.59787,716.6803,-956.99829,104.32349,860.26685,-808.01569,464.15192,708.31,-795.17859,115.6842,746.17566,-891.21631,1398.32239,556.403445,-886.213655,748.185305
0.756,753.19006,-862.45276,1073.93066,721.76941,-1037.27673,1153.55396,716.95923,-754.00574,1163.79517,917.53442,-1131.78442,935.31836,1107.10425,-986.19855,988.93842,915.13635,-660.35535,947.90228,1076.49915,-805.77228,1034.19653,580.96857,-1062.54639,734.28931,527.10571,-709.76337,752.97083,872.1571,-931.28003,451.15811,716.67896,-956.89655,104.18192,859.98975,-807.2417,463.9523,708.3136,-795.24365,115.56417,743.84534,-890.97778,1393.35303,554.03714,-886.15488,743.63007
0.76,750.83179,-862.3316,1069.09644,719.32697,-1036.75964,1148.80273,714.5979,-754.16608,1159.12292,916.50238,-1130.77747,932.20935,1105.64966,-984.8938,987.11328,913.8009,-661.19983,944.69324,1074.74805,-806.70068,1031.76245,578.54443,-1062.50317,729.7384,524.77905,-709.62701,748.30829,871.95093,-931.45117,450.63159,716.68036,-956.79968,104.03058,859.69104,-806.46533,463.75525,708.3136,-795.2959,115.44476,741.46149,-890.75177,1388.35571,551.66174,-886.06509,739.023345
0.764,748.45959,-862.2323,1064.22119,716.867,-1036.24707,1144.03369,712.1969,-754.32404,1154.41016,915.4364,-1129.8479,929.13391,1104.15869,-983.60925,985.28113,912.41205,-661.97308,941.44788,1072.94714,-807.61566,1029.34961,576.12592,-1062.42517,725.13617,522.42816,-709.46246,743.59155,871.63818,-931.61749,450.05624,716.68591,-956.70721,103.87164,859.3681,-805.68884,463.55725,708.31061,-795.33496,115.32909,739.0191,-890.54028,1383.32422,549.27704,-885.943815,734.36386
0.768,746.086,-862.14917,1059.32031,714.39545,-1035.73535,1139.25024,709.75647,-754.47992,1149.66138,914.33081,-1128.99402,926.08655,1102.62549,-982.3443,983.44934,910.9693,-662.66974,938.16852,1071.10461,-808.50677,1026.95947,573.71344,-1062.30896,720.47797,520.05347,-709.27448,738.823,871.2514,-931.76184,449.48157,716.69635,-956.61615,103.70645,859.01978,-804.91431,463.35788,708.3053,-795.36163,115.21835,736.5155,-890.34448,1378.25452,546.883455,-885.79172,729.650485
0.772,743.72162,-862.07739,1054.40955,711.91235,-1035.22083,1134.45227,707.27417,-754.6333,1144.8811,913.18317,-1128.20081,923.05585,1101.04736,-981.09729,981.62219,909.47333,-663.28699,934.86151,1069.22729,-809.36475,1024.59265,571.3078,-1062.1543,715.76135,517.6543,-709.06696,734.00427,870.82117,-931.87109,448.95038,716.71185,-956.52173,103.53632,858.64612,-804.14185,463.15918,708.29797,-795.37744,115.11178,733.95172,-890.164,1373.14624,544.48105,-885.61063,724.88281
0.776,741.37262,-862.01245,1049.50037,709.41339,-1034.70056,1129.63916,704.74524,-754.78333,1140.07275,911.9931,-1127.44763,920.02777,1099.42834,-979.86584,979.80084,907.92865,-663.82819,931.5351,1067.31836,-810.18774,1022.24963,568.9093,-1061.96436,710.98657,515.22919,-708.84418,729.13568,870.36719,-931.93939,448.48752,716.73163,-956.4184,103.36395,858.24756,-803.36938,462.96558,708.28778,-795.38379,115.00735,731.33038,-889.99689,1368.00208,542.069245,-885.40427,720.061125
0.78,739.03748,-861.95062,1044.59766,706.89246,-1034.17468,1124.8114,702.16345,-754.92926,1135.23926,910.76001,-1126.71411,916.98792,1097.77295,-978.64832,977.98627,906.34357,-664.30237,928.19604,1065.37476,-810.9826,1019.93365,566.51611,-1061.74719,706.15637,512.77881,-708.61438,724.21741,869.90082,-931.96655,448.10223,716.75293,-956.30133,103.19241,857.82349,-802.59406,462.78308,708.27325,-795.38159,114.90255,728.65424,-889.84143,1362.82898,539.64746,-885.180785,715.18689
0.784,736.70605,-861.88837,1039.69836,704.34314,-1033.64697,1119.97205,699.52417,-755.07147,1130.38367,909.48242,-1125.98035,913.92224,1096.08179,-977.44556,976.17969,904.72717,-664.72095,924.84583,1063.38916,-811.75958,1017.64899,564.12427,-1061.51929,701.27551,510.30969,-708.39209,719.25122,869.42847,-931.95605,447.79318,716.77136,-956.16724,103.02298,857.37183,-801.81482,462.61743,708.25208,-795.37054,114.79467,725.9259,-889.69739,1357.63513,537.21698,-884.95569,710.263365
0.788,734.36389,-861.823,1034.79541,701.76111,-1033.12378,1115.12512,696.82922,-755.21094,1125.51147,908.15826,-1125.22998,910.82001,1094.34937,-976.2619,974.38025,903.08624,-665.09558,921.48059,1061.35339,-812.52637,1015.39777,561.72803,-1061.30457,696.35046,507.83301,-708.19574,714.24072,868.95337,-931.9137,447.55194,716.78296,-956.01495,102.85449,856.88904,-801.03418,462.47205,708.22217,-795.34973,114.68108,723.14783,-889.56531,1352.42786,534.78052,-884.750155,705.29559
0.792,731.99603,-861.75317,1029.87891,699.14392,-1032.60999,1110.27417,694.08612,-755.34766,1120.63147,906.78467,-1124.45496,907.6756,1092.56482,-975.10608,972.58374,901.42346,-665.43793,918.09674,1059.25977,-813.28467,1013.17761,559.32208,-1061.12708,691.38721,505.36032,-708.04083,709.18945,868.47461,-931.84552,447.3667,716.78613,-955.84521,102.68454,856.37,-800.25714,462.3472,708.18201,-795.31805,114.55938,720.32196,-889.44427,1347.21265,532.3412,-884.583955,700.28833
0.796,729.58948,-861.67908,1024.94043,696.48853,-1032.10791,1105.42114,691.30292,-755.48065,1115.75159,905.35815,-1123.65564,904.48932,1090.71655,-973.98743,970.78583,899.73828,-665.75897,914.69464,1057.10217,-814.02728,1010.98206,556.90253,-1061.00012,686.38898,502.89926,-707.93268,704.09998,867.98682,-931.7572,447.22528,716.78223,-955.65936,102.51193,855.80762,-799.48932,462.23926,708.13208,-795.27606,114.42834,717.44958,-889.33081,1341.99341,529.900895,-884.4664,695.24448
0.8,727.13391,-861.60095,1019.97668,693.79004,-1031.61707,1100.56604,688.48352,-755.60834,1110.87598,903.87451,-1122.8396,901.26727,1088.79688,-972.91211,968.98486,898.02625,-666.06689,911.27911,1054.88062,-814.73108,1008.7998,554.46838,-1060.92383,681.35645,500.45313,-707.86572,698.97461,867.48065,-931.65411,447.11502,716.77484,-955.4599,102.3382,855.19409,-798.73535,462.14261,708.07526,-795.22681,114.28848,714.53046,-889.21967,1336.77161,527.460755,-884.394775,690.16553
0.804,724.62274,-861.51849,1014.98883,691.04358,-1031.13647,1095.70825,685.62866,-755.72803,1106.00696,902.32825,-1122.0199,898.02087,1086.80457,-971.88165,967.18201,896.27911,-666.36548,907.85815,1052.60254,-815.36005,1006.61481,552.02063,-1060.89185,676.29175,498.02393,-707.82977,693.81512,866.94421,-931.5415,447.02185,716.76819,-955.25092,102.16568,854.52393,-797.99811,462.05481,708.01636,-795.17615,114.14239,711.56311,-889.10602,1331.54688,525.02228,-884.36081,685.053435
0.808,722.05347,-861.42975,1009.98096,688.24548,-1030.66455,1090.84778,682.7381,-755.83636,1101.14697,900.71503,-1121.20984,894.76514,1084.74109,-970.89502,965.37946,894.48834,-666.65503,904.44043,1050.27344,-815.89197,1004.40991,549.56091,-1060.89771,671.20044,495.61292,-707.8147,688.62146,866.36694,-931.42328,446.93408,716.76587,-955.0376,101.99649,853.79584,-797.27832,461.97928,707.96057,-795.13043,113.99355,708.54663,-888.98615,1326.3186,522.586915,-884.356205,679.91095
0.812,719.42841,-861.33057,1004.95905,685.39264,-1030.19983,1085.98474,679.81018,-755.93152,1096.29822,899.03345,-1120.41772,891.51874,1082.60938,-969.94934,963.57886,892.64862,-666.93561,901.0351,1047.89258,-816.33655,1002.17194,547.09009,-1060.9364,666.09106,493.21875,-707.81091,683.39368,865.74365,-931.30005,446.84845,716.77112,-954.82581,101.83246,853.01093,-796.57544,461.92365,707.91187,-795.09393,113.84451,705.48145,-888.85742,1321.0863,520.15442,-884.373655,674.74237
0.816,716.75201,-861.21558,999.9295,682.48273,-1029.74097,1081.11963,676.8429,-756.01373,1091.46045,897.28528,-1119.64832,888.30139,1080.41223,-969.04016,961.78125,890.75751,-667.20831,897.65076,1045.4585,-816.71704,999.89587,544.60999,-1061.00342,660.97205,490.83545,-707.80762,678.13269,865.07556,-931.17017,446.76886,716.78619,-954.62122,101.67441,852.16956,-795.88806,461.89542,707.87195,-795.06812,113.69534,702.36865,-888.71686,1315.84888,517.72272,-884.40552,669.55237
0.82,714.02789,-861.08105,994.89758,679.5141,-1029.2865,1076.25269,673.83435,-756.08496,1086.63196,895.47424,-1118.90527,885.12866,1078.15149,-968.16058,959.98871,888.81458,-667.47467,894.29547,1042.97302,-817.05103,997.59253,542.12402,-1061.09216,655.84955,488.45062,-707.79126,672.84064,864.36548,-931.0321,446.7002,716.81146,-954.42847,101.52115,851.26978,-795.21332,461.89966,707.84058,-795.05219,113.54382,699.20874,-888.56183,1310.6062,515.28732,-884.44171,664.345095
0.824,711.25708,-860.92548,989.86743,676.48572,-1028.83606,1071.38269,670.78168,-756.14807,1081.8103,893.60614,-1118.18909,882.00769,1075.82861,-967.30359,958.20459,886.81995,-667.73535,890.97522,1040.44324,-817.34619,995.28564,539.63812,-1061.19385,650.72717,486.04684,-707.74689,667.52161,863.61615,-930.88531,446.646,716.8446,-954.25055,101.36932,850.30786,-794.54773,461.93939,707.81592,-795.04443,113.38607,696.00281,-888.39099,1305.35974,512.84248,-884.47037,659.12439
0.828,708.44019,-860.74884,984.84344,673.39679,-1028.38965,1066.50586,667.68066,-756.20697,1076.99121,891.6886,-1117.4967,878.93774,1073.44287,-966.46527,956.43164,884.77252,-667.98877,887.69379,1037.88086,-817.59863,992.99634,537.1582,-1061.29919,645.60583,483.60834,-707.66406,662.18188,862.82642,-930.73047,446.60791,716.88171,-954.08789,101.21371,849.27948,-793.88831,462.01495,707.79565,-795.04395,113.21795,692.75354,-888.20587,1300.11047,510.38327,-884.481625,653.893855
0.832,705.58075,-860.5517,979.82971,670.24725,-1027.94775,1061.61499,664.52734,-756.26642,1072.17041,889.72888,-1116.8241,875.91223,1070.99304,-965.64636,954.67175,882.67139,-668.2323,884.45331,1035.29846,-817.79468,990.73431,534.68823,-1061.40173,640.48486,481.12753,-707.54175,656.82764,861.98816,-930.57166,446.58255,716.91895,-953.93884,101.04865,848.17957,-793.23401,462.12057,707.77722,-795.05231,113.036,689.46313,-888.0105,1294.8584,507.90788,-884.47174,648.65625
0.836,702.68585,-860.33606,974.82959,667.03754,-1027.51025,1056.70166,661.31946,-756.33026,1067.34473,887.73187,-1116.16882,872.92114,1068.47827,-964.84998,952.92749,880.51636,-668.46387,881.25458,1032.70215,-817.91687,988.49872,532.22913,-1061.49854,635.36255,478.6059,-707.38666,651.46216,861.08923,-930.41547,446.56308,716.95361,-953.80017,100.86981,847.00244,-792.58734,462.24127,707.75781,-795.07263,112.8388,686.13129,-887.81036,1289.60168,505.417515,-884.4426,643.412355
0.84,699.75824,-860.10876,969.84064,663.7702,-1027.07605,1051.76135,658.0564,-756.40118,1062.51196,885.70056,-1115.5271,869.953,1065.89893,-964.07825,951.20422,878.3078,-668.68176,878.09692,1030.08875,-817.9519,986.27905,529.7793,-1061.58789,630.23639,476.05008,-707.21057,646.08545,860.12097,-930.26843,446.54572,716.98413,-953.66815,100.67496,845.7417,-791.95172,462.35623,707.73523,-795.10791,112.62728,682.75562,-887.60968,1284.34033,502.91469,-884.39923,638.16092
0.844,696.79077,-859.88245,964.85406,660.45044,-1026.64453,1046.79883,654.73828,-756.48157,1057.67151,883.63751,-1114.89136,866.99622,1063.25598,-963.33008,949.50885,876.0448,-668.88342,874.97974,1027.44873,-817.89624,984.05566,527.33649,-1061.6665,625.10236,473.4704,-707.03162,640.70313,859.08142,-930.13586,446.53244,717.01001,-953.53986,100.46497,844.3905,-791.32886,462.4437,707.70813,-795.15887,112.40475,679.33514,-887.41058,1279.07788,500.403445,-884.34906,632.902745
0.848,693.77399,-859.67065,959.86139,657.08569,-1026.21533,1041.82471,651.36603,-756.57373,1052.82312,881.5437,-1114.25598,864.04156,1060.55029,-962.60193,947.84814,873.72693,-669.06714,871.90405,1024.77026,-817.76184,981.80823,524.8988,-1061.73047,619.95581,470.87717,-706.86987,635.32983,857.9718,-930.02173,446.52881,717.03107,-953.41394,100.24448,842.94183,-790.71863,462.48453,707.6756,-795.22388,112.17626,675.8703,-887.21362,1273.82007,497.887985,-884.30017,627.64282
0.852,690.70325,-859.48169,954.86011,653.68317,-1025.78723,1036.85046,647.9422,-756.67896,1047.9668,879.41675,-1113.62134,861.08569,1057.78247,-961.88934,946.22711,871.35443,-669.23334,868.87183,1022.03845,-817.57996,979.53394,522.46552,-1061.77808,614.7934,468.27167,-706.7337,629.98047,856.7934,-929.92822,446.5433,717.0481,-953.29059,100.02063,841.39142,-790.11896,462.46927,707.63745,-795.29901,111.94833,672.3606,-887.01843,1268.57251,495.368595,-884.25589,622.386935
0.856,687.57965,-859.31635,949.85303,650.24854,-1025.35815,1031.88391,644.47095,-756.79572,1043.10266,877.25134,-1112.99219,858.13245,1054.9552,-961.18707,944.64893,868.92834,-669.38367,865.88483,1019.23419,-817.39496,977.25409,520.03625,-1061.81006,609.6134,465.64505,-706.61633,624.66003,855.54749,-929.85516,446.58804,717.06177,-953.17017,99.80136,839.73975,-789.52563,462.40131,707.59399,-795.37964,111.72784,668.80231,-886.82477,1263.3374,492.84065,-884.213195,617.136715
0.86,684.4082,-859.16913,944.84558,646.78473,-1024.92615,1026.92944,640.9577,-756.91992,1038.23267,875.04077,-1112.37366,855.19012,1052.07007,-960.49036,943.1145,866.45001,-669.52087,862.9433,1016.34161,-817.24658,974.99756,517.60962,-1061.82703,604.41492,462.98331,-706.49969,619.36157,854.23682,-929.79999,446.67795,717.0722,-953.052,99.59335,837.99121,-788.93213,462.29276,707.54529,-795.46014,111.52038,665.18884,-886.6333,1258.11255,490.296465,-884.16336,611.888245
0.864,681.198,-859.03033,939.84393,643.29248,-1024.49072,1021.98694,637.40784,-757.04669,1033.35986,872.78113,-1111.7688,852.26648,1049.12756,-959.79645,941.62213,863.92102,-669.6496,860.0459,1013.35278,-817.16138,972.78296,515.18237,-1061.82764,599.19666,460.26654,-706.35223,614.06677,852.86475,-929.75824,446.82684,717.07947,-952.93506,99.40143,836.15308,-788.33099,462.16074,707.49023,-795.53394,111.32845,661.51294,-886.44476,1252.8927,487.724455,-884.089935,606.631715
0.868,677.95807,-858.89026,934.85168,639.7702,-1024.05249,1017.05273,633.8252,-757.17114,1028.4884,870.47131,-1111.17786,849.36707,1046.1283,-959.10431,940.16846,861.3429,-669.77405,857.19006,1010.26666,-817.15515,970.61676,512.75024,-1061.8103,593.95728,457.47708,-706.14301,608.75684,851.42957,-929.72595,447.04123,717.08405,-952.81842,99.22824,834.23474,-787.71533,462.02472,707.42621,-795.59381,111.15163,657.76959,-886.25983,1247.67188,485.11366,-883.976655,601.35706
