time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.2242750157,-0.3812269309,2.1632500553,-0.1190368763,-0.1761152599,2.1220000553,0.0241529123,-0.179538801,2.1632500553,0.09875263,0.0901829168,2.2045000553,0.1358222085,0.3633281759,2.2045000553,-0.2566775786,-0.1726917188,2.0807500553,-0.3090127343,0.0901829168,2.2045000553,-0.2612429166,0.2218323343,2.4520000553,-0.0124561057,0.3086991241,2.2045000553,-0.0129222562,0.6602924674,2.2870000553,-0.0485989733,0.8925981586,2.1632500553,-0.1697572751,0.3837236672,2.3282500553,-0.1757725118,0.6362809451,2.4107500553,-0.1817877485,1.09054692,2.4932500553,-0.2242750157,-0.4224769309,2.1632500553,-0.2242750157,-0.3812269309,2.0807500553,-0.0467455513,-0.4305039204,2.0807500553,-0.182998982,-0.4219693602,2.0395000553
1,-0.2798857341,-0.4944745116,2.2130000973,-0.1148857341,-0.2207245116,2.0480000973,0.023326695,-0.2251702565,2.0892500973,0.0972855651,0.0888431633,2.1717500973,0.1028290615,0.321441983,2.2955000973,-0.2628146542,-0.1768207204,2.1305000973,-0.3102042158,0.0905306413,2.2130000973,-0.2665434247,0.2263332183,2.5017500973,-0.0127372088,0.3156656897,2.2542500973,-0.013902585,0.6494117148,2.4605000973,-0.0515700659,0.8902829473,2.2955000973,-0.1763922665,0.3387708629,2.4192500973,-0.1884227399,0.682073652,2.5842500973,-0.1241416644,0.9131259731,2.2130000973,-0.0736357341,-0.4532245116,2.2130000973,-0.2386357341,-0.5357245116,2.1717500973,-0.0460097998,-0.4237280055,2.0480000973,-0.1837616685,-0.4237280055,2.0480000973
2,0.0088642659,-0.3707245116,2.2130000973,-0.1171997167,-0.2251702565,2.0892500973,0.0237872556,-0.2296160015,2.1305000973,0.0972855651,0.0350256784,2.1717500973,0.1046768936,0.3272182763,2.3367500973,-0.2269894155,-0.2296160015,2.1305000973,-0.2729917056,0.0356909525,2.2130000973,-0.2665434247,0.2263332183,2.5017500973,-0.0129702841,0.321441983,2.2955000973,-0.013902585,0.6494117148,2.4605000973,-0.0552769099,0.9542762734,2.4605000973,-0.1793998848,0.3445471562,2.4605000973,-0.1884227399,0.682073652,2.5842500973,-0.1241416644,0.8582862843,2.2130000973,-0.0736357341,-0.4532245116,2.2130000973,-0.1973857341,-0.5357245116,2.1717500973,-0.0478632219,-0.440797126,2.1305000973,-0.1493237013,-0.4237280055,2.0480000973
3,-0.245447767,-0.4944745116,2.2130000973,-0.0820681138,-0.2251702565,2.0892500973,0.0242478161,-0.2340617464,2.1717500973,0.1028290615,0.0370215008,2.2955000973,0.1046768936,0.269311976,2.3367500973,-0.2313843054,-0.2340617464,2.1717500973,-0.2831687569,0.0370215008,2.2955000973,-0.2621485348,0.161628421,2.4605000973,-0.0132033593,0.269311976,2.3367500973,-0.013902585,0.6494117148,2.4605000973,-0.056203621,1.0322697205,2.5017500973,-0.1793998848,0.3445471562,2.4605000973,-0.1884227399,0.6180341288,2.5842500973,-0.126455647,0.8184227232,2.2542500973,-0.204197767,-0.4944745116,2.1717500973,-0.204197767,-0.4944745116,2.1717500973,-0.0497166439,-0.5127059353,2.2130000973,-0.155338938,-0.4935924072,2.1305000973
4,-0.245447767,-0.4944745116,2.2130000973,-0.0853088074,-0.2340617464,2.1717500973,0.0242478161,-0.2878792314,2.1717500973,0.1065247257,0.0383520492,2.3780000973,0.1065247257,0.2740660655,2.3780000973,-0.2313843054,-0.2340617464,2.1717500973,-0.2882572826,0.037686775,2.3367500973,-0.2709383146,0.1670477846,2.5430000973,-0.0132033593,0.269311976,2.3367500973,-0.013902585,0.5884388031,2.4605000973,-0.056203621,0.970274605,2.5017500973,-0.1824075032,0.2883283339,2.5017500973,-0.1449675076,0.5539946056,2.5842500973,-0.1542234379,0.9300079171,2.7492500973,-0.204197767,-0.4944745116,2.1717500973,-0.204197767,-0.4532245116,2.1717500973,-0.0497166439,-0.5127059353,2.2130000973,-0.1583465564,-0.5031491712,2.1717500973
5,-0.204197767,-0.4627253851,2.1717500973,-0.0853088074,-0.2878792314,2.1717500973,0.0247083767,-0.2933471802,2.2130000973,0.1083725578,-0.0209333846,2.4192500973,0.1102203899,0.2226013327,2.4605000973,-0.2313843054,-0.2340617464,2.1717500973,-0.2882572826,-0.0202195252,2.3367500973,-0.2621485348,0.161628421,2.4605000973,-0.0134364345,0.2740660655,2.3780000973,-0.013902585,0.5884388031,2.4605000973,-0.056203621,0.970274605,2.5017500973,-0.1824075032,0.2883283339,2.5017500973,-0.1472814902,0.5628375104,2.6255000973,-0.1565374205,0.8748112987,2.7905000973,-0.162947767,-0.5039753851,2.1717500973,-0.162947767,-0.5039753851,2.1717500973,-0.0497166439,-0.5127059353,2.2130000973,-0.1613541747,-0.5127059353,2.2130000973
6,-0.245447767,-0.4214753851,2.2130000973,-0.0853088074,-0.2878792314,2.1717500973,0.0251689372,-0.298815129,2.2542500973,0.1083725578,-0.0209333846,2.4192500973,0.1102203899,0.161628421,2.4605000973,-0.2313843054,-0.2878792314,2.1717500973,-0.2933458083,-0.0205764549,2.3780000973,-0.2621485348,0.1006555092,2.4605000973,-0.0136695098,0.2188694471,2.4192500973,-0.013902585,0.5884388031,2.4605000973,-0.057130332,0.9862729365,2.5430000973,-0.1824075032,0.2263332183,2.5017500973,-0.1495954727,0.5055964843,2.6667500973,-0.1565374205,0.8056607564,2.7905000973,-0.162947767,-0.5039753851,2.2130000973,-0.162947767,-0.5039753851,2.1717500973,-0.0497166439,-0.5127059353,2.2130000973,-0.1613541747,-0.5127059353,2.2130000973
7,-0.245447767,-0.5452253851,2.2955000973,-0.0901698477,-0.3042830777,2.2955000973,0.0260900583,-0.3097510265,2.3367500973,0.1102203899,-0.0212903142,2.4605000973,0.112068222,0.1643381028,2.5017500973,-0.2357791953,-0.2933471802,2.2130000973,-0.2933458083,-0.0205764549,2.3780000973,-0.2709383146,0.1040304652,2.5430000973,-0.013902585,0.2226013327,2.4605000973,-0.0143687355,0.6081690202,2.5430000973,-0.057130332,0.9862729365,2.5430000973,-0.1824075032,0.2263332183,2.5017500973,-0.1519094553,0.5134171852,2.7080000973,-0.1565374205,0.8056607564,2.7905000973,-0.162947767,-0.5039753851,2.2955000973,-0.121697767,-0.5039753851,2.2955000973,-0.0506433549,-0.5222626994,2.2542500973,-0.1613541747,-0.5127059353,2.2130000973
8,-0.204197767,-0.5039753851,2.4192500973,-0.0934105413,-0.3152189753,2.3780000973,0.0270111794,-0.3206869241,2.4192500973,0.0688460649,-0.082263226,2.4605000973,0.1102203899,0.161628421,2.4605000973,-0.2401740852,-0.298815129,2.2542500973,-0.2933458083,-0.0205764549,2.3780000973,-0.2621485348,0.1006555092,2.4605000973,-0.013902585,0.2226013327,2.4605000973,-0.0143687355,0.6081690202,2.5430000973,-0.057130332,0.9862729365,2.5430000973,-0.1854151215,0.230065104,2.5430000973,-0.1519094553,0.5134171852,2.7080000973,-0.1565374205,0.7365102141,2.7905000973,-0.162947767,-0.5039753851,2.2955000973,-0.121697767,-0.5039753851,2.2955000973,-0.0524967769,-0.5413762276,2.3367500973,-0.1673694114,-0.5318194635,2.2955000973
