time,Nosex,Nosey,Neckx,Necky,RSholderx,RSholdery,RElbowx,RElbowy,RWristx,RWristy,LSholderx,LSholdery,LElbowx,LElbowy,LWristx,LWristy,MidHipx,MidHipy,RHipx,RHipy,RKneex,RKneey,RAnklex,RAnkley,LHipx,LHipy,LKneex,LKneey,LAnklex,LAnkley,REyex,REyey,LEyex,LEyey,REarx,REary,LEarx,LEary,LBigToex,LBigToey,LSmallToex,LSmallToey,LHeelx,LHeely,RBigToex,RBigToey,RSmallToex,RSmallToey,RHeelx,RHeely,,,,,,,,,,,,,,,,,,,,,,,,,
0,nan,nan,nan,-0.197596,-0.104064,1.792,-0.026387,-0.108956,1.792,0.025749,0.149414,2.048,0.076063,0.350672,2.048,-0.35413,-0.09428,1.792,-0.432672,0.155004,2.048,-0.320862,0.177366,2.048,-0.1811,0.32831,2.048,-0.080471,0.317129,2.048,-0.09053,0.614632,2.304,-0.114565,0.976426,2.56,-0.276138,0.339491,2.048,-0.291788,0.696393,2.304,-0.260341,1.00457,2.304,-2.059085,-0.209268,2.304,0,0,0,-0.129112,-0.285056,1.792,-0.309681,-0.309007,2.048,-0.291788,1.029727,2.304,-0.316945,1.036016,2.304,-0.254052,1.054884,2.304,-0.041465,0.989512,2.816,-0.041465,1.004886,2.816,-0.149505,1.025343,2.56
1,nan,nan,nan,-0.192704,-0.113847,1.792,-0.026387,-0.123631,1.792,0.025749,0.132642,2.048,0.070473,0.32272,2.048,-0.349238,-0.104064,1.792,-0.432672,0.138233,2.048,-0.320862,0.177366,2.048,-0.1811,0.311539,2.048,-0.080471,0.305948,2.048,-0.09053,0.608343,2.304,-0.114565,0.969438,2.56,-0.276138,0.32272,2.048,-0.285498,0.664947,2.304,-0.254052,0.960544,2.304,-1.977324,-0.221847,2.304,0,0,0,-0.147557,-0.33696,2.048,-0.304091,-0.320188,2.048,-0.26663,0.979412,2.304,-0.298077,0.985702,2.304,-0.247763,1.00457,2.304,-0.041465,0.989512,2.816,-0.033778,1.004886,2.816,-0.142517,1.018355,2.56
2,nan,nan,nan,-0.187812,-0.128522,1.792,-0.026387,-0.133414,1.792,0.025749,0.11028,2.048,0.064882,0.294767,2.048,-0.393539,-0.135702,2.048,-0.432672,0.121461,2.048,-0.326453,0.171776,2.048,-0.175509,0.294767,2.048,-0.080471,0.289177,2.048,-0.09053,0.602053,2.304,-0.114565,0.969438,2.56,-0.270548,0.300358,2.048,-0.279209,0.6335,2.304,-0.241473,0.91023,2.304,-1.895563,-0.234425,2.304,0,0,0,-0.141966,-0.348141,2.048,-0.304091,-0.325779,2.048,-0.241473,0.929098,2.304,-0.310232,1.032331,2.56,-0.241473,0.954255,2.304,-0.041465,0.981825,2.816,-0.033778,1.004886,2.816,-0.142517,1.011366,2.56
3,nan,nan,nan,-0.214643,-0.158064,2.048,-0.030156,-0.163654,2.048,0.031339,0.093509,2.048,0.066703,0.306456,2.304,-0.387948,-0.146883,2.048,-0.432672,0.10469,2.048,-0.332043,0.171776,2.048,-0.175509,0.277996,2.048,-0.07488,0.272405,2.048,-0.09053,0.589475,2.304,-0.114565,0.96245,2.56,-0.270548,0.283586,2.048,-0.303244,0.668948,2.56,-0.235184,0.866205,2.304,-1.813802,-0.247004,2.304,0,0,0,-0.141966,-0.359322,2.048,-0.2985,-0.33696,2.048,-0.222605,0.885073,2.304,-0.289268,0.976426,2.56,-0.235184,0.903941,2.304,-0.041465,0.981825,2.816,-0.033778,1.004886,2.816,-0.142517,1.004378,2.56
4,-4.259902,-0.77855,3.84,-0.209052,-0.169245,2.048,-0.030156,-0.174835,2.048,0.031339,0.071147,2.048,0.060414,0.275009,2.304,-0.382358,-0.158064,2.048,-0.432672,0.082328,2.048,-0.337634,0.166185,2.048,-0.175509,0.261224,2.048,-0.080471,0.261224,2.048,-0.09053,0.583185,2.304,-0.114565,0.96245,2.56,-0.264957,0.266815,2.048,-0.296256,0.634008,2.56,-0.254327,0.920521,2.56,-1.732041,-0.259583,2.304,0,0,0,-0.136376,-0.364912,2.048,-0.29291,-0.348141,2.048,-0.219387,0.934497,2.56,-0.275292,0.920521,2.56,-0.254327,0.955462,2.56,-0.041465,0.981825,2.816,-0.033778,1.004886,2.816,-0.142517,1.004378,2.56
5,-2.985563,-0.570937,2.816,-0.209052,-0.180426,2.048,-0.035747,-0.186016,2.048,0.031339,0.054375,2.048,0.054125,0.249852,2.304,-0.376767,-0.169245,2.048,-0.432672,0.065556,2.048,-0.379838,0.180669,2.304,-0.175509,0.244453,2.048,-0.09053,0.275009,2.304,-0.09053,0.570607,2.304,-0.114565,0.955462,2.56,-0.298077,0.281298,2.304,-0.289268,0.606055,2.56,-0.247339,0.878592,2.56,-1.466915,-0.241921,2.048,0,0,0,-0.136376,-0.376093,2.048,-0.29291,-0.353731,2.048,-0.20541,0.892568,2.56,-0.254327,0.878592,2.56,-0.247339,0.906545,2.56,-0.041465,0.981825,2.816,-0.033778,1.004886,2.816,-0.142517,0.99739,2.56
6,-2.588362,-0.526022,2.56,-0.203462,-0.191607,2.048,-0.035747,-0.197197,2.048,0.025749,0.037604,2.048,0.054125,0.224695,2.304,-0.376767,-0.180426,2.048,-0.432672,0.048785,2.048,-0.386127,0.168091,2.304,-0.197448,0.26243,2.304,-0.09053,0.26243,2.304,-0.09053,0.558028,2.304,-0.114565,0.948473,2.56,-0.291788,0.26243,2.304,-0.289268,0.578103,2.56,-0.264386,0.92033,2.816,-1.049872,-0.189827,1.536,0,0,0,-0.136376,-0.381684,2.048,-0.287319,-0.364912,2.048,-0.184446,0.857628,2.56,-0.272073,0.92033,2.816,-0.264386,0.958764,2.816,-0.041465,0.981825,2.816,-0.033778,1.004886,2.816,-0.142517,0.990402,2.56
7,-2.216318,-0.473419,2.304,-0.203462,-0.197197,2.048,-0.041337,-0.208378,2.048,0.025749,0.026423,2.048,0.047835,0.199537,2.304,-0.371177,-0.191607,2.048,-0.486756,0.042304,2.304,-0.392417,0.161801,2.304,-0.197448,0.243562,2.304,-0.09053,0.243562,2.304,-0.0936,0.606055,2.56,-0.114565,0.941485,2.56,-0.291788,0.249852,2.304,-0.28228,0.55015,2.56,-0.256699,0.889582,2.816,-1.16615,-0.231248,1.792,0,0,0,-0.136376,-0.387274,2.048,-0.287319,-0.370503,2.048,-0.17047,0.822687,2.56,-0.256699,0.881895,2.816,-0.256699,0.912643,2.816,-0.033778,0.974138,2.816,-0.033778,1.004886,2.816,-0.142517,0.976426,2.56
8,-2.1094,-0.473419,2.304,-0.203462,-0.208378,2.048,-0.041337,-0.213969,2.048,0.028967,0.010858,2.304,0.047835,0.180669,2.304,-0.365586,-0.202788,2.048,-0.486756,0.023436,2.304,nan,nan,nan,-0.197448,0.224695,2.304,-0.09053,0.224695,2.304,-0.0936,0.592079,2.56,-0.114565,0.927509,2.56,-0.291788,0.230984,2.304,-0.310508,0.582104,2.816,-0.249012,0.851147,2.816,-1.10745,-0.241031,1.792,0,0,0,-0.141966,-0.392865,2.048,-0.287319,-0.376093,2.048,-0.156493,0.794735,2.56,-0.249012,0.84346,2.816,-0.256699,0.881895,2.816,-0.033778,0.966451,2.816,-0.033778,0.997199,2.816,-0.142517,0.969438,2.56
9,-2.008771,-0.479709,2.304,-0.209052,-0.219559,2.048,-0.046928,-0.22515,2.048,0.022678,-0.001721,2.304,0.046162,0.179779,2.56,-0.365586,-0.208378,2.048,-0.486756,0.010858,2.304,-0.443007,0.144839,2.56,-0.197448,0.212116,2.304,-0.096819,0.212116,2.304,-0.0936,0.571114,2.56,-0.114565,0.913533,2.56,-0.291788,0.212116,2.304,-0.310508,0.559043,2.816,-0.27165,0.903367,3.072,-1.053642,-0.250815,1.792,0,0,0,-0.141966,-0.398455,2.048,-0.323234,-0.429394,2.304,-0.149505,0.77377,2.56,-0.27165,0.894981,3.072,-0.249012,0.858834,2.816,-0.033778,0.958764,2.816,-0.033778,0.989512,2.816,-0.142517,0.948473,2.56
10,-1.908142,-0.479709,2.304,-0.209052,-0.22515,2.048,-0.052518,-0.236331,2.048,0.016389,-0.014299,2.304,0.046162,0.158815,2.56,-0.411285,-0.247004,2.304,-0.486756,-0.00801,2.304,-0.449995,0.130862,2.56,-0.197448,0.199537,2.304,-0.096819,0.193248,2.304,-0.086612,0.55015,2.56,-0.114565,0.892568,2.56,-0.291788,0.199537,2.304,-0.310508,0.54367,2.816,-0.27165,0.87821,3.072,-1.142666,-0.297826,2.048,0,0,0,-0.166001,-0.454551,2.304,-0.323234,-0.441973,2.304,-0.149505,0.752806,2.56,-0.27165,0.869824,3.072,-0.27165,0.911753,3.072,-0.033778,0.951077,2.816,-0.033778,0.981825,2.816,-0.149505,0.934497,2.56
11,-1.807513,-0.479709,2.304,-0.209052,-0.236331,2.048,-0.063699,-0.241921,2.048,0.010099,-0.026878,2.304,0.039174,0.144839,2.56,-0.411285,-0.253293,2.304,-0.486756,-0.020589,2.304,-0.449995,0.116886,2.56,-0.197448,0.180669,2.304,-0.103108,0.180669,2.304,-0.086612,0.529186,2.56,-0.114565,0.871604,2.56,-0.291788,0.186959,2.304,-0.310508,0.520609,2.816,-0.263264,0.861438,3.072,nan,nan,nan,0,0,0,-0.166001,-0.460841,2.304,-0.323234,-0.448262,2.304,-0.142517,0.73883,2.56,-0.263264,0.853052,3.072,-0.27165,0.886595,3.072,-0.033778,0.935704,2.816,-0.033778,0.966451,2.816,-0.149505,0.913533,2.56
12,-1.52282,-0.431998,2.048,-0.241473,-0.272161,2.304,-0.077951,-0.28474,2.304,0.00381,-0.039457,2.304,0.039174,0.130862,2.56,-0.411285,-0.265872,2.304,-0.486756,-0.039457,2.304,-0.449995,0.095922,2.56,-0.197448,0.168091,2.304,-0.109398,0.168091,2.304,-0.079624,0.508221,2.56,-0.114565,0.85064,2.56,-0.324209,0.186767,2.56,-0.310508,0.505235,2.816,-0.263264,0.844667,3.072,-0.768949,-0.235948,1.536,0,0,0,-0.172291,-0.46713,2.304,-0.323234,-0.454551,2.304,-0.142517,0.724853,2.56,-0.27165,0.836281,3.072,-0.27165,0.87821,3.072,-0.033778,0.92033,2.816,-0.033778,0.94339,2.816,-0.149505,0.88558,2.56
13,-1.444553,-0.431998,2.048,-0.247763,-0.28474,2.304,-0.08424,-0.291029,2.304,-0.002479,-0.052035,2.304,0.039174,0.116886,2.56,-0.411285,-0.272161,2.304,-0.480467,-0.052035,2.304,-0.443007,0.074957,2.56,-0.197448,0.155512,2.304,-0.121553,0.165803,2.56,-0.072636,0.480269,2.56,-0.114565,0.822687,2.56,-0.331197,0.172791,2.56,-0.310508,0.489861,2.816,-0.263264,0.827895,3.072,-0.843299,-0.285056,1.792,0,0,0,-0.17858,-0.473419,2.304,-0.323234,-0.460841,2.304,-0.149505,0.717865,2.56,-0.27165,0.827895,3.072,-0.27165,0.861438,3.072,-0.033778,0.897269,2.816,-0.033778,0.92033,2.816,-0.149505,0.857628,2.56
14,-1.1955,-0.38289,1.792,-0.247763,-0.291029,2.304,-0.09053,-0.297319,2.304,-0.008769,-0.058325,2.304,0.032186,0.109898,2.56,-0.411285,-0.28474,2.304,-0.533852,-0.071793,2.56,-0.443007,0.053993,2.56,-0.226375,0.158815,2.56,-0.128541,0.151827,2.56,-0.0799,0.497548,2.816,-0.114565,0.787746,2.56,-0.331197,0.158815,2.56,-0.310508,0.474487,2.816,-0.263264,0.819509,3.072,nan,nan,nan,0,0,0,-0.17858,-0.485998,2.304,-0.323234,-0.46713,2.304,-0.149505,0.710877,2.56,-0.27165,0.819509,3.072,-0.27165,0.853052,3.072,-0.033778,0.874208,2.816,-0.033778,0.889582,2.816,-0.149505,0.822687,2.56
15,-1.131909,-0.38289,1.792,-0.254052,-0.303608,2.304,-0.096819,-0.309897,2.304,-0.021347,-0.070903,2.304,0.032186,0.10291,2.56,-0.411285,-0.297319,2.304,-0.533852,-0.08577,2.56,-0.436019,0.040017,2.56,-0.226375,0.137851,2.56,-0.135529,0.130862,2.56,-0.072213,0.4668,2.816,-0.126021,0.828086,2.816,-0.331197,0.144839,2.56,-0.310508,0.459113,2.816,-0.263264,0.811124,3.072,nan,nan,nan,0,0,0,-0.184869,-0.492287,2.304,-0.323234,-0.473419,2.304,-0.156493,0.703889,2.56,-0.280035,0.811124,3.072,-0.27165,0.844667,3.072,-0.033778,0.835773,2.816,-0.033778,0.858834,2.816,-0.149505,0.787746,2.56
16,-1.063425,-0.38289,1.792,-0.254052,-0.309897,2.304,-0.103108,-0.316187,2.304,-0.027636,-0.077193,2.304,0.025198,0.095922,2.56,-0.411285,-0.303608,2.304,-0.526864,-0.099746,2.56,-0.42903,0.019052,2.56,-0.226375,0.123874,2.56,-0.135529,0.116886,2.56,-0.072213,0.428365,2.816,-0.126021,0.789652,2.816,-0.331197,0.123874,2.56,-0.310508,0.451426,2.816,-0.27165,0.811124,3.072,-1.715377,-0.751679,4.352,0,0,0,-0.191159,-0.498577,2.304,-0.329524,-0.485998,2.304,-0.17983,0.758904,2.816,-0.288421,0.811124,3.072,-0.27165,0.844667,3.072,-0.036849,0.87821,3.072,-0.036849,0.894981,3.072,-0.164456,0.828086,2.816
17,-1.148257,-0.443179,2.048,-0.260341,-0.322476,2.304,-0.115687,-0.328765,2.304,-0.033926,-0.083482,2.304,0.01821,0.095922,2.56,-0.411285,-0.316187,2.304,-0.519876,-0.113722,2.56,-0.422042,-0.001912,2.56,-0.226375,0.109898,2.56,-0.142517,0.10291,2.56,-0.064526,0.397618,2.816,nan,nan,nan,-0.331197,0.109898,2.56,-0.310508,0.436052,2.816,-0.27165,0.802738,3.072,nan,nan,nan,0,0,0,-0.191159,-0.504866,2.304,-0.329524,-0.492287,2.304,-0.187517,0.751217,2.816,-0.288421,0.802738,3.072,nan,nan,nan,-0.036849,0.836281,3.072,-0.036849,0.853052,3.072,-0.164456,0.789652,2.816
18,-1.07558,-0.443179,2.048,-0.260341,-0.328765,2.304,-0.115687,-0.335054,2.304,-0.040215,-0.089771,2.304,nan,nan,nan,-0.404995,-0.322476,2.304,-0.512888,-0.127698,2.56,-0.415054,-0.022876,2.56,-0.226375,0.095922,2.56,-0.142517,0.088934,2.56,-0.064526,0.374557,2.816,-0.137478,0.785966,3.072,-0.331197,0.095922,2.56,-0.310508,0.420679,2.816,-0.27165,0.794352,3.072,nan,nan,nan,0,0,0,-0.219387,-0.56795,2.56,-0.329524,-0.498577,2.304,-0.195204,0.74353,2.816,-0.296807,0.802738,3.072,-0.27165,0.836281,3.072,-0.036849,0.785966,3.072,-0.036849,0.811124,3.072,-0.164456,0.751217,2.816
19,-1.134556,-0.498577,2.304,-0.260341,-0.341344,2.304,-0.121976,-0.341344,2.304,-0.046504,-0.096061,2.304,nan,nan,nan,-0.449995,-0.372283,2.56,-0.5059,-0.141675,2.56,-0.408066,-0.036853,2.56,-0.226375,0.081946,2.56,-0.149505,0.074957,2.56,-0.072213,0.343809,2.816,-0.137478,0.744038,3.072,-0.331197,0.088934,2.56,-0.310508,0.412992,2.816,-0.27165,0.794352,3.072,nan,nan,nan,0,0,0,-0.219387,-0.574938,2.56,-0.323234,-0.504866,2.304,-0.229721,0.802738,3.072,-0.305193,0.794352,3.072,-0.27165,0.827895,3.072,-0.036849,0.744038,3.072,-0.036849,0.769195,3.072,-0.179406,0.777581,3.072
20,nan,nan,nan,-0.260341,-0.347633,2.304,-0.128266,-0.347633,2.304,-0.052794,-0.10235,2.304,nan,nan,nan,-0.443007,-0.379271,2.56,-0.498912,-0.155651,2.56,-0.401078,-0.057817,2.56,-0.233363,0.067969,2.56,-0.149505,0.060981,2.56,-0.078777,0.349907,3.072,-0.137478,0.702109,3.072,-0.331197,0.074957,2.56,-0.310508,0.397618,2.816,-0.27165,0.785966,3.072,-1.542897,-0.968186,5.12,0,0,0,-0.219387,-0.581927,2.56,-0.359149,-0.56795,2.56,-0.238107,0.794352,3.072,-0.305193,0.794352,3.072,-0.27165,0.819509,3.072,-0.039919,0.760618,3.328,-0.039919,0.787872,3.328,-0.179406,0.735652,3.072
21,nan,nan,nan,-0.260341,-0.353922,2.304,-0.128266,-0.353922,2.304,-0.059083,-0.108639,2.304,nan,nan,nan,-0.443007,-0.393247,2.56,-0.541116,-0.178903,2.816,-0.387102,-0.071793,2.56,-0.233363,0.060981,2.56,-0.156493,0.047005,2.56,-0.087163,0.32475,3.072,-0.137478,0.668566,3.072,-0.331197,0.060981,2.56,-0.302821,0.382244,2.816,-0.27165,0.777581,3.072,-1.58957,-1.080378,5.632,0,0,0,-0.212399,-0.588915,2.56,nan,nan,nan,-0.238107,0.785966,3.072,-0.305193,0.785966,3.072,-0.27165,0.819509,3.072,-0.030835,0.715195,3.328,-0.039919,0.742449,3.328,-0.179406,0.702109,3.072
22,-1.739136,-0.965516,4.352,-0.289268,-0.400235,2.56,-0.128266,-0.360212,2.304,-0.072636,-0.127698,2.56,nan,nan,nan,-0.436019,-0.400235,2.56,-0.533429,-0.194277,2.816,-0.380114,-0.092758,2.56,-0.233363,0.047005,2.56,-0.156493,0.040017,2.56,-0.087163,0.307978,3.072,-0.148934,0.687941,3.328,-0.364316,0.051705,2.816,-0.302821,0.374557,2.816,-0.27165,0.769195,3.072,nan,nan,nan,0,0,0,-0.212399,-0.588915,2.56,nan,nan,nan,-0.246492,0.777581,3.072,-0.305193,0.777581,3.072,-0.27165,0.802738,3.072,-0.030835,0.678857,3.328,-0.039919,0.706111,3.328,-0.194357,0.72428,3.328
23,nan,nan,nan,-0.28228,-0.407223,2.56,-0.142517,-0.407223,2.56,-0.079624,-0.134686,2.56,nan,nan,nan,-0.42903,-0.407223,2.56,-0.525742,-0.201964,2.816,-0.373125,-0.106734,2.56,-0.233363,0.040017,2.56,-0.156493,0.033029,2.56,-0.095549,0.291207,3.072,-0.148934,0.660688,3.328,-0.356629,0.044018,2.816,-0.302821,0.359183,2.816,-0.27165,0.760809,3.072,-1.358962,-1.1265,5.632,0,0,0,-0.20541,-0.595903,2.56,nan,nan,nan,-0.246492,0.760809,3.072,-0.305193,0.769195,3.072,-0.280035,0.794352,3.072,-0.030835,0.642519,3.328,-0.039919,0.669772,3.328,-0.194357,0.697026,3.328
24,-1.589866,-1.022311,4.608,-0.28228,-0.414212,2.56,-0.142517,-0.414212,2.56,-0.079624,-0.134686,2.56,nan,nan,nan,-0.422042,-0.4212,2.56,-0.510368,-0.217338,2.816,-0.359149,-0.12071,2.56,-0.256699,0.028645,2.816,-0.17983,0.028645,2.816,-0.103935,0.274435,3.072,-0.148934,0.633434,3.328,-0.356629,0.028645,2.816,-0.321964,0.375065,3.072,-0.280035,0.744038,3.072,nan,nan,nan,0,0,0,-0.20541,-0.602891,2.56,-0.345173,-0.588915,2.56,-0.246492,0.752423,3.072,-0.296807,0.752423,3.072,-0.280035,0.777581,3.072,-0.033207,0.662593,3.584,-0.039919,0.642519,3.328,-0.194357,0.669772,3.328
25,-1.626755,-1.149877,5.12,-0.275292,-0.4212,2.56,-0.142517,-0.4212,2.56,-0.086612,-0.141675,2.56,nan,nan,nan,-0.415054,-0.428188,2.56,-0.502681,-0.225024,2.816,-0.387377,-0.148155,2.816,-0.256699,0.020958,2.816,-0.17983,0.013271,2.816,-0.11232,0.26605,3.072,-0.148934,0.615265,3.328,-0.356629,0.020958,2.816,-0.321964,0.358293,3.072,-0.280035,0.727266,3.072,-1.159101,-1.172621,5.632,0,0,0,-0.198422,-0.609879,2.56,-0.338185,-0.595903,2.56,-0.246492,0.735652,3.072,-0.296807,0.735652,3.072,-0.280035,0.760809,3.072,-0.033207,0.643026,3.584,-0.04299,0.672376,3.584,-0.194357,0.651603,3.328
26,-1.576017,-1.207371,5.376,-0.268304,-0.428188,2.56,-0.142517,-0.428188,2.56,-0.086612,-0.148663,2.56,-0.051672,0.074957,2.56,-0.408066,-0.435176,2.56,-0.494994,-0.240398,2.816,-0.37969,-0.163529,2.816,-0.256699,0.005584,2.816,-0.17983,0.005584,2.816,-0.120706,0.257664,3.072,-0.158019,0.60618,3.328,-0.348942,0.005584,2.816,-0.313579,0.341522,3.072,-0.280035,0.702109,3.072,-1.066858,-1.187995,5.632,0,0,0,-0.184446,-0.609879,2.56,-0.331197,-0.602891,2.56,-0.257949,0.769703,3.328,-0.280035,0.710495,3.072,-0.280035,0.735652,3.072,-0.04299,0.623459,3.584,-0.04299,0.65281,3.584,-0.194357,0.642519,3.328
27,-1.58146,-1.338431,5.888,-0.268304,-0.435176,2.56,-0.135529,-0.435176,2.56,-0.0936,-0.155651,2.56,-0.05866,0.067969,2.56,-0.401078,-0.442164,2.56,-0.487307,-0.248085,2.816,-0.372003,-0.178903,2.816,-0.264386,-0.002103,2.816,-0.187517,-0.002103,2.816,-0.129092,0.257664,3.072,-0.158019,0.597096,3.328,-0.348942,-0.00979,2.816,-0.305193,0.32475,3.072,-0.280035,0.676952,3.072,-0.974615,-1.203369,5.632,0,0,0,-0.177458,-0.616867,2.56,nan,nan,nan,-0.257949,0.751533,3.328,-0.27165,0.693723,3.072,-0.288421,0.710495,3.072,-0.04299,0.613676,3.584,-0.04299,0.643026,3.584,-0.194357,0.633434,3.328
28,-1.38971,-1.280239,5.632,-0.261315,-0.442164,2.56,-0.135529,-0.435176,2.56,-0.0936,-0.155651,2.56,-0.065648,0.060981,2.56,-0.387102,-0.45614,2.56,-0.523222,-0.28741,3.072,-0.364316,-0.18659,2.816,-0.264386,-0.00979,2.816,-0.187517,-0.00979,2.816,-0.137478,0.249278,3.072,-0.158019,0.588011,3.328,-0.348942,-0.017477,2.816,-0.305193,0.307978,3.072,-0.280035,0.651794,3.072,-0.882372,-1.218743,5.632,0,0,0,-0.17047,-0.616867,2.56,-0.310232,-0.616867,2.56,-0.248864,0.72428,3.328,-0.263264,0.668566,3.072,-0.288421,0.685337,3.072,-0.04299,0.603893,3.584,-0.04299,0.633243,3.584,-0.203442,0.624349,3.328
29,-1.266719,-1.295612,5.632,-0.254327,-0.449152,2.56,-0.128541,-0.442164,2.56,-0.100588,-0.162639,2.56,-0.0799,0.059392,2.816,-0.418125,-0.509441,2.816,-0.514837,-0.295796,3.072,-0.356629,-0.201964,2.816,-0.264386,-0.025164,2.816,-0.187517,-0.017477,2.816,-0.148934,0.270051,3.328,-0.158019,0.578927,3.328,-0.348942,-0.032851,2.816,-0.296807,0.282821,3.072,-0.280035,0.618251,3.072,nan,nan,nan,0,0,0,-0.17983,-0.686241,2.816,-0.333569,-0.686241,2.816,-0.23978,0.697026,3.328,nan,nan,nan,-0.288421,0.651794,3.072,-0.04299,0.594109,3.584,-0.04299,0.623459,3.584,-0.203442,0.615265,3.328
30,-1.143728,-1.295612,5.632,-0.247339,-0.45614,2.56,-0.128541,-0.449152,2.56,-0.100588,-0.169627,2.56,-0.087587,0.051705,2.816,-0.410438,-0.517128,2.816,-0.506451,-0.312567,3.072,-0.348942,-0.209651,2.816,-0.264386,-0.032851,2.816,-0.187517,-0.025164,2.816,-0.158019,0.270051,3.328,-0.167103,0.578927,3.328,-0.348942,-0.048225,2.816,-0.288421,0.26605,3.072,-0.280035,0.593094,3.072,nan,nan,nan,0,0,0,-0.172143,-0.686241,2.816,-0.296256,-0.630843,2.56,-0.230695,0.669772,3.328,-0.257949,0.660688,3.328,-0.296807,0.626637,3.072,-0.04299,0.594109,3.584,-0.04299,0.623459,3.584,-0.203442,0.615265,3.328
31,-1.03611,-1.295612,5.632,-0.240351,-0.463128,2.56,-0.128541,-0.45614,2.56,-0.107577,-0.176615,2.56,-0.095273,0.044018,2.816,-0.402751,-0.524815,2.816,-0.498065,-0.320953,3.072,-0.341256,-0.217338,2.816,-0.272073,-0.048225,2.816,-0.195204,-0.032851,2.816,-0.145863,0.240892,3.072,-0.167103,0.578927,3.328,-0.380665,-0.060995,3.072,-0.312456,0.260967,3.328,-0.288421,0.559551,3.072,nan,nan,nan,0,0,0,-0.164456,-0.693928,2.816,nan,nan,nan,-0.230695,0.642519,3.328,-0.248864,0.633434,3.328,-0.296807,0.593094,3.072,nan,nan,nan,nan,nan,nan,-0.203442,0.615265,3.328
32,-0.943867,-1.310986,5.632,-0.264386,-0.517128,2.816,-0.128541,-0.45614,2.56,-0.107577,-0.190591,2.56,nan,nan,nan,-0.395064,-0.532502,2.816,-0.489679,-0.337725,3.072,-0.333569,-0.225024,2.816,-0.272073,-0.055912,2.816,-0.195204,-0.040538,2.816,-0.145863,0.240892,3.072,-0.167103,0.578927,3.328,-0.380665,-0.077766,3.072,-0.303372,0.242798,3.328,-0.288421,0.526008,3.072,-0.295134,-0.647806,2.816,0,0,0,-0.149082,-0.693928,2.816,nan,nan,nan,-0.230695,0.615265,3.328,-0.248864,0.60618,3.328,-0.305193,0.559551,3.072,-0.04299,0.603893,3.584,-0.052773,0.623459,3.584,-0.203442,0.615265,3.328
33,-0.83625,-1.310986,5.632,-0.256699,-0.524815,2.816,-0.128541,-0.463128,2.56,-0.114565,-0.19758,2.56,nan,nan,nan,-0.387377,-0.540189,2.816,-0.481294,-0.34611,3.072,-0.333569,-0.225024,2.816,-0.272073,-0.071286,2.816,-0.195204,-0.055912,2.816,-0.158019,0.260967,3.328,-0.158019,0.578927,3.328,-0.380665,-0.094538,3.072,-0.303372,0.215544,3.328,-0.312456,0.542588,3.328,-0.264386,-0.655493,2.816,0,0,0,-0.141395,-0.701615,2.816,nan,nan,nan,-0.230695,0.597096,3.328,-0.23978,0.578927,3.328,-0.330625,0.578927,3.328,-0.04299,0.603893,3.584,nan,nan,nan,-0.203442,0.615265,3.328
34,-0.744007,-1.32636,5.632,-0.256699,-0.532502,2.816,-0.128541,-0.470117,2.56,-0.133708,-0.225024,2.816,-0.110647,0.005584,2.816,-0.37969,-0.547876,2.816,-0.472908,-0.362882,3.072,-0.325882,-0.232711,2.816,-0.264386,-0.078973,2.816,-0.195204,-0.063599,2.816,-0.148934,0.260967,3.328,-0.158019,0.588011,3.328,-0.380665,-0.102923,3.072,-0.303372,0.197375,3.328,-0.312456,0.515335,3.328,-0.233638,-0.66318,2.816,0,0,0,-0.133708,-0.701615,2.816,nan,nan,nan,-0.23978,0.569842,3.328,-0.23978,0.560758,3.328,-0.33971,0.551673,3.328,-0.04299,0.603893,3.584,-0.052773,0.633243,3.584,-0.203442,0.615265,3.328
35,-0.667137,-1.32636,5.632,-0.249012,-0.540189,2.816,-0.141395,-0.524815,2.816,-0.133708,-0.232711,2.816,-0.118334,-0.002103,2.816,-0.372003,-0.555563,2.816,-0.464522,-0.371268,3.072,-0.325882,-0.232711,2.816,-0.288421,-0.094538,3.072,-0.187517,-0.071286,2.816,-0.148934,0.251882,3.328,-0.158019,0.588011,3.328,-0.372279,-0.119695,3.072,-0.294287,0.179206,3.328,-0.312456,0.497166,3.328,-0.202891,-0.670867,2.816,0,0,0,-0.133708,-0.709302,2.816,nan,nan,nan,-0.23978,0.560758,3.328,-0.248864,0.542588,3.328,-0.365842,0.564759,3.584,-0.04299,0.603893,3.584,-0.052773,0.633243,3.584,-0.194357,0.615265,3.328
36,-0.295134,-0.670867,2.816,-0.249012,-0.547876,2.816,-0.141395,-0.532502,2.816,-0.141395,-0.248085,2.816,-0.126021,-0.017477,2.816,-0.364316,-0.56325,2.816,-0.464522,-0.388039,3.072,-0.325882,-0.240398,2.816,-0.288421,-0.111309,3.072,-0.187517,-0.08666,2.816,-0.148934,0.251882,3.328,-0.158019,0.588011,3.328,-0.372279,-0.128081,3.072,-0.294287,0.170121,3.328,-0.346275,0.506059,3.584,-0.17983,-0.678554,2.816,0,0,0,-0.126021,-0.709302,2.816,nan,nan,nan,-0.248864,0.542588,3.328,-0.248864,0.524419,3.328,-0.375625,0.545192,3.584,-0.04299,0.613676,3.584,-0.04299,0.633243,3.584,-0.194357,0.615265,3.328
