time,Nosex,Nosey,Neckx,Necky,RSholderx,RSholdery,RElbowx,RElbowy,RWristx,RWristy,LSholderx,LSholdery,LElbowx,LElbowy,LWristx,LWristy,MidHipx,MidHipy,RHipx,RHipy,RKneex,RKneey,RAnklex,RAnkley,LHipx,LHipy,LKneex,LKneey,LAnklex,LAnkley,REyex,REyey,LEyex,LEyey,REarx,REary,LEarx,LEary,LBigToex,LBigToey,LSmallToex,LSmallToey,LHeelx,LHeely,RBigToex,RBigToey,RSmallToex,RSmallToey,RHeelx,RHeely,,,,,,,,,,,,,,,,,,,,,,,,,
81,-0.903927,-0.863614,3.584,-0.982194,-0.70708,3.584,-1.002883,-0.620236,3.328,-1.080028,-0.384229,3.584,-1.040895,-0.149427,3.584,-0.894144,-0.73643,3.584,-0.874154,-0.568906,3.84,nan,nan,nan,-0.835444,-0.354878,3.584,-0.894144,-0.305962,3.584,-0.590859,-0.384229,3.584,nan,nan,nan,-0.786527,-0.403795,3.584,-0.507277,-0.516495,3.84,-0.268008,-0.168994,3.584,-0.884784,-0.820097,3.328,-0.903927,-0.892964,3.584,-1.040895,-0.863614,3.584,-0.621016,-1.526221,5.632,nan,nan,nan,-0.161365,-0.20203,3.84,-0.268008,-0.129861,3.584,-0.170174,-0.129861,3.584,-0.219091,-0.090727,3.584,nan,nan,nan
82,-0.923494,-0.853831,3.584,-0.991978,-0.70708,3.584,-1.002883,-0.620236,3.328,-1.089812,-0.384229,3.584,-1.040895,-0.159211,3.584,-0.894144,-0.73643,3.584,-0.874154,-0.568906,3.84,-0.75885,-0.506013,3.84,-0.845227,-0.354878,3.584,-0.903927,-0.305962,3.584,-0.590859,-0.384229,3.584,-0.339562,-0.10769,3.84,-0.79631,-0.403795,3.584,-0.517759,-0.506013,3.84,-0.268008,-0.168994,3.584,-0.893869,-0.820097,3.328,-0.913711,-0.892964,3.584,-1.050678,-0.863614,3.584,-0.697885,-1.510847,5.632,nan,nan,nan,-0.161365,-0.212512,3.84,-0.268008,-0.129861,3.584,-0.170174,-0.129861,3.584,nan,nan,nan,-0.339562,-0.055279,3.84
83,-0.923494,-0.853831,3.584,-1.001761,-0.70708,3.584,-1.011968,-0.620236,3.328,-1.099595,-0.384229,3.584,-1.040895,-0.159211,3.584,-0.968494,-0.789032,3.84,-0.884636,-0.568906,3.84,-0.75885,-0.506013,3.84,-0.855011,-0.354878,3.584,-0.913711,-0.305962,3.584,-0.590859,-0.374445,3.584,-0.316925,-0.100511,3.584,-0.806094,-0.394012,3.584,-0.517759,-0.506013,3.84,-0.287151,-0.181065,3.84,-0.902953,-0.820097,3.328,-0.923494,-0.892964,3.584,-1.060462,-0.853831,3.584,-0.774754,-1.495473,5.632,-0.161365,-0.181065,3.84,nan,nan,nan,-0.268008,-0.120077,3.584,-0.170174,-0.129861,3.584,-0.219091,-0.090727,3.584,nan,nan,nan
84,-0.933278,-0.844047,3.584,-1.001761,-0.70708,3.584,-1.021052,-0.620236,3.328,-1.109378,-0.384229,3.584,-1.040895,-0.159211,3.584,-0.968494,-0.77855,3.84,-0.954793,-0.595652,4.096,-0.769332,-0.495531,3.84,-0.855011,-0.354878,3.584,-0.923494,-0.296178,3.584,-0.590859,-0.364662,3.584,-0.316925,-0.090727,3.584,-0.806094,-0.394012,3.584,-0.528242,-0.495531,3.84,nan,nan,nan,-0.912038,-0.820097,3.328,-0.933278,-0.883181,3.584,-1.060462,-0.853831,3.584,-0.882372,-1.480099,5.632,-0.161365,-0.181065,3.84,nan,nan,nan,-0.297633,-0.128654,3.84,-0.170174,-0.120077,3.584,nan,nan,nan,-0.339562,-0.044797,3.84
85,-0.943061,-0.844047,3.584,-1.011545,-0.697297,3.584,-1.021052,-0.611152,3.328,-1.109378,-0.384229,3.584,-1.040895,-0.159211,3.584,-0.978976,-0.77855,3.84,-0.895118,-0.558424,3.84,nan,nan,nan,-0.864794,-0.345095,3.584,-0.923494,-0.296178,3.584,-0.581076,-0.354878,3.584,-0.339562,-0.086726,3.84,-0.815877,-0.384229,3.584,-0.528242,-0.474567,3.84,-0.287151,-0.160101,3.84,-0.921122,-0.811012,3.328,-0.933278,-0.883181,3.584,-1.060462,-0.853831,3.584,-0.974615,-1.464725,5.632,-0.161365,-0.170583,3.84,nan,nan,nan,-0.297633,-0.10769,3.84,nan,nan,nan,nan,nan,nan,nan,nan,nan
86,-0.943061,-0.844047,3.584,-1.011545,-0.697297,3.584,-1.021052,-0.611152,3.328,-1.119162,-0.374445,3.584,-1.040895,-0.159211,3.584,-0.978976,-0.77855,3.84,-0.965974,-0.595652,4.096,nan,nan,nan,-0.864794,-0.345095,3.584,-0.933278,-0.286395,3.584,-0.581076,-0.345095,3.584,-0.339562,-0.076243,3.84,-0.815877,-0.374445,3.584,-0.528242,-0.464084,3.84,-0.297633,-0.149619,3.84,-0.921122,-0.811012,3.328,-0.943061,-0.883181,3.584,-1.060462,-0.844047,3.584,-1.066858,-1.449351,5.632,nan,nan,nan,nan,nan,nan,-0.308116,-0.097208,3.84,nan,nan,nan,-0.209308,-0.061377,3.584,nan,nan,nan
87,-0.952844,-0.834264,3.584,-1.011545,-0.697297,3.584,-1.099595,-0.64838,3.584,-1.119162,-0.374445,3.584,-1.050678,-0.168994,3.584,-0.978976,-0.768068,3.84,-0.977155,-0.584471,4.096,nan,nan,nan,-0.864794,-0.345095,3.584,-0.933278,-0.286395,3.584,-0.571293,-0.335312,3.584,-0.339562,-0.065761,3.84,-0.815877,-0.374445,3.584,-0.528242,-0.453602,3.84,-0.317476,-0.148412,4.096,-0.991978,-0.873398,3.584,-0.943061,-0.883181,3.584,-1.060462,-0.844047,3.584,-1.159101,-1.433977,5.632,nan,nan,nan,-0.225911,-0.253491,5.376,-0.318598,-0.086726,3.84,-0.171847,-0.10769,3.84,-0.224258,-0.055279,3.84,-0.339562,-0.01335,3.84
88,-0.952844,-0.834264,3.584,-1.011545,-0.697297,3.584,-1.099595,-0.64838,3.584,-1.128945,-0.374445,3.584,-1.050678,-0.168994,3.584,-0.989458,-0.768068,3.84,-0.977155,-0.584471,4.096,-0.907549,-0.549722,4.352,-0.864794,-0.335312,3.584,-0.923494,-0.286395,3.584,-0.561509,-0.325528,3.584,-0.339562,-0.055279,3.84,-0.815877,-0.364662,3.584,-0.528242,-0.432638,3.84,-0.308116,-0.118172,3.84,-0.991978,-0.873398,3.584,-0.943061,-0.883181,3.584,-1.060462,-0.844047,3.584,-1.235971,-1.418603,5.632,nan,nan,nan,-0.225911,-0.238816,5.376,-0.32908,-0.065761,3.84,-0.172123,-0.092507,4.096,nan,nan,nan,-0.339562,-0.002868,3.84
89,-0.952844,-0.834264,3.584,-1.011545,-0.697297,3.584,-1.099595,-0.64838,3.584,-1.128945,-0.374445,3.584,-1.050678,-0.168994,3.584,-0.989458,-0.768068,3.84,-0.977155,-0.584471,4.096,-0.907549,-0.537842,4.352,-0.864794,-0.335312,3.584,-0.923494,-0.276611,3.584,-0.551726,-0.315745,3.584,-0.32908,-0.044797,3.84,-0.815877,-0.364662,3.584,-0.517759,-0.422156,3.84,-0.328657,-0.114869,4.096,-0.991978,-0.873398,3.584,-0.943061,-0.873398,3.584,-1.060462,-0.844047,3.584,nan,nan,nan,nan,nan,nan,-0.225911,-0.224141,5.376,-0.339562,-0.055279,3.84,-0.172123,-0.081326,4.096,nan,nan,nan,-0.339562,0.007614,3.84
90,-0.943061,-0.824481,3.584,-1.011545,-0.697297,3.584,-1.099595,-0.64838,3.584,-1.138728,-0.374445,3.584,-1.050678,-0.168994,3.584,-0.989458,-0.768068,3.84,nan,nan,nan,nan,nan,nan,-0.864794,-0.335312,3.584,-0.923494,-0.276611,3.584,-0.541942,-0.305962,3.584,-0.32908,-0.034315,3.84,-0.815877,-0.354878,3.584,-0.517759,-0.411673,3.84,-0.328657,-0.103688,4.096,-0.991978,-0.873398,3.584,-0.933278,-0.873398,3.584,-1.060462,-0.844047,3.584,-1.343588,-1.40323,5.632,nan,nan,nan,nan,nan,nan,-0.350044,-0.044797,3.84,-0.160942,-0.070145,4.096,nan,nan,nan,-0.339562,0.018096,3.84
91,-0.943061,-0.824481,3.584,-1.011545,-0.697297,3.584,-1.089812,-0.64838,3.584,-1.138728,-0.374445,3.584,-1.050678,-0.178778,3.584,-0.989458,-0.768068,3.84,nan,nan,nan,-0.919429,-0.537842,4.352,-0.864794,-0.335312,3.584,-0.913711,-0.276611,3.584,-0.532159,-0.296178,3.584,-0.32908,-0.023832,3.84,-0.815877,-0.354878,3.584,-0.507277,-0.401191,3.84,-0.339838,-0.092507,4.096,-0.982194,-0.873398,3.584,-0.933278,-0.873398,3.584,-1.050678,-0.844047,3.584,-1.374336,-1.40323,5.632,-0.215153,-0.12961,5.12,nan,nan,nan,-0.350044,-0.034315,3.84,-0.160942,-0.058964,4.096,-0.203294,-0.01335,3.84,-0.32908,0.018096,3.84
92,-0.933278,-0.824481,3.584,-1.001761,-0.697297,3.584,-1.089812,-0.64838,3.584,-1.138728,-0.374445,3.584,-1.040895,-0.178778,3.584,-0.989458,-0.768068,3.84,nan,nan,nan,-0.919429,-0.537842,4.352,-0.855011,-0.325528,3.584,-0.913711,-0.276611,3.584,-0.522376,-0.286395,3.584,-0.318598,-0.01335,3.84,-0.806094,-0.354878,3.584,-0.507277,-0.390709,3.84,nan,nan,nan,-0.972411,-0.863614,3.584,-0.923494,-0.873398,3.584,-1.050678,-0.844047,3.584,-1.38971,-1.40323,5.632,-0.215153,-0.115634,5.12,-0.211236,-0.180116,5.376,-0.360527,-0.023832,3.84,nan,nan,nan,-0.192811,-0.002868,3.84,-0.32908,0.028579,3.84
93,-0.923494,-0.824481,3.584,-1.001761,-0.697297,3.584,-1.080028,-0.64838,3.584,-1.138728,-0.374445,3.584,-1.040895,-0.178778,3.584,-0.913711,-0.716863,3.584,-0.926565,-0.547942,3.84,nan,nan,nan,-0.855011,-0.325528,3.584,-0.903927,-0.276611,3.584,-0.512592,-0.286395,3.584,-0.318598,-0.002868,3.84,-0.806094,-0.354878,3.584,-0.496795,-0.380227,3.84,-0.318598,-0.065761,3.84,-0.962628,-0.863614,3.584,-0.913711,-0.873398,3.584,-1.040895,-0.844047,3.584,nan,nan,nan,-0.201177,-0.101658,5.12,-0.201177,-0.157563,5.12,-0.360527,-0.01335,3.84,nan,nan,nan,-0.182329,-0.002868,3.84,-0.32908,0.039061,3.84
94,-0.913711,-0.824481,3.584,-0.991978,-0.697297,3.584,-1.070245,-0.64838,3.584,-1.138728,-0.384229,3.584,-1.031111,-0.188561,3.584,-0.978976,-0.768068,3.84,-0.926565,-0.547942,3.84,nan,nan,nan,-0.855011,-0.325528,3.584,-0.894144,-0.276611,3.584,-0.512592,-0.276611,3.584,-0.308116,-0.002868,3.84,-0.806094,-0.354878,3.584,-0.496795,-0.380227,3.84,-0.318598,-0.055279,3.84,-0.952844,-0.863614,3.584,-0.903927,-0.873398,3.584,-1.031111,-0.844047,3.584,nan,nan,nan,-0.201177,-0.087682,5.12,-0.201177,-0.143587,5.12,-0.371009,-0.002868,3.84,nan,nan,nan,-0.182329,0.007614,3.84,-0.32908,0.039061,3.84
95,-0.903927,-0.824481,3.584,-0.991978,-0.697297,3.584,-1.070245,-0.64838,3.584,-1.128945,-0.384229,3.584,-1.021328,-0.188561,3.584,-0.968494,-0.768068,3.84,-0.926565,-0.547942,3.84,nan,nan,nan,-0.855011,-0.325528,3.584,-0.894144,-0.276611,3.584,-0.502809,-0.276611,3.584,-0.308116,0.007614,3.84,-0.79631,-0.354878,3.584,-0.486313,-0.369745,3.84,-0.318598,-0.055279,3.84,-0.943061,-0.863614,3.584,-0.894144,-0.873398,3.584,-1.031111,-0.844047,3.584,-0.894144,-0.892964,3.584,nan,nan,nan,-0.201177,-0.12961,5.12,-0.371009,-0.002868,3.84,nan,nan,nan,-0.171847,0.007614,3.84,nan,nan,nan
96,-0.894144,-0.824481,3.584,-0.982194,-0.697297,3.584,-1.060462,-0.64838,3.584,-1.128945,-0.384229,3.584,-1.011545,-0.198344,3.584,-0.903927,-0.716863,3.584,-0.916083,-0.558424,3.84,nan,nan,nan,-0.845227,-0.325528,3.584,-0.884361,-0.276611,3.584,-0.493026,-0.276611,3.584,-0.297633,0.007614,3.84,-0.79631,-0.354878,3.584,-0.486313,-0.369745,3.84,-0.318598,-0.044797,3.84,-0.933278,-0.863614,3.584,-0.884361,-0.873398,3.584,-1.021328,-0.844047,3.584,-0.894144,-0.892964,3.584,nan,nan,nan,-0.201177,-0.115634,5.12,-0.371009,0.007614,3.84,nan,nan,nan,nan,nan,nan,nan,nan,nan
97,-0.884361,-0.814697,3.584,-0.972411,-0.697297,3.584,-1.050678,-0.64838,3.584,-1.119162,-0.384229,3.584,-0.991978,-0.198344,3.584,-0.894144,-0.716863,3.584,-0.916083,-0.558424,3.84,nan,nan,nan,-0.845227,-0.325528,3.584,-0.874577,-0.276611,3.584,-0.493026,-0.266828,3.584,-0.297633,0.007614,3.84,-0.786527,-0.354878,3.584,-0.486313,-0.359262,3.84,-0.318598,-0.034315,3.84,-0.923494,-0.863614,3.584,-0.874577,-0.873398,3.584,-1.011545,-0.844047,3.584,-0.884361,-0.892964,3.584,nan,nan,nan,-0.201177,-0.101658,5.12,-0.371009,0.018096,3.84,nan,nan,nan,-0.161365,0.018096,3.84,nan,nan,nan
98,-0.874577,-0.814697,3.584,-0.962628,-0.697297,3.584,-1.040895,-0.658163,3.584,-1.099595,-0.394012,3.584,-0.982194,-0.208128,3.584,-0.947529,-0.768068,3.84,-0.916083,-0.558424,3.84,nan,nan,nan,-0.835444,-0.325528,3.584,-0.874577,-0.276611,3.584,-0.493026,-0.266828,3.584,-0.297633,0.007614,3.84,-0.786527,-0.354878,3.584,-0.475831,-0.359262,3.84,-0.308116,-0.034315,3.84,-0.913711,-0.863614,3.584,-0.864794,-0.873398,3.584,-1.001761,-0.853831,3.584,-0.884361,-0.892964,3.584,nan,nan,nan,-0.201177,-0.087682,5.12,-0.371009,0.018096,3.84,nan,nan,nan,nan,nan,nan,nan,nan,nan
99,-0.864794,-0.814697,3.584,-0.962628,-0.697297,3.584,-1.031111,-0.658163,3.584,-1.089812,-0.394012,3.584,-0.952844,-0.208128,3.584,-0.884361,-0.716863,3.584,-0.9056,-0.558424,3.84,-0.907549,-0.537842,4.352,-0.835444,-0.315745,3.584,-0.864794,-0.276611,3.584,-0.483242,-0.266828,3.584,-0.287151,0.018096,3.84,-0.786527,-0.354878,3.584,-0.475831,-0.34878,3.84,-0.308116,-0.023832,3.84,-0.903927,-0.863614,3.584,-0.855011,-0.863614,3.584,-0.991978,-0.853831,3.584,-0.874577,-0.892964,3.584,-0.150883,-0.01335,3.84,nan,nan,nan,-0.360527,0.028579,3.84,nan,nan,nan,-0.150883,0.018096,3.84,-0.297633,0.070507,3.84
100,-0.855011,-0.814697,3.584,-0.952844,-0.697297,3.584,-1.021328,-0.658163,3.584,-1.070245,-0.394012,3.584,-0.933278,-0.217911,3.584,-0.874577,-0.716863,3.584,-0.9056,-0.558424,3.84,-0.895669,-0.537842,4.352,-0.835444,-0.315745,3.584,-0.864794,-0.266828,3.584,-0.483242,-0.266828,3.584,-0.287151,0.018096,3.84,-0.776744,-0.354878,3.584,-0.465348,-0.338298,3.84,-0.308116,-0.01335,3.84,-0.894144,-0.863614,3.584,-0.845227,-0.863614,3.584,-0.982194,-0.853831,3.584,-0.874577,-0.883181,3.584,nan,nan,nan,-0.172123,-0.036602,4.096,-0.360527,0.039061,3.84,nan,nan,nan,-0.150883,0.028579,3.84,-0.297633,0.070507,3.84
101,-0.855011,-0.814697,3.584,-0.943061,-0.697297,3.584,-1.011545,-0.658163,3.584,-1.050678,-0.384229,3.584,-0.903927,-0.217911,3.584,-0.864794,-0.716863,3.584,-0.895118,-0.558424,3.84,nan,nan,nan,-0.82566,-0.315745,3.584,-0.864794,-0.266828,3.584,-0.483242,-0.257045,3.584,-0.276669,0.018096,3.84,-0.776744,-0.354878,3.584,-0.465348,-0.338298,3.84,-0.308116,-0.002868,3.84,-0.884361,-0.853831,3.584,-0.835444,-0.863614,3.584,-0.972411,-0.853831,3.584,-0.864794,-0.883181,3.584,-0.150883,0.018096,3.84,-0.172123,-0.025421,4.096,-0.360527,0.039061,3.84,nan,nan,nan,-0.13104,0.026673,3.584,nan,nan,nan
102,-0.845227,-0.814697,3.584,-0.933278,-0.697297,3.584,-1.001761,-0.658163,3.584,-1.031111,-0.384229,3.584,-0.874577,-0.217911,3.584,-0.864794,-0.716863,3.584,-0.884636,-0.558424,3.84,nan,nan,nan,-0.82566,-0.315745,3.584,-0.855011,-0.266828,3.584,-0.473459,-0.257045,3.584,-0.276669,0.018096,3.84,-0.776744,-0.354878,3.584,-0.465348,-0.327816,3.84,-0.308116,0.007614,3.84,-0.874577,-0.853831,3.584,-0.82566,-0.863614,3.584,-0.972411,-0.853831,3.584,-0.855011,-0.883181,3.584,-0.150883,0.028579,3.84,-0.172123,-0.01424,4.096,-0.360527,0.049543,3.84,-0.098472,-0.002868,3.84,nan,nan,nan,-0.287151,0.08099,3.84
103,-0.835444,-0.814697,3.584,-0.923494,-0.697297,3.584,-0.991978,-0.658163,3.584,-1.001761,-0.384229,3.584,-0.845227,-0.217911,3.584,-0.855011,-0.716863,3.584,-0.884636,-0.558424,3.84,nan,nan,nan,-0.82566,-0.315745,3.584,-0.855011,-0.266828,3.584,-0.473459,-0.257045,3.584,-0.266187,0.028579,3.84,-0.76696,-0.354878,3.584,-0.454866,-0.317334,3.84,-0.308116,0.018096,3.84,-0.864794,-0.853831,3.584,-0.815877,-0.863614,3.584,-0.962628,-0.853831,3.584,-0.845227,-0.883181,3.584,nan,nan,nan,-0.172123,-0.003059,4.096,-0.360527,0.060025,3.84,nan,nan,nan,nan,nan,nan,nan,nan,nan
104,-0.82566,-0.814697,3.584,-0.923494,-0.697297,3.584,-0.982194,-0.658163,3.584,-0.982194,-0.384229,3.584,-0.815877,-0.208128,3.584,-0.855011,-0.716863,3.584,-0.874154,-0.558424,3.84,-0.80944,-0.506204,4.096,-0.815877,-0.315745,3.584,-0.855011,-0.266828,3.584,nan,nan,nan,-0.266187,0.028579,3.84,-0.76696,-0.354878,3.584,-0.454866,-0.317334,3.84,-0.308116,0.028579,3.84,-0.864794,-0.853831,3.584,-0.806094,-0.853831,3.584,-0.952844,-0.844047,3.584,-0.835444,-0.873398,3.584,-0.140824,0.04624,3.584,-0.161365,0.018096,3.84,-0.360527,0.070507,3.84,-0.093856,0.008122,4.096,-0.140401,0.039061,3.84,-0.295114,0.09757,4.096
105,-0.815877,-0.814697,3.584,-0.913711,-0.697297,3.584,-0.972411,-0.658163,3.584,-0.952844,-0.374445,3.584,-0.786527,-0.208128,3.584,-0.845227,-0.716863,3.584,-0.863672,-0.558424,3.84,-0.798259,-0.506204,4.096,-0.815877,-0.315745,3.584,-0.855011,-0.266828,3.584,-0.463675,-0.257045,3.584,-0.255705,0.039061,3.84,-0.76696,-0.354878,3.584,-0.454866,-0.306852,3.84,-0.308116,0.028579,3.84,-0.855011,-0.844047,3.584,-0.79631,-0.853831,3.584,-0.943061,-0.844047,3.584,-0.82566,-0.873398,3.584,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.266187,0.091472,3.84
106,-0.806094,-0.814697,3.584,-0.903927,-0.697297,3.584,-0.962628,-0.658163,3.584,-0.933278,-0.374445,3.584,-0.76696,-0.198344,3.584,-0.845227,-0.716863,3.584,-0.85319,-0.558424,3.84,-0.787078,-0.506204,4.096,-0.806094,-0.315745,3.584,-0.855011,-0.266828,3.584,-0.463675,-0.247261,3.584,-0.255705,0.039061,3.84,-0.76696,-0.354878,3.584,-0.454866,-0.306852,3.84,-0.308116,0.039061,3.84,-0.845227,-0.844047,3.584,nan,nan,nan,-0.943061,-0.844047,3.584,-0.815877,-0.863614,3.584,-0.150883,0.060025,3.84,nan,nan,nan,-0.360527,0.08099,3.84,nan,nan,nan,-0.121257,0.04624,3.584,-0.266187,0.091472,3.84
107,-0.806094,-0.804914,3.584,-0.894144,-0.697297,3.584,-0.962628,-0.658163,3.584,-0.913711,-0.374445,3.584,-0.747393,-0.198344,3.584,-0.835444,-0.716863,3.584,nan,nan,nan,nan,nan,nan,-0.806094,-0.315745,3.584,-0.855011,-0.266828,3.584,nan,nan,nan,-0.255705,0.049543,3.84,-0.757177,-0.354878,3.584,-0.444384,-0.306852,3.84,-0.308116,0.039061,3.84,-0.845227,-0.844047,3.584,-0.786527,-0.844047,3.584,-0.933278,-0.844047,3.584,-0.806094,-0.863614,3.584,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.093856,0.019303,4.096,nan,nan,nan,nan,nan,nan
108,-0.79631,-0.804914,3.584,-0.894144,-0.697297,3.584,-0.952844,-0.658163,3.584,-0.894144,-0.364662,3.584,-0.727827,-0.188561,3.584,-0.835444,-0.716863,3.584,-0.887707,-0.595652,4.096,nan,nan,nan,-0.79631,-0.315745,3.584,-0.855011,-0.266828,3.584,nan,nan,nan,-0.255705,0.049543,3.84,-0.757177,-0.354878,3.584,-0.444384,-0.296369,3.84,-0.297633,0.039061,3.84,-0.835444,-0.834264,3.584,-0.776744,-0.844047,3.584,-0.923494,-0.834264,3.584,-0.79631,-0.853831,3.584,nan,nan,nan,-0.150883,0.028579,3.84,nan,nan,nan,nan,nan,nan,-0.129918,0.070507,3.84,nan,nan,nan
109,-0.786527,-0.804914,3.584,-0.884361,-0.697297,3.584,-0.952844,-0.658163,3.584,-0.874577,-0.364662,3.584,-0.718043,-0.188561,3.584,-0.82566,-0.716863,3.584,-0.832225,-0.558424,3.84,nan,nan,nan,-0.79631,-0.325528,3.584,-0.855011,-0.266828,3.584,nan,nan,nan,-0.255705,0.060025,3.84,-0.757177,-0.354878,3.584,-0.444384,-0.296369,3.84,-0.297633,0.028579,3.84,-0.82566,-0.834264,3.584,nan,nan,nan,-0.913711,-0.834264,3.584,-0.786527,-0.853831,3.584,nan,nan,nan,-0.160942,0.019303,4.096,-0.350044,0.08099,3.84,nan,nan,nan,nan,nan,nan,nan,nan,nan
110,-0.786527,-0.804914,3.584,-0.874577,-0.697297,3.584,-0.943061,-0.658163,3.584,-0.864794,-0.364662,3.584,-0.70826,-0.178778,3.584,-0.82566,-0.716863,3.584,nan,nan,nan,nan,nan,nan,-0.786527,-0.325528,3.584,-0.845227,-0.266828,3.584,nan,nan,nan,-0.255705,0.060025,3.84,-0.747393,-0.354878,3.584,-0.433902,-0.296369,3.84,-0.287151,0.028579,3.84,-0.815877,-0.824481,3.584,-0.76696,-0.834264,3.584,-0.913711,-0.834264,3.584,-0.776744,-0.844047,3.584,nan,nan,nan,nan,nan,nan,-0.339562,0.08099,3.84,nan,nan,nan,-0.140401,0.08099,3.84,nan,nan,nan
111,-0.776744,-0.804914,3.584,-0.874577,-0.697297,3.584,-0.943061,-0.64838,3.584,-0.855011,-0.364662,3.584,-0.70826,-0.178778,3.584,-0.815877,-0.70708,3.584,-0.821743,-0.558424,3.84,-0.776871,-0.549722,4.352,-0.786527,-0.325528,3.584,-0.845227,-0.266828,3.584,nan,nan,nan,-0.255705,0.070507,3.84,-0.747393,-0.354878,3.584,-0.433902,-0.296369,3.84,-0.287151,0.028579,3.84,-0.815877,-0.824481,3.584,-0.757177,-0.834264,3.584,-0.903927,-0.834264,3.584,-0.776744,-0.844047,3.584,nan,nan,nan,nan,nan,nan,-0.339562,0.08099,3.84,nan,nan,nan,-0.140401,0.091472,3.84,-0.276669,0.101954,3.84
112,-0.776744,-0.804914,3.584,-0.864794,-0.697297,3.584,-0.933278,-0.64838,3.584,-0.845227,-0.364662,3.584,-0.698476,-0.168994,3.584,-0.815877,-0.70708,3.584,-0.865345,-0.595652,4.096,-0.776871,-0.549722,4.352,-0.776744,-0.325528,3.584,-0.845227,-0.266828,3.584,-0.444109,-0.227695,3.584,-0.255705,0.070507,3.84,-0.747393,-0.354878,3.584,-0.433902,-0.296369,3.84,-0.276669,0.028579,3.84,-0.806094,-0.824481,3.584,nan,nan,nan,-0.894144,-0.824481,3.584,-0.76696,-0.834264,3.584,nan,nan,nan,nan,nan,nan,-0.32908,0.08099,3.84,nan,nan,nan,-0.140401,0.091472,3.84,-0.276669,0.112436,3.84
113,-0.76696,-0.804914,3.584,-0.864794,-0.687513,3.584,-0.933278,-0.64838,3.584,-0.845227,-0.364662,3.584,-0.698476,-0.168994,3.584,-0.806094,-0.70708,3.584,-0.811261,-0.558424,3.84,-0.764991,-0.549722,4.352,-0.776744,-0.325528,3.584,-0.845227,-0.266828,3.584,-0.444109,-0.227695,3.584,-0.255705,0.08099,3.84,-0.747393,-0.354878,3.584,-0.433902,-0.296369,3.84,-0.276669,0.028579,3.84,-0.79631,-0.824481,3.584,nan,nan,nan,-0.884361,-0.824481,3.584,-0.76696,-0.834264,3.584,nan,nan,nan,nan,nan,nan,-0.32908,0.08099,3.84,nan,nan,nan,-0.140401,0.101954,3.84,-0.276669,0.112436,3.84
114,-0.757177,-0.804914,3.584,-0.855011,-0.687513,3.584,-0.933278,-0.64838,3.584,-0.845227,-0.364662,3.584,-0.698476,-0.159211,3.584,-0.806094,-0.70708,3.584,-0.854164,-0.595652,4.096,-0.764991,-0.549722,4.352,-0.776744,-0.325528,3.584,-0.845227,-0.266828,3.584,-0.444109,-0.227695,3.584,-0.255705,0.08099,3.84,-0.73761,-0.354878,3.584,-0.433902,-0.296369,3.84,-0.276669,0.028579,3.84,-0.79631,-0.824481,3.584,nan,nan,nan,-0.884361,-0.824481,3.584,-0.757177,-0.834264,3.584,-0.127399,0.064027,4.096,nan,nan,nan,-0.32908,0.08099,3.84,nan,nan,nan,nan,nan,nan,nan,nan,nan
115,-0.757177,-0.79513,3.584,-0.855011,-0.687513,3.584,-0.923494,-0.64838,3.584,-0.835444,-0.364662,3.584,-0.698476,-0.159211,3.584,-0.806094,-0.70708,3.584,-0.854164,-0.595652,4.096,-0.764991,-0.549722,4.352,-0.776744,-0.325528,3.584,-0.845227,-0.266828,3.584,-0.444109,-0.217911,3.584,-0.266187,0.091472,3.84,-0.73761,-0.354878,3.584,-0.42342,-0.296369,3.84,-0.276669,0.028579,3.84,-0.786527,-0.824481,3.584,nan,nan,nan,-0.874577,-0.824481,3.584,-0.757177,-0.834264,3.584,-0.116218,0.064027,4.096,nan,nan,nan,-0.318598,0.08099,3.84,nan,nan,nan,-0.140401,0.122918,3.84,-0.287151,0.112436,3.84
116,-0.747393,-0.79513,3.584,-0.855011,-0.687513,3.584,-0.923494,-0.64838,3.584,-0.835444,-0.364662,3.584,-0.698476,-0.159211,3.584,-0.79631,-0.70708,3.584,-0.842983,-0.584471,4.096,-0.764991,-0.549722,4.352,-0.776744,-0.325528,3.584,-0.845227,-0.266828,3.584,-0.444109,-0.217911,3.584,-0.266187,0.091472,3.84,-0.73761,-0.354878,3.584,-0.42342,-0.296369,3.84,nan,nan,nan,-0.776744,-0.824481,3.584,nan,nan,nan,-0.874577,-0.824481,3.584,-0.747393,-0.834264,3.584,nan,nan,nan,nan,nan,nan,-0.318598,0.08099,3.84,nan,nan,nan,nan,nan,nan,-0.287151,0.122918,3.84
