time,Nosex,Nosey,Neckx,Necky,RSholderx,RSholdery,RElbowx,RElbowy,RWristx,RWristy,LSholderx,LSholdery,LElbowx,LElbowy,LWristx,LWristy,MidHipx,MidHipy,RHipx,RHipy,RKneex,RKneey,RAnklex,RAnkley,LHipx,LHipy,LKneex,LKneey,LAnklex,LAnkley,REyex,REyey,LEyex,LEyey,REarx,REary,LEarx,LEary,LBigToex,LBigToey,LSmallToex,LSmallToey,LHeelx,LHeely,RBigToex,RBigToey,RSmallToex,RSmallToey,RHeelx,RHeely,,,,,,,,,,,,,,,,,,,,,,,,,
356,0.001279,-0.00196,0.011,0.001249,-0.0019,0.011,0.00074,-0.00204,0.012,0.000376,-0.001252,0.013,0.000367,-0.000393,0.014,0.002051,-0.002073,0.012,0.003073,-0.001749,0.013,0.003641,-0.001145,0.013,0.001441,-0.000719,0.013,0.00098,-0.000755,0.013,0.000864,0.000563,0.014,0.00094,0.001786,0.014,0.001796,-0.000719,0.013,0.002163,0.00041,0.014,0.001867,0.00134,0.015,0.001219,-0.00214,0.011,0.001459,-0.00214,0.011,0.000979,-0.00226,0.011,0.001756,-0.002433,0.012,0.002195,0.001831,0.015,0.002277,0.001668,0.015,0.001704,0.00134,0.015,0.000902,0.00213,0.014,nan,nan,nan,0.00113,0.001954,0.015
357,0.001279,-0.00196,0.011,0.001249,-0.0019,0.011,0.00074,-0.00204,0.012,0.000412,-0.001252,0.013,0.000405,-0.000393,0.014,0.002051,-0.002073,0.012,0.003073,-0.001749,0.013,0.003641,-0.001145,0.013,0.001441,-0.000719,0.013,0.00098,-0.000755,0.013,0.000864,0.000563,0.014,0.00094,0.001786,0.014,0.001796,-0.000719,0.013,0.002163,0.000448,0.014,0.001908,0.001381,0.015,0.001219,-0.00214,0.011,0.001459,-0.00214,0.011,0.001009,-0.00226,0.011,nan,nan,nan,0.002236,0.001872,0.015,0.002318,0.001709,0.015,0.001704,0.001381,0.015,0.000902,0.00213,0.014,0.000749,0.002053,0.014,0.00113,0.001954,0.015
358,0.001309,-0.00196,0.011,0.001279,-0.00187,0.011,0.00074,-0.00204,0.012,0.000412,-0.001252,0.013,0.000405,-0.000393,0.014,0.002051,-0.002073,0.012,0.003073,-0.001749,0.013,0.003677,-0.001145,0.013,0.00133,-0.000664,0.012,0.001015,-0.000719,0.013,0.000802,0.000523,0.013,0.00094,0.001786,0.014,0.001831,-0.000684,0.013,0.002201,0.000448,0.014,0.001949,0.001463,0.015,0.001249,-0.00214,0.011,0.001459,-0.00214,0.011,0.001009,-0.00226,0.011,0.001789,-0.002433,0.012,0.002277,0.001913,0.015,0.002359,0.00179,0.015,0.001745,0.001463,0.015,0.000902,0.00213,0.014,nan,nan,nan,0.001171,0.001954,0.015
359,0.001309,-0.00196,0.011,0.001279,-0.00187,0.011,0.00074,-0.00204,0.012,0.000412,-0.001252,0.013,0.000376,-0.000365,0.013,0.002084,-0.002073,0.012,0.00287,-0.001614,0.012,0.003677,-0.001145,0.013,0.00133,-0.000631,0.012,0.001015,-0.000719,0.013,0.000802,0.000558,0.013,0.00094,0.001786,0.014,0.001831,-0.000684,0.013,0.002201,0.000486,0.014,0.001949,0.001504,0.015,0.001249,-0.00214,0.011,0.00149,-0.00214,0.011,0.001009,-0.00226,0.011,nan,nan,nan,0.002318,0.001995,0.015,0.0024,0.001872,0.015,0.001785,0.001545,0.015,0.000902,0.00213,0.014,0.000711,0.002053,0.014,0.001171,0.001954,0.015
360,0.001339,-0.00196,0.011,0.001279,-0.00187,0.011,0.000773,-0.00204,0.012,0.000412,-0.001252,0.013,0.000412,-0.000365,0.013,0.002084,-0.002073,0.012,0.00287,-0.001614,0.012,0.003677,-0.001145,0.013,0.00133,-0.000631,0.012,0.001015,-0.000719,0.013,0.000802,0.000558,0.013,0.00094,0.001786,0.014,0.001831,-0.000684,0.013,0.002044,0.000452,0.013,0.00199,0.001586,0.015,0.001249,-0.00214,0.011,0.00149,-0.00214,0.011,0.001039,-0.00226,0.011,nan,nan,nan,0.002163,0.001939,0.014,0.002441,0.001913,0.015,0.001785,0.001627,0.015,0.000902,0.00213,0.014,0.000711,0.002053,0.014,0.001171,0.001954,0.015
361,0.001369,-0.00196,0.011,0.001309,-0.00187,0.011,0.000773,-0.002007,0.012,0.000447,-0.001216,0.013,0.000412,-0.000365,0.013,0.002116,-0.002073,0.012,0.00287,-0.001614,0.012,0.003677,-0.001145,0.013,0.00133,-0.000631,0.012,0.001051,-0.000684,0.013,0.000802,0.000558,0.013,0.00094,0.001786,0.014,0.001831,-0.000648,0.013,0.00208,0.000487,0.013,0.001896,0.001556,0.014,0.001279,-0.00214,0.011,0.00152,-0.00211,0.011,0.001039,-0.00226,0.011,nan,nan,nan,0.002201,0.001977,0.014,0.002482,0.001995,0.015,0.001705,0.001595,0.014,0.000902,0.00213,0.014,nan,nan,nan,0.001171,0.001954,0.015
362,0.001369,-0.00193,0.011,0.001309,-0.00184,0.011,0.000773,-0.002007,0.012,0.000447,-0.001216,0.013,0.000412,-0.000329,0.013,0.002149,-0.00204,0.012,0.00287,-0.001581,0.012,0.003712,-0.00111,0.013,nan,nan,nan,0.001051,-0.000684,0.013,0.000802,0.000594,0.013,0.00094,0.001786,0.014,0.001867,-0.000648,0.013,0.00208,0.000523,0.013,0.001934,0.001633,0.014,0.001279,-0.00211,0.011,0.00152,-0.00211,0.011,0.001069,-0.00223,0.011,nan,nan,nan,0.00224,0.002053,0.014,0.002523,0.002077,0.015,0.001743,0.001671,0.014,0.000902,0.00213,0.014,nan,nan,nan,0.001212,0.001954,0.015
363,0.001399,-0.00193,0.011,0.001339,-0.00184,0.011,0.000806,-0.001974,0.012,0.000447,-0.001216,0.013,0.000447,-0.000329,0.013,0.002149,-0.00204,0.012,0.002902,-0.001581,0.012,0.003712,-0.00111,0.013,0.001476,-0.000648,0.013,0.001051,-0.000648,0.013,0.000802,0.000594,0.013,0.00094,0.001786,0.014,0.001867,-0.000613,0.013,0.002115,0.000523,0.013,0.001934,0.001747,0.014,0.001309,-0.00211,0.011,0.00155,-0.00208,0.011,0.001099,-0.00223,0.011,nan,nan,nan,nan,nan,nan,0.002563,0.002159,0.015,0.001781,0.001786,0.014,0.000864,0.00213,0.014,0.000673,0.002053,0.014,0.001212,0.001954,0.015
364,0.001429,-0.00193,0.011,0.001369,-0.00181,0.011,0.000806,-0.001974,0.012,0.000447,-0.001181,0.013,0.000447,-0.000294,0.013,0.002182,-0.002007,0.012,0.002902,-0.001581,0.012,0.003712,-0.001074,0.013,0.001476,-0.000613,0.013,0.001086,-0.000648,0.013,0.000838,0.000629,0.013,0.00094,0.001786,0.014,0.001902,-0.000613,0.013,0.002115,0.000558,0.013,0.001972,0.001786,0.014,0.001339,-0.00208,0.011,0.00158,-0.00208,0.011,0.001129,-0.00223,0.011,nan,nan,nan,0.002278,0.002206,0.014,0.002393,0.002091,0.014,0.001781,0.001862,0.014,0.000864,0.002091,0.014,0.000673,0.002053,0.014,0.001212,0.001954,0.015
365,0.001459,-0.0019,0.011,0.001399,-0.00178,0.011,0.000839,-0.001942,0.012,0.000483,-0.001181,0.013,0.000447,-0.000294,0.013,0.002215,-0.002007,0.012,0.002902,-0.001581,0.012,0.003712,-0.001074,0.013,0.001512,-0.000613,0.013,0.001086,-0.000613,0.013,0.000838,0.000665,0.013,0.00094,0.001786,0.014,0.001756,-0.000533,0.012,0.002115,0.000594,0.013,0.001972,0.001862,0.014,0.001339,-0.00205,0.011,0.00158,-0.00205,0.011,0.001159,-0.0022,0.011,0.00423,-0.005129,0.026,0.002316,0.002244,0.014,0.002431,0.002168,0.014,0.001819,0.001939,0.014,0.000864,0.002091,0.014,0.000673,0.002053,0.014,0.001212,0.001954,0.015
366,0.00149,-0.00187,0.011,0.001399,-0.00178,0.011,0.000872,-0.001909,0.012,0.000483,-0.001145,0.013,0.000483,-0.000258,0.013,0.002247,-0.001974,0.012,0.002935,-0.001549,0.012,0.003427,-0.000959,0.012,0.001512,-0.000577,0.013,0.001122,-0.000577,0.013,0.000838,0.000665,0.013,0.00094,0.001786,0.014,0.001789,-0.000533,0.012,0.002151,0.000629,0.013,0.00201,0.001939,0.014,0.001369,-0.00202,0.011,0.00161,-0.00202,0.011,0.001159,-0.0022,0.011,nan,nan,nan,nan,nan,nan,0.002469,0.002244,0.014,0.001858,0.002015,0.014,0.000864,0.002091,0.014,nan,nan,nan,0.001253,0.001954,0.015
367,0.00152,-0.00187,0.011,0.001429,-0.00175,0.011,0.000904,-0.001909,0.012,0.000483,-0.001145,0.013,0.000483,-0.000258,0.013,0.00228,-0.001942,0.012,0.002935,-0.001549,0.012,0.003427,-0.000959,0.012,0.001547,-0.000542,0.013,0.001122,-0.000577,0.013,0.000838,0.0007,0.013,0.00094,0.001786,0.014,0.001821,-0.0005,0.012,0.002151,0.000665,0.013,0.00201,0.001977,0.014,0.001399,-0.00202,0.011,0.00164,-0.00199,0.011,0.001189,-0.0022,0.011,0.001985,-0.002302,0.012,nan,nan,nan,0.002507,0.002283,0.014,0.001858,0.002053,0.014,0.000864,0.002091,0.014,nan,nan,nan,0.001253,0.001954,0.015
368,0.00152,-0.00184,0.011,0.001459,-0.00172,0.011,0.000904,-0.001876,0.012,0.000518,-0.00111,0.013,0.000518,-0.000223,0.013,0.002313,-0.001909,0.012,0.002968,-0.001516,0.012,0.003427,-0.000926,0.012,0.001547,-0.000542,0.013,0.001122,-0.000542,0.013,0.000838,0.0007,0.013,0.00094,0.001786,0.014,0.001821,-0.000468,0.012,0.002186,0.0007,0.013,0.00201,0.002053,0.014,0.001429,-0.00199,0.011,0.00167,-0.00199,0.011,0.001219,-0.00217,0.011,nan,nan,nan,0.002354,0.002397,0.014,0.002507,0.002321,0.014,0.001896,0.002091,0.014,0.000864,0.002091,0.014,nan,nan,nan,0.001253,0.001954,0.015
369,0.00155,-0.00184,0.011,0.00149,-0.00172,0.011,0.000937,-0.001843,0.012,0.000518,-0.00111,0.013,0.000518,-0.000223,0.013,0.002378,-0.001909,0.012,0.003001,-0.001483,0.012,0.003427,-0.000893,0.012,0.001583,-0.000507,0.013,0.001157,-0.000507,0.013,0.000838,0.000736,0.013,0.00094,0.001786,0.014,0.001854,-0.000435,0.012,0.002186,0.000736,0.013,0.002049,0.002053,0.014,0.001459,-0.00199,0.011,0.0017,-0.00196,0.011,0.001249,-0.00217,0.011,nan,nan,nan,0.002354,0.002435,0.014,0.002545,0.002359,0.014,0.001896,0.00213,0.014,0.000864,0.002091,0.014,nan,nan,nan,0.001253,0.001954,0.015
370,0.00158,-0.00181,0.011,0.00152,-0.00169,0.011,0.00097,-0.001843,0.012,0.000554,-0.001074,0.013,0.000554,-0.000223,0.013,0.002411,-0.001876,0.012,0.003033,-0.00145,0.012,0.003427,-0.000828,0.012,0.001618,-0.000471,0.013,0.001157,-0.000507,0.013,0.000838,0.000771,0.013,0.000979,0.001786,0.014,0.001887,-0.000435,0.012,0.002186,0.000771,0.013,0.002049,0.002091,0.014,0.00149,-0.00196,0.011,0.00173,-0.00196,0.011,0.001279,-0.00217,0.011,nan,nan,nan,nan,nan,nan,0.002545,0.002397,0.014,0.001934,0.002168,0.014,0.000864,0.002091,0.014,0.000635,0.002015,0.014,0.001253,0.001954,0.015
371,0.00161,-0.00181,0.011,0.00158,-0.00169,0.011,0.000919,-0.00166,0.011,0.000544,-0.000992,0.012,0.000589,-0.000187,0.013,0.002444,-0.001843,0.012,0.003066,-0.001418,0.012,0.003427,-0.000795,0.012,0.001618,-0.000471,0.013,0.001193,-0.000471,0.013,0.000838,0.000771,0.013,0.000979,0.001747,0.014,nan,nan,nan,0.002222,0.000806,0.013,0.002049,0.00213,0.014,0.00152,-0.00196,0.011,0.00176,-0.00193,0.011,0.001309,-0.00214,0.011,nan,nan,nan,0.002393,0.002474,0.014,0.002545,0.002435,0.014,0.001934,0.002168,0.014,0.000864,0.002091,0.014,nan,nan,nan,0.001253,0.001954,0.015
372,0.00164,-0.00181,0.011,0.00161,-0.00166,0.011,0.000949,-0.00166,0.011,0.000544,-0.000959,0.012,0.000589,-0.000187,0.013,0.002509,-0.001843,0.012,0.003099,-0.001418,0.012,0.003427,-0.000762,0.012,0.001654,-0.000436,0.013,0.001193,-0.000471,0.013,0.000838,0.000806,0.013,0.000979,0.001747,0.014,0.00208,-0.0004,0.013,0.002222,0.000842,0.013,0.002049,0.00213,0.014,0.00155,-0.00193,0.011,0.00179,-0.00193,0.011,0.001339,-0.00214,0.011,nan,nan,nan,nan,nan,nan,0.002545,0.002435,0.014,0.001934,0.002168,0.014,0.000864,0.002091,0.014,0.000635,0.002015,0.014,0.001253,0.001913,0.015
373,0.00167,-0.00181,0.011,0.00164,-0.00166,0.011,0.000979,-0.00166,0.011,0.000577,-0.000959,0.012,0.000625,-0.000152,0.013,0.002542,-0.001843,0.012,0.003099,-0.001385,0.012,0.003427,-0.000762,0.012,0.001689,-0.000436,0.013,0.001228,-0.000436,0.013,0.000838,0.000806,0.013,0.000979,0.001747,0.014,0.002115,-0.0004,0.013,0.002257,0.000877,0.013,0.002049,0.00213,0.014,0.00158,-0.00193,0.011,0.00182,-0.00193,0.011,0.001369,-0.00214,0.011,0.002,-0.00202,0.011,nan,nan,nan,0.002545,0.002435,0.014,0.001934,0.002168,0.014,0.000864,0.002091,0.014,0.000635,0.002015,0.014,0.001253,0.001913,0.015
374,0.0017,-0.00178,0.011,0.00167,-0.00166,0.011,0.000979,-0.00166,0.011,0.000609,-0.000926,0.012,0.00066,-0.000152,0.013,0.002575,-0.001811,0.012,0.003132,-0.001385,0.012,nan,nan,nan,nan,nan,nan,0.001264,-0.000436,0.013,0.000838,0.000842,0.013,0.000979,0.001786,0.014,0.002115,-0.000365,0.013,0.002257,0.000877,0.013,0.002049,0.00213,0.014,0.001463,-0.001755,0.01,0.00185,-0.00193,0.011,0.001399,-0.00214,0.011,nan,nan,nan,0.002393,0.002512,0.014,0.002545,0.002435,0.014,0.001934,0.002168,0.014,0.000864,0.002091,0.014,0.00068,0.002159,0.015,0.001253,0.001913,0.015
375,0.00173,-0.00178,0.011,0.0017,-0.00166,0.011,0.001009,-0.00166,0.011,0.000642,-0.000926,0.012,0.00066,-0.000152,0.013,0.002608,-0.001811,0.012,0.003165,-0.001385,0.012,0.003959,-0.000851,0.014,nan,nan,nan,0.001264,-0.0004,0.013,0.000838,0.000842,0.013,0.000979,0.001786,0.014,0.002151,-0.000365,0.013,0.002293,0.000913,0.013,0.002049,0.00213,0.014,0.001491,-0.001755,0.01,0.001709,-0.001755,0.01,0.001429,-0.00214,0.011,0.00206,-0.00202,0.011,0.002393,0.002512,0.014,0.002545,0.002474,0.014,0.001934,0.002168,0.014,0.000864,0.00213,0.014,0.000635,0.002053,0.014,0.001253,0.001954,0.015
376,0.00176,-0.00178,0.011,0.0017,-0.00166,0.011,0.001039,-0.00163,0.011,0.000642,-0.000926,0.012,0.000696,-0.000116,0.013,0.00239,-0.00166,0.011,0.003165,-0.001385,0.012,0.003677,-0.000826,0.013,0.001625,-0.000337,0.012,0.001299,-0.0004,0.013,0.000838,0.000842,0.013,0.001017,0.001824,0.014,0.002151,-0.000365,0.013,0.002293,0.000913,0.013,0.002049,0.00213,0.014,0.001518,-0.001755,0.01,0.001736,-0.001755,0.01,0.001459,-0.00214,0.011,nan,nan,nan,0.002222,0.002332,0.013,0.002545,0.002435,0.014,0.001934,0.002168,0.014,0.000902,0.002168,0.014,0.000635,0.002091,0.014,0.001253,0.001954,0.015
377,0.0016,-0.001618,0.01,0.00173,-0.00166,0.011,0.001039,-0.00163,0.011,0.000675,-0.000926,0.012,0.000696,-0.000116,0.013,0.00242,-0.00166,0.011,0.003197,-0.001418,0.012,0.003394,-0.000795,0.012,0.001625,-0.000337,0.012,0.001199,-0.000369,0.012,0.000838,0.000877,0.013,0.001089,0.001995,0.015,0.002151,-0.000365,0.013,0.002328,0.000913,0.013,0.002049,0.00213,0.014,0.001518,-0.001755,0.01,0.001736,-0.001727,0.01,0.00149,-0.00214,0.011,nan,nan,nan,0.002393,0.002512,0.014,0.002545,0.002435,0.014,0.001934,0.002168,0.014,0.000902,0.002206,0.014,0.000673,0.00213,0.014,0.001253,0.001995,0.015
378,0.001627,-0.001618,0.01,0.00176,-0.00166,0.011,0.001069,-0.00163,0.011,0.000675,-0.000926,0.012,0.000731,-0.000116,0.013,0.00242,-0.00166,0.011,0.003197,-0.001418,0.012,0.003361,-0.000828,0.012,0.001658,-0.000337,0.012,0.001232,-0.000337,0.012,0.000838,0.000913,0.013,0.001089,0.002036,0.015,0.002018,-0.000304,0.012,0.002328,0.000948,0.013,0.002049,0.00213,0.014,0.001545,-0.001755,0.01,0.001764,-0.001727,0.01,0.00149,-0.00214,0.011,nan,nan,nan,nan,nan,nan,0.002545,0.002435,0.014,0.001934,0.002168,0.014,0.000902,0.002283,0.014,0.000673,0.002168,0.014,0.001294,0.002077,0.015
379,0.001627,-0.001618,0.01,0.0016,-0.001509,0.01,0.001069,-0.00163,0.011,0.000708,-0.000926,0.012,0.000731,-0.000081,0.013,0.00242,-0.00166,0.011,0.003197,-0.00145,0.012,0.003361,-0.000861,0.012,0.001658,-0.000304,0.012,0.001232,-0.000337,0.012,0.000873,0.000913,0.013,0.001055,0.001977,0.014,0.002018,-0.000304,0.012,0.002364,0.000948,0.013,0.002049,0.00213,0.014,0.001545,-0.001755,0.01,0.001764,-0.001727,0.01,0.001381,-0.001946,0.01,nan,nan,nan,0.002393,0.002512,0.014,0.002545,0.002435,0.014,0.001896,0.002168,0.014,0.000902,0.002359,0.014,0.000711,0.002244,0.014,0.001294,0.002159,0.015
380,0.001654,-0.001618,0.01,0.0016,-0.001482,0.01,0.001069,-0.00163,0.011,0.000708,-0.000893,0.012,0.000675,-0.000074,0.012,0.00242,-0.00166,0.011,0.003197,-0.001483,0.012,0.003361,-0.000893,0.012,0.001658,-0.000304,0.012,0.001232,-0.000304,0.012,0.000873,0.000948,0.013,0.001055,0.002053,0.014,0.002018,-0.000304,0.012,0.002364,0.000984,0.013,0.002049,0.00213,0.014,0.001572,-0.001727,0.01,0.001791,-0.001727,0.01,0.001381,-0.001918,0.01,0.00215,-0.00199,0.011,0.002393,0.002512,0.014,0.002545,0.002435,0.014,0.001896,0.00213,0.014,0.00094,0.002435,0.014,nan,nan,nan,0.001208,0.002091,0.014
381,0.001654,-0.001591,0.01,0.0016,-0.001482,0.01,0.001069,-0.0016,0.011,0.000708,-0.000893,0.012,0.000675,-0.000042,0.012,0.00242,-0.00166,0.011,0.003197,-0.001483,0.012,0.003361,-0.000926,0.012,0.001658,-0.000304,0.012,0.001265,-0.000304,0.012,0.000873,0.000984,0.013,0.001093,0.002168,0.014,0.002018,-0.000271,0.012,0.002364,0.000984,0.013,0.002049,0.00213,0.014,0.001572,-0.001727,0.01,0.001791,-0.001727,0.01,0.001381,-0.001918,0.01,0.00215,-0.00199,0.011,0.002222,0.002332,0.013,0.002545,0.002435,0.014,0.001896,0.00213,0.014,0.00094,0.00255,0.014,0.000749,0.002435,0.014,0.001208,0.002206,0.014
382,0.001654,-0.001591,0.01,0.0016,-0.001482,0.01,0.001069,-0.0016,0.011,0.000708,-0.000893,0.012,0.000675,-0.000009,0.012,0.00242,-0.00166,0.011,0.003197,-0.001483,0.012,0.003361,-0.000926,0.012,0.001658,-0.000271,0.012,0.001265,-0.000271,0.012,0.000806,0.000974,0.012,0.001131,0.002244,0.014,0.002018,-0.000271,0.012,0.002364,0.001019,0.013,0.00201,0.00213,0.014,0.001572,-0.001727,0.01,0.001764,-0.0017,0.01,0.001381,-0.001891,0.01,0.00215,-0.00199,0.011,0.002393,0.002512,0.014,0.002545,0.002435,0.014,0.001858,0.00213,0.014,0.000873,0.002474,0.013,nan,nan,nan,0.001208,0.002321,0.014
383,0.001654,-0.001563,0.01,0.0016,-0.001454,0.01,0.001069,-0.00157,0.011,0.000675,-0.000861,0.012,0.000642,0.000024,0.012,0.00239,-0.00163,0.011,0.003197,-0.001483,0.012,0.003361,-0.000926,0.012,0.001658,-0.000238,0.012,0.001232,-0.000271,0.012,0.000806,0.001006,0.012,0.001051,0.00219,0.013,0.002018,-0.000238,0.012,0.002182,0.000941,0.012,0.00201,0.00213,0.014,0.001545,-0.0017,0.01,0.001764,-0.001673,0.01,0.001381,-0.001891,0.01,0.00212,-0.00196,0.011,0.002393,0.002512,0.014,0.002507,0.002435,0.014,0.001858,0.00213,0.014,0.000873,0.002581,0.013,nan,nan,nan,0.001246,0.002435,0.014
384,0.001627,-0.001536,0.01,0.001572,-0.001454,0.01,0.001039,-0.00157,0.011,0.000675,-0.000828,0.012,0.000642,0.000024,0.012,0.00239,-0.00163,0.011,0.003165,-0.001483,0.012,0.003361,-0.000926,0.012,0.001658,-0.000238,0.012,0.001232,-0.000238,0.012,0.000806,0.001039,0.012,0.001051,0.002297,0.013,0.002018,-0.000206,0.012,0.002399,0.001055,0.013,0.00201,0.00213,0.014,0.001545,-0.001673,0.01,0.001764,-0.001673,0.01,0.001354,-0.001864,0.01,nan,nan,nan,0.002393,0.002512,0.014,0.002507,0.002435,0.014,0.001858,0.00213,0.014,0.000909,0.002687,0.013,0.000731,0.002581,0.013,0.001157,0.002368,0.013
385,0.001627,-0.001509,0.01,0.001545,-0.001427,0.01,0.001039,-0.00154,0.011,0.000642,-0.000828,0.012,0.000609,0.000057,0.012,0.00239,-0.0016,0.011,0.003165,-0.00145,0.012,0.003394,-0.000926,0.012,0.001658,-0.000206,0.012,0.001232,-0.000206,0.012,0.000806,0.001105,0.012,0.001086,0.002403,0.013,0.002018,-0.000206,0.012,0.002215,0.001006,0.012,0.00201,0.00213,0.014,0.001518,-0.001645,0.01,0.001736,-0.001645,0.01,0.001327,-0.001836,0.01,nan,nan,nan,nan,nan,nan,0.002507,0.002435,0.014,0.001819,0.002091,0.014,0.000909,0.002794,0.013,0.000767,0.002687,0.013,0.001157,0.00251,0.013
386,0.0016,-0.001482,0.01,0.001545,-0.0014,0.01,0.001009,-0.00151,0.011,0.000609,-0.000795,0.012,0.000609,0.000089,0.012,0.00236,-0.0016,0.011,0.003165,-0.00145,0.012,0.003394,-0.000926,0.012,0.001658,-0.000173,0.012,0.001199,-0.000173,0.012,0.000806,0.001138,0.012,0.001086,0.00251,0.013,0.002018,-0.000173,0.012,0.002215,0.001039,0.012,0.00201,0.00213,0.014,0.001491,-0.001618,0.01,0.001736,-0.001618,0.01,0.0013,-0.001809,0.01,0.00209,-0.00193,0.011,0.002393,0.002512,0.014,0.002507,0.002435,0.014,0.001819,0.002091,0.014,0.000873,0.0029,0.013,0.000767,0.002758,0.013,0.001157,0.002616,0.013
387,0.001572,-0.001454,0.01,0.001518,-0.001372,0.01,0.000979,-0.00148,0.011,0.000577,-0.000762,0.012,0.000577,0.000155,0.012,0.00233,-0.00157,0.011,0.003132,-0.001418,0.012,0.003427,-0.000926,0.012,0.001625,-0.00014,0.012,0.001199,-0.00014,0.012,0.000806,0.001203,0.012,0.001003,0.002415,0.012,0.002018,-0.00014,0.012,0.002182,0.001072,0.012,0.001972,0.00213,0.014,0.001463,-0.001591,0.01,0.001709,-0.001591,0.01,0.001272,-0.001782,0.01,0.001873,-0.001727,0.01,0.002393,0.002512,0.014,0.002507,0.002435,0.014,0.001781,0.002091,0.014,0.000806,0.002775,0.012,0.000767,0.002865,0.013,0.001157,0.002687,0.013
388,0.001545,-0.001427,0.01,0.001491,-0.001345,0.01,0.000979,-0.001419,0.011,0.000577,-0.000697,0.012,0.000544,0.000188,0.012,0.0023,-0.00154,0.011,0.003132,-0.001418,0.012,0.003427,-0.000893,0.012,0.001625,-0.000107,0.012,0.001166,-0.000107,0.012,0.000806,0.001236,0.012,0.001086,0.002687,0.013,0.001985,-0.000107,0.012,0.002182,0.001072,0.012,0.001972,0.002091,0.014,0.001436,-0.001563,0.01,0.001682,-0.001536,0.01,0.001245,-0.001755,0.01,0.001845,-0.0017,0.01,0.002393,0.002512,0.014,0.002507,0.002435,0.014,0.001781,0.002091,0.014,0.000806,0.002841,0.012,0.000708,0.00271,0.012,0.001157,0.002758,0.013
389,0.001518,-0.0014,0.01,0.001463,-0.001318,0.01,0.000949,-0.001389,0.011,0.000544,-0.000664,0.012,0.000544,0.00022,0.012,0.00227,-0.00151,0.011,0.003099,-0.001385,0.012,0.003427,-0.000893,0.012,0.001592,-0.000107,0.012,0.001166,-0.000074,0.012,0.000806,0.001269,0.012,0.001122,0.002723,0.013,0.001985,-0.000074,0.012,0.002182,0.001105,0.012,0.001972,0.002091,0.014,0.001409,-0.001509,0.01,0.001654,-0.001509,0.01,0.001218,-0.0017,0.01,0.002,-0.00184,0.011,0.002222,0.002332,0.013,0.002507,0.002435,0.014,0.001781,0.002091,0.014,0.000873,0.003149,0.013,0.000767,0.002971,0.013,0.001157,0.002829,0.013
390,0.001491,-0.001345,0.01,0.001436,-0.00129,0.01,0.000919,-0.001359,0.011,0.000469,-0.000579,0.011,0.000511,0.000253,0.012,0.00224,-0.00148,0.011,0.003066,-0.001385,0.012,0.003459,-0.000861,0.012,0.001592,-0.000074,0.012,0.001134,-0.000074,0.012,0.000806,0.001334,0.012,0.001122,0.002794,0.013,0.001985,-0.000074,0.012,0.002182,0.001138,0.012,0.001972,0.002091,0.014,0.001381,-0.001482,0.01,0.001627,-0.001482,0.01,0.00119,-0.001673,0.01,nan,nan,nan,0.002222,0.002332,0.013,0.002507,0.002435,0.014,0.001781,0.002091,0.014,0.000806,0.002939,0.012,0.000708,0.002808,0.012,0.001157,0.0029,0.013
391,0.001463,-0.001318,0.01,0.001409,-0.001263,0.01,0.000889,-0.001329,0.011,0.000439,-0.000549,0.011,0.000511,0.000286,0.012,0.00221,-0.00148,0.011,0.003033,-0.001385,0.012,0.003459,-0.000861,0.012,0.001559,-0.000042,0.012,0.001134,-0.000042,0.012,0.000806,0.001367,0.012,0.001122,0.002829,0.013,0.001952,-0.000042,0.012,0.002149,0.001138,0.012,0.001972,0.002091,0.014,0.001354,-0.001454,0.01,0.0016,-0.001454,0.01,0.001136,-0.001645,0.01,0.001764,-0.001618,0.01,nan,nan,nan,0.002507,0.002435,0.014,0.001781,0.002091,0.014,0.000806,0.002972,0.012,0.000708,0.002841,0.012,0.001157,0.002936,0.013
392,0.001436,-0.00129,0.01,0.001354,-0.001236,0.01,0.000859,-0.001299,0.011,0.000446,-0.000566,0.012,0.000478,0.000319,0.012,0.00218,-0.00145,0.011,0.003033,-0.001352,0.012,0.003459,-0.000828,0.012,0.001527,-0.000009,0.012,0.001101,-0.000009,0.012,0.000806,0.001367,0.012,0.001086,0.002865,0.013,0.001952,-0.000009,0.012,0.002149,0.00117,0.012,0.001972,0.002091,0.014,0.001327,-0.0014,0.01,0.001545,-0.0014,0.01,0.001108,-0.001618,0.01,0.00191,-0.00172,0.011,0.002222,0.002332,0.013,0.002507,0.002435,0.014,0.001781,0.002091,0.014,0.000806,0.003005,0.012,0.000708,0.002841,0.012,0.001157,0.002971,0.013
393,0.001381,-0.001263,0.01,0.001327,-0.001236,0.01,0.000829,-0.001269,0.011,0.000409,-0.000489,0.011,0.000478,0.000351,0.012,0.00215,-0.001419,0.011,0.003001,-0.001352,0.012,0.003492,-0.000795,0.012,0.001527,-0.000009,0.012,0.001101,-0.000009,0.012,0.000773,0.0014,0.012,0.001086,0.002865,0.013,0.00192,-0.000009,0.012,0.002149,0.00117,0.012,0.001972,0.002091,0.014,0.001272,-0.001372,0.01,0.001518,-0.001372,0.01,0.001081,-0.001591,0.01,0.00185,-0.00169,0.011,nan,nan,nan,0.002545,0.002435,0.014,0.001781,0.002053,0.014,0.000773,0.003005,0.012,0.000675,0.002874,0.012,0.001157,0.002971,0.013
