time,Nosex,Nosey,Neckx,Necky,RSholderx,RSholdery,RElbowx,RElbowy,RWristx,RWristy,LSholderx,LSholdery,LElbowx,LElbowy,LWristx,LWristy,MidHipx,MidHipy,RHipx,RHipy,RKneex,RKneey,RAnklex,RAnkley,LHipx,LHipy,LKneex,LKneey,LAnklex,LAnkley,REyex,REyey,LEyex,LEyey,REarx,REary,LEarx,LEary,LBigToex,LBigToey,LSmallToex,LSmallToey,LHeelx,LHeely,RBigToex,RBigToey,RSmallToex,RSmallToey,RHeelx,RHeely,,,,,,,,,,,,,,,,,,,,,,,,,
109,-0.003072,-0.003144,0.014,-0.003455,-0.002724,0.014,-0.003722,-0.002571,0.014,-0.003416,-0.001424,0.014,-0.002805,-0.000737,0.014,-0.003225,-0.0028,0.014,-0.003251,-0.002181,0.015,nan,nan,nan,-0.003111,-0.001272,0.014,-0.00334,-0.001042,0.014,nan,nan,nan,-0.000999,0.000234,0.015,-0.002958,-0.001386,0.014,-0.001736,-0.001158,0.015,-0.001163,0.000112,0.015,-0.003225,-0.003259,0.014,nan,nan,nan,-0.003569,-0.003259,0.014,-0.003072,-0.003335,0.014,nan,nan,nan,-0.000629,0.000075,0.016,-0.001367,0.000316,0.015,nan,nan,nan,nan,nan,nan,nan,nan,nan
110,-0.003072,-0.003144,0.014,-0.003416,-0.002724,0.014,-0.003684,-0.002571,0.014,-0.003378,-0.001424,0.014,-0.002767,-0.000698,0.014,-0.003225,-0.0028,0.014,nan,nan,nan,nan,nan,nan,-0.003072,-0.001272,0.014,-0.003302,-0.001042,0.014,nan,nan,nan,-0.000999,0.000234,0.015,-0.00292,-0.001386,0.014,-0.001695,-0.001158,0.015,-0.001122,0.000112,0.015,-0.003187,-0.003221,0.014,-0.002996,-0.003259,0.014,-0.003569,-0.003259,0.014,-0.003034,-0.003297,0.014,nan,nan,nan,nan,nan,nan,-0.001326,0.000316,0.015,nan,nan,nan,-0.000548,0.000316,0.015,nan,nan,nan
111,-0.003034,-0.003144,0.014,-0.003416,-0.002724,0.014,-0.003684,-0.002533,0.014,-0.00334,-0.001424,0.014,-0.002767,-0.000698,0.014,-0.003187,-0.002762,0.014,-0.00321,-0.002181,0.015,-0.003035,-0.002147,0.017,-0.003072,-0.001272,0.014,-0.003302,-0.001042,0.014,nan,nan,nan,-0.000999,0.000275,0.015,-0.00292,-0.001386,0.014,-0.001695,-0.001158,0.015,-0.001122,0.000112,0.015,-0.003187,-0.003221,0.014,-0.002958,-0.003259,0.014,-0.003531,-0.003259,0.014,-0.003034,-0.003297,0.014,nan,nan,nan,nan,nan,nan,-0.001326,0.000316,0.015,nan,nan,nan,-0.000548,0.000357,0.015,-0.001081,0.000398,0.015
112,-0.003034,-0.003144,0.014,-0.003378,-0.002724,0.014,-0.003646,-0.002533,0.014,-0.003302,-0.001424,0.014,-0.002728,-0.00066,0.014,-0.003187,-0.002762,0.014,-0.00338,-0.002327,0.016,-0.003035,-0.002147,0.017,-0.003034,-0.001272,0.014,-0.003302,-0.001042,0.014,-0.001735,-0.000889,0.014,-0.000999,0.000275,0.015,-0.00292,-0.001386,0.014,-0.001695,-0.001158,0.015,-0.001081,0.000112,0.015,-0.003149,-0.003221,0.014,nan,nan,nan,-0.003493,-0.003221,0.014,-0.002996,-0.003259,0.014,nan,nan,nan,nan,nan,nan,-0.001285,0.000316,0.015,nan,nan,nan,-0.000548,0.000357,0.015,-0.001081,0.000439,0.015
113,-0.002996,-0.003144,0.014,-0.003378,-0.002686,0.014,-0.003646,-0.002533,0.014,-0.003302,-0.001424,0.014,-0.002728,-0.00066,0.014,-0.003149,-0.002762,0.014,-0.003169,-0.002181,0.015,-0.002988,-0.002147,0.017,-0.003034,-0.001272,0.014,-0.003302,-0.001042,0.014,-0.001735,-0.000889,0.014,-0.000999,0.000316,0.015,-0.00292,-0.001386,0.014,-0.001695,-0.001158,0.015,-0.001081,0.000112,0.015,-0.003111,-0.003221,0.014,nan,nan,nan,-0.003455,-0.003221,0.014,-0.002996,-0.003259,0.014,nan,nan,nan,nan,nan,nan,-0.001285,0.000316,0.015,nan,nan,nan,-0.000548,0.000398,0.015,-0.001081,0.000439,0.015
114,-0.002958,-0.003144,0.014,-0.00334,-0.002686,0.014,-0.003646,-0.002533,0.014,-0.003302,-0.001424,0.014,-0.002728,-0.000622,0.014,-0.003149,-0.002762,0.014,-0.003337,-0.002327,0.016,-0.002988,-0.002147,0.017,-0.003034,-0.001272,0.014,-0.003302,-0.001042,0.014,-0.001735,-0.000889,0.014,-0.000999,0.000316,0.015,-0.002881,-0.001386,0.014,-0.001695,-0.001158,0.015,-0.001081,0.000112,0.015,-0.003111,-0.003221,0.014,nan,nan,nan,-0.003455,-0.003221,0.014,-0.002958,-0.003259,0.014,-0.000498,0.00025,0.016,nan,nan,nan,-0.001285,0.000316,0.015,nan,nan,nan,nan,nan,nan,nan,nan,nan
115,-0.002958,-0.003106,0.014,-0.00334,-0.002686,0.014,-0.003607,-0.002533,0.014,-0.003263,-0.001424,0.014,-0.002728,-0.000622,0.014,-0.003149,-0.002762,0.014,-0.003337,-0.002327,0.016,-0.002988,-0.002147,0.017,-0.003034,-0.001272,0.014,-0.003302,-0.001042,0.014,-0.001735,-0.000851,0.014,-0.00104,0.000357,0.015,-0.002881,-0.001386,0.014,-0.001654,-0.001158,0.015,-0.001081,0.000112,0.015,-0.003072,-0.003221,0.014,nan,nan,nan,-0.003416,-0.003221,0.014,-0.002958,-0.003259,0.014,-0.000454,0.00025,0.016,nan,nan,nan,-0.001245,0.000316,0.015,nan,nan,nan,-0.000548,0.00048,0.015,-0.001122,0.000439,0.015
116,-0.00292,-0.003106,0.014,-0.00334,-0.002686,0.014,-0.003607,-0.002533,0.014,-0.003263,-0.001424,0.014,-0.002728,-0.000622,0.014,-0.003111,-0.002762,0.014,-0.003293,-0.002283,0.016,-0.002988,-0.002147,0.017,-0.003034,-0.001272,0.014,-0.003302,-0.001042,0.014,-0.001735,-0.000851,0.014,-0.00104,0.000357,0.015,-0.002881,-0.001386,0.014,-0.001654,-0.001158,0.015,nan,nan,nan,-0.003034,-0.003221,0.014,nan,nan,nan,-0.003416,-0.003221,0.014,-0.00292,-0.003259,0.014,nan,nan,nan,nan,nan,nan,-0.001245,0.000316,0.015,nan,nan,nan,nan,nan,nan,-0.001122,0.00048,0.015
117,-0.00292,-0.003106,0.014,-0.00334,-0.002686,0.014,-0.00335,-0.002352,0.013,-0.003263,-0.001463,0.014,-0.002767,-0.000622,0.014,-0.003111,-0.002762,0.014,-0.003293,-0.002283,0.016,-0.002942,-0.002147,0.017,-0.003034,-0.001272,0.014,-0.003302,-0.001042,0.014,-0.001735,-0.000851,0.014,-0.00104,0.000357,0.015,-0.002881,-0.001386,0.014,-0.001654,-0.001158,0.015,-0.00104,0.000112,0.015,-0.003034,-0.003221,0.014,nan,nan,nan,-0.003378,-0.003221,0.014,-0.00292,-0.003259,0.014,nan,nan,nan,nan,nan,nan,-0.001204,0.000316,0.015,nan,nan,nan,-0.000589,0.000521,0.015,-0.001122,0.00048,0.015
118,-0.002881,-0.003144,0.014,-0.003302,-0.002686,0.014,-0.003314,-0.002352,0.013,-0.003263,-0.001463,0.014,-0.002767,-0.000622,0.014,-0.003072,-0.002762,0.014,-0.003293,-0.002283,0.016,-0.002942,-0.002147,0.017,-0.003034,-0.001272,0.014,-0.003302,-0.001042,0.014,-0.001773,-0.000851,0.014,-0.00104,0.000357,0.015,-0.002881,-0.001386,0.014,-0.001654,-0.001158,0.015,nan,nan,nan,-0.002996,-0.003221,0.014,-0.004348,-0.005001,0.022,-0.003378,-0.003221,0.014,-0.002881,-0.003221,0.014,nan,nan,nan,-0.000454,0.000206,0.016,-0.001204,0.000316,0.015,nan,nan,nan,nan,nan,nan,-0.001122,0.00048,0.015
119,-0.002881,-0.003144,0.014,-0.003302,-0.002686,0.014,-0.003314,-0.002352,0.013,-0.003263,-0.001463,0.014,-0.002767,-0.000622,0.014,-0.003034,-0.002762,0.014,-0.003249,-0.002283,0.016,-0.002942,-0.002147,0.017,-0.003034,-0.001272,0.014,-0.003302,-0.001042,0.014,-0.001773,-0.000851,0.014,-0.001081,0.000398,0.015,-0.002881,-0.001386,0.014,-0.001654,-0.001158,0.015,nan,nan,nan,-0.002996,-0.003221,0.014,nan,nan,nan,-0.00334,-0.003221,0.014,-0.002843,-0.003221,0.014,-0.000511,0.00038,0.018,nan,nan,nan,-0.001163,0.000316,0.015,nan,nan,nan,-0.000589,0.000562,0.015,-0.001163,0.00048,0.015
120,-0.002843,-0.003144,0.014,-0.003302,-0.002647,0.014,-0.003279,-0.002352,0.013,-0.003263,-0.001463,0.014,-0.002767,-0.000622,0.014,-0.003034,-0.002762,0.014,-0.003249,-0.002283,0.016,-0.002942,-0.002101,0.017,-0.003034,-0.001272,0.014,-0.003302,-0.001042,0.014,-0.001773,-0.000851,0.014,-0.001081,0.000398,0.015,-0.002881,-0.001386,0.014,-0.001654,-0.001158,0.015,nan,nan,nan,-0.002996,-0.003221,0.014,-0.004288,-0.005001,0.022,-0.00334,-0.003221,0.014,-0.002843,-0.003221,0.014,-0.000511,0.00038,0.018,nan,nan,nan,-0.001163,0.000316,0.015,nan,nan,nan,nan,nan,nan,-0.001163,0.00048,0.015
121,-0.002843,-0.003144,0.014,-0.003302,-0.002647,0.014,-0.003279,-0.002352,0.013,-0.003263,-0.001463,0.014,-0.002805,-0.000622,0.014,-0.002996,-0.002762,0.014,-0.003206,-0.002283,0.016,-0.002942,-0.002101,0.017,-0.003034,-0.001233,0.014,-0.003302,-0.001042,0.014,-0.001773,-0.000851,0.014,-0.001081,0.000398,0.015,-0.002843,-0.001386,0.014,-0.001654,-0.001158,0.015,nan,nan,nan,-0.002958,-0.003221,0.014,nan,nan,nan,-0.00334,-0.003221,0.014,-0.002805,-0.003221,0.014,-0.000511,0.000429,0.018,nan,nan,nan,-0.001122,0.000316,0.015,nan,nan,nan,-0.000589,0.000603,0.015,-0.001163,0.00048,0.015
122,-0.002805,-0.003144,0.014,-0.003263,-0.002647,0.014,-0.003493,-0.002533,0.014,-0.003263,-0.001463,0.014,-0.002805,-0.000622,0.014,-0.002996,-0.002762,0.014,-0.003162,-0.002239,0.016,-0.002942,-0.002101,0.017,-0.003034,-0.001233,0.014,-0.003302,-0.001042,0.014,-0.001811,-0.000851,0.014,-0.001081,0.000398,0.015,-0.002843,-0.001386,0.014,-0.001654,-0.001158,0.015,-0.001065,0.000119,0.016,-0.002958,-0.003221,0.014,-0.004227,-0.005001,0.022,-0.003302,-0.003221,0.014,-0.002767,-0.003221,0.014,-0.000511,0.000429,0.018,-0.000454,0.000206,0.016,-0.001122,0.000316,0.015,nan,nan,nan,-0.000589,0.000603,0.015,nan,nan,nan
123,-0.002805,-0.003144,0.014,-0.003263,-0.002647,0.014,-0.003243,-0.002352,0.013,-0.003263,-0.001463,0.014,-0.002805,-0.000622,0.014,-0.002996,-0.002762,0.014,-0.003162,-0.002239,0.016,-0.002942,-0.002101,0.017,-0.003034,-0.001233,0.014,-0.003302,-0.001042,0.014,-0.001811,-0.000851,0.014,-0.001081,0.000398,0.015,-0.002843,-0.001386,0.014,-0.001654,-0.001199,0.015,-0.001065,0.000119,0.016,-0.002958,-0.003221,0.014,nan,nan,nan,-0.003302,-0.003221,0.014,nan,nan,nan,-0.000511,0.000429,0.018,nan,nan,nan,-0.001122,0.000316,0.015,nan,nan,nan,nan,nan,nan,-0.001163,0.000521,0.015
124,-0.002767,-0.003144,0.014,-0.003263,-0.002647,0.014,-0.003243,-0.002352,0.013,-0.003263,-0.001463,0.014,-0.002805,-0.000622,0.014,-0.002958,-0.002762,0.014,-0.003162,-0.002239,0.016,nan,nan,nan,-0.003034,-0.001233,0.014,-0.003302,-0.001042,0.014,-0.001811,-0.000851,0.014,-0.001081,0.000398,0.015,-0.002843,-0.001386,0.014,-0.001654,-0.001199,0.015,-0.001065,0.000119,0.016,-0.00292,-0.003221,0.014,-0.004167,-0.005001,0.022,-0.003302,-0.003221,0.014,-0.004227,-0.005001,0.022,-0.000511,0.000429,0.018,nan,nan,nan,-0.001122,0.000316,0.015,nan,nan,nan,nan,nan,nan,nan,nan,nan
125,-0.002767,-0.003106,0.014,-0.003263,-0.002647,0.014,-0.003243,-0.002352,0.013,-0.003263,-0.001501,0.014,-0.002805,-0.000622,0.014,-0.002958,-0.002762,0.014,-0.003118,-0.002239,0.016,-0.002942,-0.002055,0.017,-0.003034,-0.001233,0.014,-0.003302,-0.001042,0.014,-0.001811,-0.000851,0.014,-0.001081,0.000398,0.015,-0.002843,-0.001386,0.014,-0.001654,-0.001199,0.015,nan,nan,nan,-0.00292,-0.003221,0.014,-0.004167,-0.005001,0.022,-0.003263,-0.003221,0.014,nan,nan,nan,-0.000511,0.000429,0.018,nan,nan,nan,-0.001122,0.000316,0.015,-0.000412,0.000527,0.018,-0.000589,0.000603,0.015,-0.001163,0.000521,0.015
126,-0.002728,-0.003106,0.014,-0.003263,-0.002647,0.014,-0.003208,-0.002352,0.013,-0.003263,-0.001501,0.014,-0.002805,-0.000622,0.014,nan,nan,nan,-0.003118,-0.002239,0.016,nan,nan,nan,-0.003034,-0.001195,0.014,-0.003302,-0.001042,0.014,-0.001811,-0.000851,0.014,-0.001081,0.000398,0.015,-0.002843,-0.001386,0.014,-0.001654,-0.001199,0.015,nan,nan,nan,-0.002881,-0.003221,0.014,-0.004167,-0.005001,0.022,-0.003263,-0.003221,0.014,-0.004167,-0.005001,0.022,-0.000511,0.000429,0.018,nan,nan,nan,-0.001122,0.000316,0.015,nan,nan,nan,-0.000589,0.000603,0.015,nan,nan,nan
127,-0.002728,-0.003106,0.014,-0.003225,-0.002647,0.014,-0.003455,-0.002533,0.014,-0.003263,-0.001501,0.014,-0.002805,-0.000622,0.014,-0.002958,-0.002762,0.014,-0.003118,-0.002239,0.016,-0.002769,-0.00189,0.016,-0.003034,-0.001195,0.014,-0.003302,-0.001042,0.014,-0.001811,-0.000851,0.014,-0.001122,0.000398,0.015,-0.002843,-0.001386,0.014,-0.001695,-0.001199,0.015,-0.001065,0.000119,0.016,-0.002881,-0.003221,0.014,-0.004167,-0.005001,0.022,-0.003225,-0.003221,0.014,-0.004167,-0.005001,0.022,-0.000511,0.000429,0.018,nan,nan,nan,-0.001122,0.000316,0.015,nan,nan,nan,-0.000589,0.000603,0.015,nan,nan,nan
128,nan,nan,nan,-0.003225,-0.002647,0.014,-0.003208,-0.002352,0.013,-0.003263,-0.001501,0.014,-0.002805,-0.000622,0.014,-0.002958,-0.002762,0.014,-0.003118,-0.002196,0.016,nan,nan,nan,-0.003034,-0.001195,0.014,-0.003302,-0.001042,0.014,-0.001811,-0.000851,0.014,-0.001122,0.000398,0.015,-0.002805,-0.001386,0.014,-0.001695,-0.001199,0.015,-0.001065,0.000119,0.016,-0.002843,-0.003221,0.014,nan,nan,nan,-0.003225,-0.003221,0.014,-0.004107,-0.005001,0.022,-0.000511,0.000429,0.018,nan,nan,nan,-0.001122,0.000316,0.015,nan,nan,nan,nan,nan,nan,-0.001204,0.000521,0.015
129,nan,nan,nan,-0.003225,-0.002647,0.014,-0.003208,-0.002352,0.013,-0.003263,-0.001501,0.014,-0.002805,-0.000622,0.014,-0.002958,-0.002762,0.014,-0.003118,-0.002196,0.016,nan,nan,nan,-0.003034,-0.001195,0.014,-0.003302,-0.001042,0.014,-0.001811,-0.000851,0.014,-0.001122,0.000398,0.015,-0.002805,-0.001348,0.014,-0.001695,-0.001199,0.015,-0.001065,0.000075,0.016,-0.002805,-0.003182,0.014,-0.004107,-0.005001,0.022,-0.003187,-0.003221,0.014,-0.004107,-0.005001,0.022,-0.000511,0.000429,0.018,nan,nan,nan,-0.001122,0.000316,0.015,nan,nan,nan,-0.000589,0.000644,0.015,nan,nan,nan
130,nan,nan,nan,-0.003225,-0.002647,0.014,-0.003416,-0.002533,0.014,-0.003263,-0.001501,0.014,-0.002805,-0.000622,0.014,-0.002958,-0.002762,0.014,-0.003118,-0.002196,0.016,nan,nan,nan,-0.003034,-0.001195,0.014,-0.003302,-0.001042,0.014,-0.001811,-0.000851,0.014,-0.001122,0.000398,0.015,-0.002805,-0.001348,0.014,-0.001695,-0.001199,0.015,-0.001065,0.000075,0.016,-0.002767,-0.003182,0.014,-0.004107,-0.005001,0.022,-0.003187,-0.003221,0.014,-0.004107,-0.005001,0.022,-0.000511,0.000429,0.018,nan,nan,nan,-0.001122,0.000316,0.015,-0.000412,0.000527,0.018,-0.000589,0.000644,0.015,-0.001204,0.000521,0.015
131,-0.004167,-0.004881,0.022,-0.003225,-0.002647,0.014,-0.003172,-0.002352,0.013,-0.003302,-0.001501,0.014,-0.002805,-0.000622,0.014,-0.002958,-0.002762,0.014,-0.003118,-0.002196,0.016,nan,nan,nan,-0.003034,-0.001195,0.014,-0.003302,-0.001042,0.014,-0.001811,-0.000851,0.014,-0.001122,0.000398,0.015,-0.002843,-0.001348,0.014,-0.001695,-0.001199,0.015,-0.001065,0.000075,0.016,-0.002767,-0.003182,0.014,-0.004107,-0.005001,0.022,-0.003149,-0.003221,0.014,-0.004107,-0.005001,0.022,nan,nan,nan,-0.000498,0.000206,0.016,-0.001122,0.000275,0.015,-0.000412,0.000527,0.018,-0.000589,0.000644,0.015,-0.001163,0.000521,0.015
132,nan,nan,nan,-0.003225,-0.002647,0.014,-0.003172,-0.002352,0.013,-0.003302,-0.001501,0.014,-0.002767,-0.000622,0.014,-0.002958,-0.002762,0.014,-0.003162,-0.002239,0.016,nan,nan,nan,-0.003034,-0.001195,0.014,-0.003302,-0.001042,0.014,-0.001811,-0.000851,0.014,-0.001122,0.000398,0.015,-0.002843,-0.001348,0.014,-0.001695,-0.001199,0.015,-0.001065,0.000075,0.016,-0.002728,-0.003182,0.014,-0.004107,-0.005001,0.022,-0.003111,-0.003221,0.014,-0.004107,-0.005001,0.022,nan,nan,nan,-0.000498,0.000206,0.016,-0.001122,0.000275,0.015,nan,nan,nan,nan,nan,nan,-0.001163,0.000521,0.015
133,nan,nan,nan,-0.003225,-0.002647,0.014,-0.003416,-0.002533,0.014,-0.003302,-0.001501,0.014,-0.002767,-0.00066,0.014,-0.002958,-0.002762,0.014,-0.003162,-0.002239,0.016,nan,nan,nan,-0.003034,-0.001195,0.014,-0.003302,-0.001042,0.014,-0.001811,-0.000851,0.014,-0.001122,0.000398,0.015,-0.002843,-0.001348,0.014,-0.001695,-0.001199,0.015,-0.001065,0.000075,0.016,-0.002728,-0.003182,0.014,-0.004107,-0.005001,0.022,-0.003111,-0.003221,0.014,-0.004107,-0.005001,0.022,nan,nan,nan,nan,nan,nan,-0.001122,0.000275,0.015,nan,nan,nan,nan,nan,nan,-0.001204,0.000521,0.015
134,-0.004107,-0.004881,0.022,-0.003225,-0.002647,0.014,-0.003416,-0.002533,0.014,-0.003302,-0.001463,0.014,-0.002767,-0.00066,0.014,-0.002958,-0.002762,0.014,-0.003162,-0.002239,0.016,nan,nan,nan,-0.003034,-0.001195,0.014,-0.003302,-0.001042,0.014,-0.001811,-0.000813,0.014,-0.001122,0.000398,0.015,-0.002843,-0.001348,0.014,-0.001695,-0.001199,0.015,-0.001065,0.000075,0.016,-0.00269,-0.003182,0.014,nan,nan,nan,-0.003072,-0.003221,0.014,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.001122,0.000275,0.015,nan,nan,nan,-0.00063,0.000685,0.015,-0.001204,0.000521,0.015
135,-0.004107,-0.004881,0.022,-0.003225,-0.002686,0.014,-0.003416,-0.002533,0.014,-0.003302,-0.001463,0.014,-0.002767,-0.00066,0.014,-0.002958,-0.002762,0.014,-0.003206,-0.002239,0.016,-0.002856,-0.001846,0.016,-0.003034,-0.001195,0.014,-0.003302,-0.001042,0.014,-0.001811,-0.000813,0.014,-0.001122,0.000439,0.015,-0.002843,-0.001348,0.014,-0.001695,-0.001199,0.015,-0.001065,0.000075,0.016,-0.00269,-0.003182,0.014,-0.004107,-0.005001,0.022,-0.003072,-0.003221,0.014,-0.004107,-0.005001,0.022,nan,nan,nan,nan,nan,nan,-0.001122,0.000275,0.015,nan,nan,nan,-0.00063,0.000726,0.015,-0.001204,0.000521,0.015
136,-0.004107,-0.004881,0.022,-0.003225,-0.002686,0.014,-0.003416,-0.002533,0.014,-0.003302,-0.001463,0.014,-0.002767,-0.000622,0.014,-0.002958,-0.002762,0.014,-0.003206,-0.002239,0.016,-0.002856,-0.001846,0.016,-0.003034,-0.001195,0.014,-0.003302,-0.001042,0.014,-0.001811,-0.000813,0.014,-0.001163,0.000439,0.015,-0.002843,-0.001348,0.014,-0.001695,-0.001199,0.015,-0.001022,0.000119,0.016,-0.00269,-0.003182,0.014,nan,nan,nan,-0.003034,-0.003221,0.014,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.001122,0.000275,0.015,nan,nan,nan,nan,nan,nan,-0.001204,0.000562,0.015
137,-0.004107,-0.004881,0.022,-0.003225,-0.002686,0.014,-0.003172,-0.002352,0.013,-0.003302,-0.001463,0.014,-0.002767,-0.000622,0.014,nan,nan,nan,-0.003206,-0.002239,0.016,-0.002856,-0.001846,0.016,-0.003034,-0.001195,0.014,-0.003302,-0.001042,0.014,-0.001811,-0.000813,0.014,-0.001163,0.000439,0.015,-0.002881,-0.001386,0.014,-0.001695,-0.001158,0.015,nan,nan,nan,-0.002652,-0.003182,0.014,nan,nan,nan,-0.003034,-0.003221,0.014,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.001081,0.000275,0.015,-0.000426,0.000603,0.015,nan,nan,nan,-0.001245,0.000562,0.015
138,-0.004107,-0.004881,0.022,-0.003225,-0.002686,0.014,-0.003416,-0.002533,0.014,-0.003302,-0.001463,0.014,-0.002767,-0.000622,0.014,-0.002958,-0.002762,0.014,-0.003249,-0.002283,0.016,-0.0029,-0.001846,0.016,-0.003072,-0.001195,0.014,-0.00334,-0.001042,0.014,-0.001811,-0.000813,0.014,nan,nan,nan,-0.002881,-0.001386,0.014,-0.001695,-0.001158,0.015,-0.001022,0.000119,0.016,-0.002652,-0.003182,0.014,nan,nan,nan,-0.003034,-0.003221,0.014,nan,nan,nan,-0.000511,0.000429,0.018,nan,nan,nan,-0.001081,0.000275,0.015,-0.000467,0.000603,0.015,nan,nan,nan,-0.001245,0.000562,0.015
139,-0.004107,-0.004821,0.022,-0.003225,-0.002686,0.014,-0.003172,-0.002352,0.013,-0.003302,-0.001463,0.014,-0.002767,-0.000622,0.014,-0.002958,-0.002762,0.014,-0.003249,-0.002283,0.016,nan,nan,nan,-0.003072,-0.001233,0.014,-0.00334,-0.001042,0.014,-0.001811,-0.000775,0.014,-0.001204,0.00048,0.015,-0.002881,-0.001386,0.014,-0.001695,-0.001158,0.015,-0.001022,0.000119,0.016,-0.002652,-0.003182,0.014,nan,nan,nan,-0.003034,-0.003221,0.014,nan,nan,nan,-0.000511,0.000429,0.018,nan,nan,nan,-0.001081,0.000275,0.015,-0.000467,0.000644,0.015,nan,nan,nan,nan,nan,nan
140,-0.004107,-0.004821,0.022,-0.003225,-0.002686,0.014,-0.003172,-0.002387,0.013,-0.003302,-0.001463,0.014,-0.002805,-0.000622,0.014,-0.002958,-0.002762,0.014,-0.003249,-0.002283,0.016,-0.0029,-0.001846,0.016,-0.003072,-0.001233,0.014,-0.00334,-0.001042,0.014,-0.001811,-0.000775,0.014,-0.001204,0.00048,0.015,-0.002881,-0.001386,0.014,-0.001695,-0.001158,0.015,-0.001022,0.000119,0.016,-0.002652,-0.003182,0.014,nan,nan,nan,-0.002996,-0.003221,0.014,nan,nan,nan,-0.000511,0.000429,0.018,nan,nan,nan,-0.001122,0.000275,0.015,-0.000507,0.000644,0.015,-0.000854,0.000962,0.017,nan,nan,nan
141,-0.004047,-0.004821,0.022,-0.003225,-0.002686,0.014,-0.003416,-0.002571,0.014,-0.003302,-0.001463,0.014,-0.002805,-0.000622,0.014,-0.002958,-0.002762,0.014,-0.003249,-0.002283,0.016,-0.0029,-0.001846,0.016,-0.003072,-0.001233,0.014,-0.00334,-0.001042,0.014,-0.001811,-0.000775,0.014,-0.001204,0.00048,0.015,-0.002881,-0.001386,0.014,-0.001695,-0.001158,0.015,nan,nan,nan,-0.002652,-0.003182,0.014,nan,nan,nan,-0.002996,-0.003221,0.014,nan,nan,nan,-0.000511,0.000429,0.018,nan,nan,nan,-0.001122,0.000275,0.015,-0.000507,0.000644,0.015,-0.000854,0.000962,0.017,nan,nan,nan
142,-0.004047,-0.004881,0.022,-0.003225,-0.002686,0.014,-0.003172,-0.002387,0.013,-0.003302,-0.001463,0.014,-0.002805,-0.000622,0.014,-0.002958,-0.002762,0.014,-0.003087,-0.00214,0.015,-0.0029,-0.001846,0.016,-0.003072,-0.001233,0.014,-0.00334,-0.001042,0.014,-0.001811,-0.000775,0.014,-0.001204,0.00048,0.015,-0.002881,-0.001386,0.014,-0.001695,-0.001158,0.015,nan,nan,nan,-0.002652,-0.003182,0.014,nan,nan,nan,-0.002996,-0.003182,0.014,nan,nan,nan,-0.000511,0.000429,0.018,nan,nan,nan,-0.001122,0.000275,0.015,nan,nan,nan,-0.000854,0.000962,0.017,nan,nan,nan
143,-0.004047,-0.004881,0.022,-0.003225,-0.002686,0.014,-0.003172,-0.002387,0.013,-0.003302,-0.001463,0.014,-0.002805,-0.000622,0.014,-0.002958,-0.002762,0.014,nan,nan,nan,-0.0029,-0.001846,0.016,-0.003072,-0.001272,0.014,-0.00334,-0.001042,0.014,-0.001811,-0.000775,0.014,-0.001204,0.00048,0.015,-0.002881,-0.001386,0.014,-0.001695,-0.001158,0.015,nan,nan,nan,-0.002652,-0.003182,0.014,nan,nan,nan,-0.002996,-0.003182,0.014,nan,nan,nan,-0.000511,0.000429,0.018,nan,nan,nan,-0.001122,0.000275,0.015,-0.000467,0.000644,0.015,nan,nan,nan,nan,nan,nan
144,-0.004047,-0.004881,0.022,-0.003187,-0.002686,0.014,-0.003378,-0.002571,0.014,-0.003302,-0.001463,0.014,-0.002805,-0.000622,0.014,-0.002958,-0.002762,0.014,nan,nan,nan,-0.002943,-0.001846,0.016,-0.003072,-0.001272,0.014,-0.00334,-0.001042,0.014,-0.001811,-0.000813,0.014,-0.001163,0.000439,0.015,-0.002881,-0.001386,0.014,-0.001695,-0.001158,0.015,-0.001065,0.000119,0.016,nan,nan,nan,nan,nan,nan,-0.002996,-0.003182,0.014,nan,nan,nan,-0.000511,0.000429,0.018,-0.000498,0.000206,0.016,-0.001122,0.000275,0.015,-0.000426,0.000603,0.015,nan,nan,nan,-0.001245,0.000562,0.015
145,-0.003987,-0.004881,0.022,-0.003187,-0.002686,0.014,-0.003378,-0.002571,0.014,-0.003302,-0.001463,0.014,-0.002805,-0.000622,0.014,-0.002958,-0.002762,0.014,-0.003293,-0.002239,0.016,-0.002943,-0.001846,0.016,-0.003072,-0.001272,0.014,-0.00334,-0.001042,0.014,-0.001811,-0.000813,0.014,-0.001122,0.000439,0.015,-0.002881,-0.001386,0.014,-0.001695,-0.001158,0.015,-0.001065,0.000119,0.016,-0.002614,-0.003182,0.014,-0.002614,-0.003182,0.014,-0.002958,-0.003182,0.014,-0.002614,-0.003182,0.014,-0.000511,0.000429,0.018,nan,nan,nan,-0.001122,0.000275,0.015,nan,nan,nan,nan,nan,nan,-0.001204,0.000562,0.015
