,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
0,-64.02449798583984,234.28799438476562,936.8040161132812,-194.3416290283203,209.85072326660156,946.5812377929688,-175.16213989257812,241.63711547851562,505.2452697753906,-183.36831665039062,308.2496337890625,56.024925231933594,-151.0302734375,152.74610900878906,20.443706512451172,-137.3069610595703,79.3853759765625,27.845603942871094,66.29286193847656,258.7253112792969,927.0267944335938,33.848358154296875,272.5142822265625,485.5376281738281,7.8534836769104,328.8634948730469,35.590240478515625,38.3369255065918,169.63409423828125,21.099102020263672,53.164791107177734,96.54685974121094,29.06041145324707,-64.01148986816406,234.25621032714844,936.89794921875,-79.81334686279297,266.9167785644531,1167.4437255859375,-79.80996704101562,268.4659118652344,1424.5167236328125,-92.38868713378906,203.63616943359375,1526.0673828125,-97.50853729248047,285.3243103027344,1606.853271484375,-79.80996704101562,268.4659118652344,1424.5167236328125,50.918067932128906,289.7300720214844,1351.9263916015625,111.53924560546875,341.2342529296875,1084.6287841796875,164.33689880371094,393.09893798828125,844.0208129882812,164.33689880371094,393.09893798828125,844.0208129882812,152.22767639160156,308.37860107421875,792.2931518554688,178.9674072265625,443.11798095703125,758.6740112304688,178.9674072265625,443.11798095703125,758.6740112304688,-79.80996704101562,268.4659118652344,1424.5167236328125,-209.54525756835938,262.5451965332031,1347.4180908203125,-277.170166015625,299.092041015625,1079.32763671875,-335.828857421875,321.8347473144531,835.5875244140625,-335.828857421875,321.8347473144531,835.5875244140625,-282.2885437011719,244.55947875976562,801.500244140625,-362.9917297363281,360.0351257324219,706.32373046875,-362.9917297363281,360.0351257324219,706.32373046875
1,-64.12149810791016,234.71600341796875,936.7589721679688,-194.45333862304688,210.36813354492188,946.5631103515625,-175.14561462402344,241.8437042236328,505.2104797363281,-183.35903930664062,308.3002014160156,55.96715545654297,-150.973876953125,152.7997589111328,20.415287017822266,-137.25848388671875,79.440673828125,27.848268508911133,66.2105712890625,259.06390380859375,926.954833984375,33.847412109375,272.9150695800781,485.4616394042969,7.83335542678833,328.87664794921875,35.46696472167969,38.31325912475586,169.63681030273438,21.083396911621094,53.14457702636719,96.5523681640625,29.06394386291504,-64.1084976196289,234.68421936035156,936.8529052734375,-80.11919403076172,267.4505615234375,1167.3692626953125,-79.89964294433594,269.5525207519531,1424.438232421875,-92.66178131103516,204.49354553222656,1525.8193359375,-97.8627700805664,285.75335693359375,1607.03076171875,-79.89964294433594,269.5525207519531,1424.438232421875,50.62758255004883,290.0749816894531,1351.2752685546875,112.51209259033203,335.7734680175781,1083.2127685546875,167.2342529296875,380.5209655761719,841.60791015625,167.2342529296875,380.5209655761719,841.60791015625,149.91062927246094,295.12835693359375,792.537353515625,181.77891540527344,427.58062744140625,754.5798950195312,181.77891540527344,427.58062744140625,754.5798950195312,-79.89964294433594,269.5525207519531,1424.438232421875,-209.35606384277344,263.490478515625,1346.8831787109375,-276.7308654785156,295.522216796875,1078.153076171875,-334.2898864746094,311.81475830078125,833.635498046875,-334.2898864746094,311.81475830078125,833.635498046875,-276.8355407714844,236.40811157226562,801.8107299804688,-360.2427673339844,347.0533752441406,703.2863159179688,-360.2427673339844,347.0533752441406,703.2863159179688
2,-64.29219818115234,235.27999877929688,936.6669921875,-194.62722778320312,210.9571075439453,946.4906616210938,-175.19761657714844,242.11178588867188,505.12060546875,-183.31881713867188,308.3529968261719,55.843807220458984,-150.94808959960938,152.8268280029297,20.391456604003906,-137.24278259277344,79.46749877929688,27.840635299682617,66.0430679321289,259.6029357910156,926.8433227539062,33.79812240600586,273.2449035644531,485.3349609375,7.845529079437256,328.88800048828125,35.29726028442383,38.29206466674805,169.62954711914062,21.049758911132812,53.11466979980469,96.54885864257812,29.08066177368164,-64.27919006347656,235.24822998046875,936.7609252929688,-80.39571380615234,268.4544982910156,1167.2069091796875,-79.87311553955078,270.6171875,1424.27490234375,-92.95216369628906,205.46356201171875,1525.5548095703125,-98.2354507446289,286.3095397949219,1607.173095703125,-79.87311553955078,270.6171875,1424.27490234375,50.444515228271484,290.4903564453125,1350.561279296875,113.44890594482422,329.74627685546875,1081.73974609375,170.06085205078125,366.07598876953125,839.159912109375,170.06085205078125,366.07598876953125,839.159912109375,147.48329162597656,280.0752258300781,793.3991088867188,185.8365478515625,409.2021789550781,750.326904296875,185.8365478515625,409.2021789550781,750.326904296875,-79.87311553955078,270.6171875,1424.27490234375,-209.1068115234375,264.28582763671875,1346.3707275390625,-276.29608154296875,291.5811462402344,1077.072021484375,-332.34954833984375,300.2232360839844,831.8157348632812,-332.34954833984375,300.2232360839844,831.8157348632812,-269.6458740234375,227.98345947265625,802.6671142578125,-358.263671875,330.80126953125,700.2874755859375,-358.263671875,330.80126953125,700.2874755859375
3,-64.49919891357422,235.76800537109375,936.5999755859375,-194.84458923339844,211.5032958984375,946.4299926757812,-175.2964630126953,242.3835906982422,505.0458984375,-183.31248474121094,308.3514709472656,55.72699737548828,-150.94039916992188,152.8069305419922,20.356569290161133,-137.24525451660156,79.45126342773438,27.86017417907715,65.84642791748047,260.0327453613281,926.7699584960938,33.729610443115234,273.5727233886719,485.2491149902344,7.844228267669678,328.89398193359375,35.16786193847656,38.29039764404297,169.62705993652344,21.01472282409668,53.11236572265625,96.55042266845703,29.083545684814453,-64.48619842529297,235.73623657226562,936.6939086914062,-80.71065521240234,269.50762939453125,1167.0501708984375,-79.85244750976562,271.8067932128906,1424.1160888671875,-93.15665435791016,206.5423583984375,1525.2952880859375,-98.6299819946289,286.96649169921875,1607.3167724609375,-79.85244750976562,271.8067932128906,1424.1160888671875,50.20903015136719,290.91632080078125,1349.7509765625,114.4807357788086,323.3717956542969,1080.3231201171875,173.27346801757812,349.6130676269531,836.962158203125,173.27346801757812,349.6130676269531,836.962158203125,148.13308715820312,262.5373229980469,794.70458984375,190.4310760498047,388.57220458984375,746.4754638671875,190.4310760498047,388.57220458984375,746.4754638671875,-79.85244750976562,271.8067932128906,1424.1160888671875,-208.79806518554688,265.153564453125,1345.7626953125,-276.18682861328125,287.1549987792969,1076.029541015625,-330.6631774902344,286.78125,830.2664794921875,-330.6631774902344,286.78125,830.2664794921875,-266.02239990234375,215.13385009765625,804.0328979492188,-356.2601623535156,312.2647399902344,697.5953979492188,-356.2601623535156,312.2647399902344,697.5953979492188
4,-64.69580078125,236.55499267578125,936.5280151367188,-195.0868377685547,212.52809143066406,946.3367309570312,-175.34486389160156,242.739990234375,504.9150390625,-183.4822235107422,308.3537902832031,55.54647445678711,-150.90042114257812,152.81927490234375,20.324819564819336,-137.1514892578125,79.47727966308594,27.86358070373535,65.69547271728516,260.5819396972656,926.71923828125,33.65400314331055,273.8433532714844,485.18450927734375,7.8603835105896,328.90679931640625,35.06636428833008,38.25238800048828,169.62216186523438,20.99634552001953,53.05537796020508,96.54396057128906,29.08584213256836,-64.68286895751953,236.5231475830078,936.6219482421875,-81.11312866210938,270.6175537109375,1166.916015625,-79.8526840209961,273.105712890625,1423.978515625,-93.37214660644531,207.7085723876953,1525.04345703125,-98.95709228515625,287.7412109375,1607.439453125,-79.8526840209961,273.105712890625,1423.978515625,49.89482498168945,291.2947998046875,1348.838134765625,115.65338134765625,316.50872802734375,1078.994384765625,176.62579345703125,331.8831787109375,835.240966796875,176.62579345703125,331.8831787109375,835.240966796875,149.89910888671875,243.60946655273438,796.596923828125,196.30885314941406,366.1397705078125,743.3764038085938,196.30885314941406,366.1397705078125,743.3764038085938,-79.8526840209961,273.105712890625,1423.978515625,-208.53782653808594,266.03509521484375,1345.2344970703125,-276.0535583496094,282.1646728515625,1075.1182861328125,-328.631103515625,272.3762512207031,829.1363525390625,-328.631103515625,272.3762512207031,829.1363525390625,-263.38037109375,200.0643768310547,806.4798583984375,-354.6010437011719,290.8499755859375,695.3809814453125,-354.6010437011719,290.8499755859375,695.3809814453125
5,-64.72789764404297,237.24099731445312,936.4520263671875,-195.21044921875,213.7181396484375,946.265625,-175.4287872314453,243.2569580078125,504.80010986328125,-183.5533447265625,308.3549499511719,55.356300354003906,-150.83547973632812,152.8184814453125,20.269685745239258,-137.0658721923828,79.4883804321289,27.886075973510742,65.75489044189453,260.7638854980469,926.638427734375,33.65876388549805,274.0449523925781,485.1082458496094,7.795578479766846,328.92071533203125,34.97117614746094,38.248470306396484,169.64068603515625,20.980810165405273,53.07566833496094,96.56945037841797,29.088802337646484,-64.715087890625,237.2091064453125,936.5459594726562,-81.55216217041016,271.64923095703125,1166.7591552734375,-79.82374572753906,274.4415283203125,1423.81591796875,-93.68733978271484,208.98216247558594,1524.7938232421875,-99.30349731445312,288.6320495605469,1607.5577392578125,-79.82374572753906,274.4415283203125,1423.81591796875,49.59429168701172,291.7484130859375,1347.9029541015625,116.814208984375,309.4209289550781,1077.820068359375,179.80918884277344,312.5574951171875,834.1162719726562,179.80918884277344,312.5574951171875,834.1162719726562,153.5723876953125,222.5112762451172,799.4285278320312,202.6459503173828,341.6894226074219,741.21923828125,202.6459503173828,341.6894226074219,741.21923828125,-79.82374572753906,274.4415283203125,1423.81591796875,-208.17970275878906,266.8252258300781,1344.5869140625,-276.2111511230469,277.0003967285156,1074.310302734375,-326.5086364746094,256.7283020019531,828.4921875,-326.5086364746094,256.7283020019531,828.4921875,-261.65777587890625,182.9580535888672,809.72265625,-353.124267578125,267.54296875,694.0269775390625,-353.124267578125,267.54296875,694.0269775390625
6,-64.80159759521484,238.00799560546875,936.3930053710938,-195.2588348388672,214.36810302734375,946.26171875,-175.61376953125,243.7377166748047,504.77886962890625,-183.52943420410156,308.37701416015625,55.26512908935547,-150.81655883789062,152.8242645263672,20.246061325073242,-137.05755615234375,79.49513244628906,27.89097023010254,65.65586853027344,261.6479187011719,926.5242309570312,33.55584716796875,274.24072265625,484.97418212890625,7.840084075927734,328.9433898925781,34.807594299316406,38.24411392211914,169.64280700683594,20.94560432434082,53.0523796081543,96.57318115234375,29.102659225463867,-64.78874206542969,237.97625732421875,936.4869384765625,-81.95406341552734,272.9635925292969,1166.5933837890625,-79.78730010986328,275.83740234375,1423.6458740234375,-93.95927429199219,210.35452270507812,1524.5657958984375,-99.60038757324219,289.63519287109375,1607.6817626953125,-79.78730010986328,275.83740234375,1423.6458740234375,49.32721710205078,292.2378234863281,1347.0181884765625,118.17282104492188,302.1708984375,1076.9493408203125,182.96104431152344,292.13433837890625,833.9030151367188,182.96104431152344,292.13433837890625,833.9030151367188,157.26995849609375,200.2949676513672,803.812744140625,209.29913330078125,315.437744140625,740.2905883789062,209.29913330078125,315.437744140625,740.2905883789062,-79.78730010986328,275.83740234375,1423.6458740234375,-207.92550659179688,267.63818359375,1344.1231689453125,-276.3787841796875,271.63055419921875,1073.791015625,-324.0326232910156,240.48963928222656,828.5835571289062,-324.0326232910156,240.48963928222656,828.5835571289062,-260.31256103515625,164.7037353515625,814.5755004882812,-351.5253601074219,242.27374267578125,693.8720703125,-351.5253601074219,242.27374267578125,693.8720703125
7,-65.00769805908203,238.7729949951172,936.3419799804688,-195.41629028320312,214.86923217773438,946.2179565429688,-175.84591674804688,244.14662170410156,504.72564697265625,-183.4548797607422,308.34051513671875,55.14280319213867,-150.81430053710938,152.748046875,20.23293685913086,-137.08639526367188,79.41647338867188,27.910091400146484,65.40113067626953,262.6767883300781,926.4659423828125,33.390342712402344,274.3764953613281,484.88482666015625,7.943162441253662,328.9598388671875,34.68851852416992,38.206581115722656,169.6256561279297,20.9051570892334,52.96481704711914,96.55044555664062,29.102746963500977,-64.99478912353516,238.74139404296875,936.4359741210938,-82.35027313232422,274.1510925292969,1166.4635009765625,-79.69937133789062,277.326416015625,1423.5079345703125,-94.11249542236328,211.77755737304688,1524.350830078125,-99.77944946289062,290.68536376953125,1607.819091796875,-79.69937133789062,277.326416015625,1423.5079345703125,49.11773681640625,292.6363220214844,1346.157470703125,119.57530212402344,294.863037109375,1076.3309326171875,185.64291381835938,270.69976806640625,834.626708984375,185.64291381835938,270.69976806640625,834.626708984375,159.49241638183594,177.5137481689453,809.478271484375,215.9979248046875,287.4927978515625,740.8364868164062,215.9979248046875,287.4927978515625,740.8364868164062,-79.69937133789062,277.326416015625,1423.5079345703125,-207.55340576171875,268.41888427734375,1343.60498046875,-276.8936767578125,266.1309509277344,1073.4791259765625,-321.2883605957031,223.3209228515625,829.4222412109375,-321.2883605957031,223.3209228515625,829.4222412109375,-258.72979736328125,145.8231658935547,820.4500122070312,-349.7369384765625,215.90719604492188,695.1019897460938,-349.7369384765625,215.90719604492188,695.1019897460938
8,-65.1135025024414,239.23699951171875,936.3070068359375,-195.56417846679688,215.57012939453125,946.1978759765625,-176.04493713378906,244.615234375,504.68792724609375,-183.45188903808594,308.3469543457031,55.03596115112305,-150.85580444335938,152.72311401367188,20.224510192871094,-137.1289825439453,79.39418029785156,27.92892074584961,65.33740234375,262.9039306640625,926.4161376953125,33.34446716308594,274.56170654296875,484.8326110839844,7.9494709968566895,328.9608459472656,34.61103820800781,38.183963775634766,169.61642456054688,20.88265609741211,52.93366622924805,96.54347229003906,29.115663528442383,-65.10063171386719,239.20533752441406,936.4010009765625,-82.64599609375,275.5282287597656,1166.271728515625,-79.64375305175781,278.734619140625,1423.3118896484375,-94.29354858398438,213.2074432373047,1524.134765625,-99.97772216796875,291.7484130859375,1607.9471435546875,-79.64375305175781,278.734619140625,1423.3118896484375,48.981361389160156,292.9512023925781,1345.43505859375,121.20755767822266,287.4687805175781,1076.123046875,188.09185791015625,248.6284637451172,836.5658569335938,188.09185791015625,248.6284637451172,836.5658569335938,161.2954559326172,154.3046112060547,816.9473266601562,222.2910614013672,258.35296630859375,743.0999145507812,222.2910614013672,258.35296630859375,743.0999145507812,-79.64375305175781,278.734619140625,1423.3118896484375,-207.31422424316406,269.1788024902344,1343.1905517578125,-277.2437744140625,259.91363525390625,1073.365966796875,-318.38165283203125,205.60829162597656,831.0316162109375,-318.38165283203125,205.60829162597656,831.0316162109375,-257.17413330078125,126.60506439208984,827.5519409179688,-347.34710693359375,189.04249572753906,697.6419677734375,-347.34710693359375,189.04249572753906,697.6419677734375
9,-65.2615966796875,239.63099670410156,936.322998046875,-195.77532958984375,216.30995178222656,946.2033081054688,-176.26651000976562,245.1000518798828,504.6762390136719,-183.45330810546875,308.3720397949219,54.95576858520508,-150.85508728027344,152.73536682128906,20.203689575195312,-137.13418579101562,79.40743255615234,27.928157806396484,65.25237274169922,262.95208740234375,926.442626953125,33.29927062988281,274.7419128417969,484.8597412109375,7.965373992919922,328.971923828125,34.61433410644531,38.18177032470703,169.62281799316406,20.900495529174805,52.92074966430664,96.54645538330078,29.12240982055664,-65.24882507324219,239.59934997558594,936.4169921875,-82.86968994140625,276.9575500488281,1166.115966796875,-79.66899871826172,280.2064514160156,1423.1531982421875,-94.3504409790039,214.6734619140625,1523.9676513671875,-100.12316131591797,292.7770080566406,1608.1817626953125,-79.66899871826172,280.2064514160156,1423.1531982421875,48.770347595214844,293.2911071777344,1344.77294921875,122.9825668334961,280.0503234863281,1076.2718505859375,190.13076782226562,226.27101135253906,839.6949462890625,190.13076782226562,226.27101135253906,839.6949462890625,161.51385498046875,131.45458984375,825.8803100585938,227.99417114257812,228.32510375976562,747.1629028320312,227.99417114257812,228.32510375976562,747.1629028320312,-79.66899871826172,280.2064514160156,1423.1531982421875,-207.17808532714844,270.0959167480469,1342.8431396484375,-277.6279602050781,253.5851593017578,1073.50048828125,-315.40325927734375,187.90072631835938,833.446533203125,-315.40325927734375,187.90072631835938,833.446533203125,-254.76095581054688,108.41989135742188,835.7454223632812,-344.5247497558594,161.8683624267578,701.6114501953125,-344.5247497558594,161.8683624267578,701.6114501953125
