,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5
101,-216.633,-218.779,935.34,-242.618,-190.361,946.815,-254.581,-175.727,924.375,-261.521,-104.614,922.08,-226.394,-63.171,944.01,-230.581,-200.864,972.57,-224.083,-150.403,990.93,-216.495,-142.396,1096.372,-217.567,-90.72,962.115,-224.273,-77.14,957.015,-123.239,-75.215,965.94,-67.711,-1.224,1005.21,-205.482,-101.792,967.215,-120.693,-94.74,1034.79,-76.256,-3.991,1009.035,-223.459,-228.147,931.77,-213.3,-233.539,943.245,-251.078,-230.083,939.675,-219.552,-237.09,936.87,-34.409,1.515,997.05,-39.351,-9.963,1056.465,-90.112,7.061,1009.545,-21.595,-6.941,1037.085,-31.02,2.383,976.31,-72.25,15.674,1030.71,
102,-215.765,-220.509,942.735,-240.802,-190.976,949.875,-252.051,-175.727,924.375,-253.106,-104.267,919.02,-218.878,-63.239,945.03,-228.217,-201.127,973.845,-224.775,-150.867,993.99,-212.293,-141.113,1086.491,-217.625,-90.744,962.37,-219.313,-75.434,935.85,-122.979,-75.056,963.9,-65.058,1.53,1006.74,-202.674,-101.711,966.45,-117.657,-91.749,1033.005,-76.101,-1.226,1006.995,-221.15,-228.397,932.79,-211.857,-234.802,948.345,-248.977,-230.52,941.46,-216.161,-236.187,933.3,-33.872,4.136,981.495,-39.285,-7.059,1054.68,-90.408,9.857,1012.86,-20.43,-5.577,1051.11,-31.172,3.29,981.07,-71.87,17.359,1046.01,
103,-212.896,-220.211,941.46,-239.832,-190.207,946.05,-249.451,-175.679,924.12,-247.799,-104.151,918,-211.458,-60.75,946.56,-227.201,-200.232,969.51,-222.282,-151.022,995.01,-208.092,-139.83,1076.61,-214.876,-90.696,961.86,-218.058,-75.002,930.495,-121.962,-75.245,966.323,-64.927,1.527,1004.7,-203.797,-102.275,971.805,-117.105,-91.318,1028.16,-75.966,1.527,1005.21,-221.391,-228.647,933.81,-208.417,-231.269,944.52,-246.801,-228.313,942.99,-214.014,-234.078,935.085,-33.335,6.756,965.94,-38.363,-1.254,1029.945,-91,12.713,1019.49,-19.264,-4.213,1065.135,-31.323,4.197,985.83,-71.49,19.045,1061.31,
104,-210.49,-220.39,942.225,-237.178,-190.156,945.795,-246.581,-175.437,922.845,-239.66,-101.384,915.705,-200.941,-59.932,933.81,-225.256,-200.864,972.57,-221.134,-152.106,1002.15,-205.096,-139.796,1076.355,-213.794,-90.239,957.015,-216.624,-74.509,924.375,-120.945,-75.434,968.745,-62.018,4.266,1002.15,-202.032,-101.389,963.39,-117.599,-88.877,1032.495,-75.851,1.525,1003.68,-218.058,-225.288,930.495,-206.832,-232.393,949.11,-243.757,-227.881,941.205,-210.763,-233.312,932.025,-33.582,8.148,973.08,-37.764,-0.545,1033.005,-90.727,14.061,1016.43,-19.308,-3.244,1067.6,-29.811,5.507,980.22,-66.97,18.596,1036.32,
105,-207.911,-220.39,942.225,-235.095,-190.566,947.835,-243.987,-175.388,922.59,-235.496,-101.751,919.02,-195.508,-57.282,932.28,-224.311,-200.021,968.49,-220.002,-153.228,1009.545,-201.575,-139.399,1073.295,-209.936,-89.71,951.405,-216.923,-74.612,925.65,-120.277,-72.379,963.39,-62.129,4.274,1003.935,-202.353,-101.55,964.92,-117.628,-88.899,1032.75,-75.889,4.275,1004.19,-215.688,-225.473,931.26,-204.984,-230.477,946.56,-243.163,-227.325,938.91,-209.749,-232.466,938.91,-33.828,9.54,980.22,-37.165,0.165,1036.065,-90.454,15.41,1013.37,-19.353,-2.275,1070.065,-28.298,6.817,974.61,-66.146,18.367,1023.57,
106,-207.517,-217.398,940.44,-232.376,-190.463,947.325,-243.448,-175,920.55,-231.167,-102.062,921.825,-190.716,-57.376,933.81,-222.244,-200.548,971.04,-220.976,-155.899,1027.14,-200.626,-141.502,1084.719,-206.054,-88.051,933.81,-218.357,-75.105,931.77,-119.489,-71.554,964.155,-62.35,7.047,1007.505,-200.345,-101.872,967.98,-114.942,-89.009,1034.025,-76.044,4.284,1006.23,-215.629,-225.411,931.005,-203.136,-228.56,944.01,-240.527,-227.264,938.655,-206.11,-231.266,934.065,-33.107,9.645,991.057,-36.566,0.874,1039.125,-89.558,15.415,1013.71,-19.397,-1.306,1072.53,-28.443,9.547,979.582,-66.669,18.916,1023.009,
107,-204.109,-216.514,936.615,-231.687,-189.899,944.52,-241.128,-175.146,921.315,-226.496,-99.704,923.355,-186.516,-55.089,938.4,-220.901,-199.337,965.175,-221.951,-158.569,1044.735,-199.677,-143.604,1096.143,-203.053,-87.859,931.77,-219.253,-75.413,935.595,-118.701,-70.728,964.92,-62.366,7.049,1007.76,-199.553,-101.47,964.155,-115.254,-86.412,1036.83,-73.326,4.286,1006.74,-212.906,-222.68,930.24,-200.173,-228.128,942.225,-237.893,-224.633,938.4,-203.886,-229.084,935.595,-32.385,9.75,1001.895,-35.966,1.584,1042.185,-88.663,15.421,1014.05,-19.516,0.316,1079.103,-28.587,12.277,984.555,-67.191,19.465,1022.448,
108,-202.313,-217.339,940.185,-228.916,-189.746,943.755,-240.26,-174.515,918,-221.991,-99.951,925.65,-184.497,-55.253,941.205,-218.547,-199.6,966.45,-220.65,-157.64,1038.615,-198.728,-145.707,1107.567,-204.053,-90.855,936.36,-223.018,-76.708,951.66,-117.913,-69.902,965.685,-62.255,9.79,1005.975,-199.606,-101.497,964.41,-114.999,-86.221,1034.535,-73.345,1.53,1006.995,-210.417,-222.741,930.495,-198.749,-226.686,941.587,-233.597,-222.985,931.515,-202.148,-230.02,939.42,-31.664,9.856,1012.732,-36.406,-1.285,1054.935,-87.768,15.426,1014.39,-19.635,1.938,1085.677,-30.048,13.679,988.125,-67.714,20.014,1021.887,
109,-201.984,-216.985,938.655,-226.761,-190.105,945.54,-237.483,-174.322,916.98,-219.578,-100.006,926.16,-182.265,-52.777,942.99,-217.625,-198.757,962.37,-219.336,-157.718,1039.125,-197.779,-147.81,1118.991,-203.356,-91.696,945.03,-216.988,-75.516,936.87,-117.126,-69.076,966.45,-62.239,9.788,1005.72,-197.799,-101.926,968.49,-112.195,-86.242,1034.79,-70.803,1.535,1010.055,-208.325,-220.676,932.535,-197.326,-225.243,940.95,-235.132,-224.45,937.635,-199.577,-227.449,939.42,-30.943,9.961,1023.57,-35.181,-0.305,1057.4,-84.585,15.352,1009.545,-19.754,3.56,1092.25,-31.509,15.081,991.695,-68.236,20.563,1021.326,
110,-199.631,-217.221,939.675,-226.455,-189.848,944.265,-236.955,-171.429,914.94,-216.624,-99.814,924.375,-182.857,-52.948,946.05,-215.674,-196.746,965.43,-218.021,-157.795,1039.635,-196.83,-149.912,1130.415,-204.014,-91.993,948.09,-216.869,-75.475,936.36,-116.338,-68.25,967.215,-62.665,12.627,1012.605,-196.914,-101.47,964.155,-112.056,-86.136,1033.515,-70.481,1.528,1005.465,-208.211,-220.555,932.025,-194.803,-225.304,941.205,-231.87,-223.778,934.83,-198.818,-226.584,935.85,-30.222,10.067,1034.408,-33.956,0.675,1059.865,-84.499,15.337,1008.525,-19.873,5.182,1098.823,-32.003,18.075,1007.25,-68.759,21.111,1020.765,
111,-198.981,-216.514,936.615,-224.354,-190.258,946.305,-235.626,-172.289,919.53,-214.271,-99.896,925.14,-179.538,-50.155,942.225,-214.478,-195.655,960.075,-216.917,-159.072,1048.05,-197.141,-150.149,1132.2,-203.586,-92.983,958.29,-216.751,-75.434,935.85,-115.55,-67.425,967.98,-62.587,12.611,1011.33,-197.851,-101.953,968.745,-111.946,-86.051,1032.495,-68.278,1.54,1013.625,-205.885,-220.797,933.045,-207.326,-241.951,1015.519,-230.311,-222.185,938.91,-196.738,-224.572,938.145,-29.5,10.172,1045.245,-32.73,1.655,1062.33,-82.214,15.426,1014.39,-19.992,6.804,1105.397,-31.939,18.038,1005.21,-69.944,24.318,1038.36,
112,-195.989,-216.042,934.575,-222.842,-186.404,939.93,-234.907,-171.764,916.725,-213.562,-99.566,922.08,-179.344,-50.1,941.205,-211.906,-195.707,960.33,-215.439,-157.989,1040.91,-193.124,-149.439,1126.845,-203.369,-92.884,957.27,-215.865,-75.126,932.025,-115.915,-67.638,971.04,-62.476,15.352,1009.545,-197.226,-101.631,965.685,-112.582,-86.539,1038.36,-67.883,1.531,1007.76,-202.608,-220.012,929.73,-219.85,-258.597,1089.834,-226.442,-220.918,933.555,-194.973,-222.557,929.73,-28.779,10.278,1056.083,-31.505,2.635,1064.795,-81.863,15.36,1010.055,-20.111,8.426,1111.97,-31.485,20.494,990.93,-68.656,23.87,1019.235,
113,-192.85,-215.394,931.77,-220.807,-186.859,942.225,-234.515,-171.477,915.195,-213.326,-99.456,921.06,-179.052,-47.447,939.675,-211.849,-195.655,960.075,-214.048,-159.072,1048.05,-192.949,-149.303,1125.825,-203.586,-92.983,958.29,-215.806,-75.105,931.77,-116.311,-67.869,974.355,-62.555,15.372,1010.82,-194.685,-101.684,966.195,-112.277,-86.306,1035.555,-67.694,1.527,1004.955,-202.275,-219.65,928.2,-232.373,-275.243,1164.148,-225.453,-219.952,929.475,-191.847,-221.886,926.925,-28.058,10.383,1066.92,-30.279,3.615,1067.26,-82.007,15.387,1011.84,-20.23,10.047,1118.543,-31.667,23.357,996.668,-69.926,23.828,1017.45,
114,-193.536,-213.6,935.085,-220.15,-186.302,939.42,-231.816,-171.334,914.43,-211.271,-99.676,923.1,-179.392,-47.537,941.46,-210.386,-194.304,953.445,-213.839,-158.917,1047.03,-192.905,-149.27,1125.57,-203.748,-93.057,959.055,-215.452,-74.982,930.24,-115.55,-64.775,967.98,-65.487,18.184,1013.37,-193.914,-101.282,962.37,-110.036,-86.773,1041.165,-67.694,1.527,1004.955,-199.13,-218.987,925.395,-244.897,-291.889,1238.462,-222.052,-219.107,925.905,-192.006,-222.069,927.69,-25.528,10.545,1083.495,-29.054,4.594,1069.725,-78.958,15.333,1008.27,-20.348,11.669,1125.117,-31.849,26.22,1002.405,-71.196,23.786,1015.665,
115,-190.039,-212.552,930.495,-218.955,-185.291,934.32,-231.881,-171.381,914.685,-211.155,-99.621,922.59,-179.538,-47.575,942.225,-209.888,-196.279,963.135,-211.847,-156.697,1051.365,-192.949,-149.303,1125.825,-203.044,-92.735,955.74,-216.397,-75.311,934.32,-115.824,-64.928,970.275,-65.503,18.189,1013.625,-194.12,-101.389,963.39,-109.497,-86.348,1036.065,-66.714,1.536,1011.075,-196.055,-218.383,922.845,-257.42,-308.536,1312.776,-223.397,-220.435,931.515,-189.31,-221.886,926.925,-26.25,12.494,1114.159,-27.828,5.574,1072.19,-78.838,15.309,1006.74,-20.467,13.291,1131.69,-33.472,27.802,1009.673,-71.625,26.727,1021.785,
116,-189.883,-212.377,929.73,-219.672,-185.898,937.38,-231.105,-170.808,911.625,-210.921,-102.034,921.57,-181.378,-47.382,938.4,-208.499,-194.979,956.76,-211.384,-156.355,1049.07,-190.813,-150.047,1131.435,-202.069,-92.29,951.15,-215.747,-75.085,931.515,-115.246,-64.604,965.43,-65.207,18.107,1009.035,-194.942,-101.819,967.47,-109.524,-86.369,1036.32,-65.734,1.546,1017.195,-195.622,-217.9,920.805,-269.943,-325.182,1387.091,-220.303,-219.892,929.22,-189.466,-222.069,927.69,-26.973,14.443,1144.823,-26.603,6.554,1074.655,-76.024,15.298,1005.975,-20.586,14.913,1138.263,-35.095,29.384,1016.94,-71.303,26.607,1017.195,
117,-187.184,-214.745,928.965,-216.515,-185.392,934.83,-228.993,-171.095,913.155,-211.446,-102.288,923.865,-181.97,-47.537,941.46,-207.581,-196.59,964.665,-211.025,-156.089,1047.285,-190.727,-149.98,1130.925,-202.285,-92.389,952.17,-215.984,-75.167,932.535,-117.484,-64.382,962.115,-65.437,18.171,1012.605,-193.863,-101.255,962.115,-109.577,-86.412,1036.83,-65.748,1.56,1026.426,-193.69,-218.564,923.61,-282.467,-341.828,1461.405,-220.485,-220.073,929.985,-186.618,-219.168,926.16,-27.695,16.393,1175.486,-25.378,7.534,1077.12,-76.044,15.302,1006.23,-20.705,16.535,1144.837,-34.981,30.671,1013.625,-71.357,26.627,1017.96,
118,-187.338,-214.922,929.73,-216.338,-185.24,934.065,-228.354,-170.617,910.605,-210.396,-101.779,919.275,-182.068,-47.562,941.97,-206.186,-197.786,970.53,-208.512,-156.355,1049.07,-190.039,-149.439,1126.845,-202.177,-92.339,951.66,-216.043,-75.187,932.79,-117.951,-64.638,965.94,-68.158,20.927,1011.84,-194.017,-101.336,962.88,-109.335,-86.221,1034.535,-65.763,1.574,1035.657,-193.155,-217.961,921.06,-281.365,-342.931,1466.122,-219.014,-221.159,934.575,-183.88,-218.926,925.14,-28.418,18.342,1206.15,-25.493,7.568,1082.029,-73.085,15.259,1003.425,-20.824,18.157,1151.41,-34.866,31.958,1010.31,-74.292,26.68,1020,
119,-184.59,-214.686,928.71,-216.338,-182.683,934.065,-226.367,-170.999,912.645,-210.863,-102.005,921.315,-182.216,-47.601,942.735,-203.423,-195.135,957.525,-208.208,-156.127,1047.54,-189.91,-146.255,1126.08,-202.123,-92.315,951.405,-216.692,-75.413,935.595,-117.546,-64.416,962.625,-67.969,20.869,1009.035,-194.428,-101.55,964.92,-109.389,-86.263,1035.045,-65.777,1.588,1044.888,-192.62,-217.357,918.51,-280.264,-344.035,1470.84,-217.879,-220.012,929.73,-183.931,-218.987,925.395,-28.454,18.365,1207.68,-25.609,7.603,1086.938,-73.14,15.271,1004.19,-20.943,19.779,1157.983,-34.924,33.398,1011.967,-74.496,26.753,1022.805,
120,-184.286,-214.333,927.18,-215.865,-182.284,932.025,-225.987,-170.712,911.115,-210.921,-102.034,921.57,-184.247,-47.459,939.93,-202.085,-196.383,963.645,-205.891,-156.545,1050.345,-188.964,-145.526,1120.47,-199.739,-88.652,940.185,-216.338,-75.29,934.065,-117.671,-64.485,963.645,-68.141,20.922,1011.585,-191.939,-101.631,965.685,-109.739,-86.539,1038.36,-65.791,1.602,1054.119,-190.528,-217.84,920.55,-277.341,-342.902,1465.995,-218.058,-220.193,930.495,-182.047,-219.771,928.71,-28.664,21.831,1216.605,-25.725,7.637,1091.846,-70.57,15.309,1006.74,-21.062,21.401,1164.557,-34.981,34.838,1013.625,-74.069,26.6,1016.94,
121,-182.047,-214.686,928.71,-214.131,-182.983,935.595,-224.306,-171.334,914.43,-210.921,-102.034,921.57,-184.347,-47.485,940.44,-202.246,-196.538,964.41,-203.656,-154.155,1053.66,-190.125,-146.42,1127.355,-200.552,-89.013,944.01,-216.338,-75.29,934.065,-119.99,-64.314,961.095,-67.952,20.864,1008.78,-192.04,-101.684,966.195,-109.47,-86.327,1035.81,-65.806,1.616,1063.35,-190.158,-217.418,918.765,-274.418,-341.768,1461.15,-215.511,-220.193,930.495,-180.343,-220.797,933.045,-28.7,21.859,1218.135,-25.84,7.671,1096.755,-70.767,15.352,1009.545,-21.181,23.023,1171.13,-34.963,34.82,1013.115,-74.357,28.106,1020.892,
122,-181.947,-214.568,928.2,-214.014,-182.883,935.085,-223.618,-170.808,911.625,-209.871,-101.525,916.98,-184.197,-47.447,939.675,-200.588,-194.928,956.505,-203.36,-153.931,1052.13,-190.727,-146.884,1130.925,-198.764,-88.219,935.595,-215.747,-75.085,931.515,-119.799,-64.212,959.565,-68.278,20.964,1013.625,-192.75,-102.06,969.765,-109.335,-89.053,1034.535,-65.632,1.612,1060.545,-189.578,-216.754,915.96,-272.559,-341.947,1461.915,-215.688,-220.374,931.26,-227.332,-281.223,1196.842,-28.67,21.836,1216.86,-26.064,7.642,1092.59,-70.517,15.298,1005.975,-21.3,24.645,1177.703,-34.922,34.779,1011.925,-74.645,29.612,1024.845,
123,-179.702,-214.922,929.73,-213.664,-182.584,933.555,-223.744,-170.904,912.135,-210.046,-101.61,917.745,-184.097,-47.421,939.165,-199.025,-195.967,961.605,-203.065,-153.707,1050.6,-189.717,-144.574,1124.932,-198.927,-88.291,936.36,-215.57,-75.023,930.75,-120.149,-64.399,962.37,-68.089,20.906,1010.82,-191.838,-101.577,965.175,-110.036,-89.623,1041.165,-65.585,1.61,1059.78,-187.331,-217.056,917.235,-270.701,-342.126,1462.68,-214.684,-219.349,926.925,-274.322,-341.649,1460.64,-28.886,22.001,1226.04,-26.288,7.613,1088.425,-70.713,15.34,1008.78,-21.418,26.267,1184.277,-34.881,34.738,1010.735,-74.886,29.708,1028.16,
124,-180.047,-212.785,931.515,-214.073,-182.933,935.34,-224.119,-171.19,913.665,-210.688,-104.441,920.55,-184.047,-47.408,938.91,-198.92,-195.863,961.095,-200.383,-153.857,1051.62,-188.706,-142.264,1118.94,-200.118,-88.82,941.97,-216.22,-75.249,933.555,-119.449,-64.024,956.76,-68.209,20.943,1012.605,-192.243,-101.792,967.215,-109.739,-89.382,1038.36,-65.548,1.61,1059.185,-187.852,-217.659,919.785,-271.362,-342.961,1466.25,-212.205,-219.409,927.18,-272.512,-341.888,1461.66,-28.664,21.831,1216.605,-26.512,7.584,1084.26,-70.552,15.306,1006.485,-21.537,27.889,1190.85,-34.84,34.697,1009.545,-75.128,29.804,1031.475,
125,-177.886,-213.251,933.555,-213.548,-182.484,933.045,-220.999,-170.712,911.115,-210.046,-104.122,917.745,-184.047,-47.408,938.91,-199.131,-196.071,962.115,-200.577,-154.006,1052.64,-187.179,-139.607,1109.887,-198.818,-85.681,935.85,-216.929,-75.496,936.615,-120.118,-64.382,962.115,-68.02,20.885,1009.8,-192.294,-101.819,967.47,-109.604,-89.272,1037.085,-65.511,1.609,1058.59,-185.077,-217.357,918.51,-270.701,-342.126,1462.68,-212.205,-219.409,927.18,-270.701,-342.126,1462.68,-28.382,21.616,1204.62,-26.736,7.555,1080.095,-70.392,15.271,1004.19,-21.559,27.918,1192.074,-34.629,34.487,1003.425,-75.998,29.777,1030.54,
126,-178.178,-213.6,935.085,-211.743,-183.132,936.36,-221.927,-171.429,914.94,-210.396,-104.296,919.275,-183.997,-47.395,938.655,-199.342,-196.279,963.135,-201.112,-154.416,1055.445,-185.653,-136.949,1100.835,-199.739,-86.078,940.185,-216.161,-75.228,933.3,-119.608,-64.109,958.035,-70.874,20.911,1011.075,-191.939,-101.631,965.685,-111.697,-88.679,1030.2,-65.474,1.608,1057.995,-185.231,-217.538,919.275,-271.456,-343.081,1466.76,-209.552,-219.288,926.67,-271.456,-343.081,1466.76,-28.802,21.937,1222.47,-26.961,7.526,1075.93,-70.624,15.321,1007.505,-21.582,27.946,1193.298,-35.606,35.46,1031.73,-76.869,29.75,1029.605,
127,-209.381,-254.219,1112.905,-211.801,-183.182,936.615,-220.937,-170.665,910.86,-210.279,-104.238,918.765,-183.947,-47.382,938.4,-198.392,-195.343,958.545,-200.189,-150.831,1050.6,-185.462,-135.913,1095.416,-198.818,-85.681,935.85,-215.806,-75.105,931.77,-119.927,-64.28,960.585,-70.695,20.858,1008.525,-189.345,-101.658,965.94,-111.835,-88.789,1031.475,-65.632,1.612,1060.545,-183.475,-218.443,923.1,-270.146,-343.975,1470.585,-209.955,-219.711,928.455,-267.208,-342.782,1465.485,-28.664,21.831,1216.605,-27.185,7.496,1071.765,-70.66,15.329,1008.015,-21.604,27.975,1194.522,-35.135,36.366,1018.087,-77.739,29.723,1028.67,
128,-240.584,-294.839,1290.725,-211.743,-183.132,936.36,-221.185,-170.856,911.88,-210.688,-104.441,920.55,-184.397,-47.498,940.695,-200.767,-197.682,970.02,-200.577,-151.124,1052.64,-185.272,-134.877,1089.997,-198.547,-85.565,934.575,-216.456,-75.331,934.575,-120.531,-64.604,965.43,-70.91,20.922,1011.585,-188.646,-98.647,962.37,-111.725,-88.701,1030.455,-65.758,-1.294,1062.585,-181.098,-216.095,923.865,-268.836,-344.87,1474.41,-207.471,-219.771,928.71,-268.836,-344.87,1474.41,-28.514,21.717,1210.23,-27.409,7.467,1067.6,-70.606,15.317,1007.25,-21.626,28.004,1195.746,-34.664,37.272,1004.445,-77.624,29.679,1027.14,
129,-271.786,-335.458,1468.545,-211.628,-183.033,935.85,-219.178,-171.238,913.92,-210.396,-104.296,919.275,-184.197,-47.447,939.675,-198.339,-195.291,958.29,-200.723,-151.234,1053.405,-185.082,-133.841,1084.579,-199.631,-86.032,939.675,-216.929,-75.496,936.615,-120.149,-64.399,962.37,-70.892,20.916,1011.33,-190.195,-99.458,970.275,-112.139,-89.031,1034.28,-66.043,-1.3,1067.175,-178.372,-215.857,922.845,-267.813,-343.558,1468.8,-207.642,-219.952,929.475,-267.813,-343.558,1468.8,-29.036,22.115,1232.415,-27.633,7.438,1063.435,-70.552,15.306,1006.485,-21.648,28.032,1196.97,-35.324,37.981,1023.57,-77.508,29.634,1025.61,
130,-270.549,-335.167,1467.27,-211.57,-182.983,935.595,-218.872,-170.999,912.645,-212.322,-104.007,916.725,-184.247,-47.459,939.93,-198.55,-195.499,959.31,-200.869,-151.344,1054.17,-184.892,-132.805,1079.16,-199.468,-85.962,938.91,-215.865,-75.126,932.025,-119.863,-64.246,960.075,-71.035,20.958,1013.37,-191.381,-98.7,962.88,-111.835,-88.789,1031.475,-65.9,-1.297,1064.88,-179.111,-216.752,926.67,-266.836,-342.305,1463.445,-205.21,-220.073,929.985,-266.836,-342.305,1463.445,-28.94,22.042,1228.335,-27.857,7.409,1059.27,-70.713,12.579,1008.78,-21.86,28.307,1208.7,-35.174,37.821,1019.235,-73.735,29.251,1012.35,
131,-269.311,-334.875,1465.995,-211.051,-182.534,933.3,-219.117,-171.19,913.665,-212.263,-103.978,916.47,-181.477,-47.408,938.91,-198.392,-195.343,958.545,-203.065,-153.707,1050.6,-184.702,-131.769,1073.741,-199.577,-86.008,939.42,-215.393,-74.961,929.985,-120.118,-64.382,962.115,-70.803,20.89,1010.055,-191.635,-98.83,964.155,-112.388,-89.228,1036.575,-66.027,-1.299,1066.92,-176.866,-217.109,928.2,-267.162,-342.723,1465.23,-200.941,-218.202,922.08,-267.162,-342.723,1465.23,-28.844,21.969,1224.255,-28.252,7.514,1074.315,-70.624,12.563,1007.505,-22.22,29.429,1177.165,-36.089,38.734,1018.81,-74.663,29.62,1025.1,
132,-268.074,-334.584,1464.72,-211.166,-182.634,933.81,-219.178,-171.238,913.92,-212.44,-104.065,917.235,-182.709,-50.318,945.285,-198.814,-195.759,960.585,-203.607,-154.118,1053.405,-184.512,-130.733,1068.322,-199.793,-86.102,940.44,-215.511,-75.002,930.495,-119.736,-64.177,959.055,-71.053,20.964,1013.625,-191.838,-98.935,965.175,-112.665,-89.448,1039.125,-65.916,-1.297,1065.135,-176.817,-217.05,927.945,-266,-341.232,1458.855,-202.33,-219.711,928.455,-266,-341.232,1458.855,-28.748,21.895,1220.175,-28.279,7.521,1075.335,-70.749,12.585,1009.29,-22.58,30.551,1145.63,-37.003,39.647,1018.385,-77.894,29.782,1030.71,
133,-266.836,-334.293,1463.445,-211.339,-182.783,934.575,-219.178,-171.238,913.92,-212.44,-101.554,917.235,-182.167,-50.168,942.48,-199.289,-196.227,962.88,-203.557,-154.08,1053.15,-184.322,-129.697,1062.904,-200.227,-86.289,942.48,-215.157,-74.879,928.965,-119.481,-61.421,957.015,-70.695,20.858,1008.525,-191.483,-98.752,963.39,-112.443,-89.272,1037.085,-65.632,-1.292,1060.545,-174.516,-217.348,929.22,-266.232,-341.53,1460.13,-198.033,-217.78,920.295,-266.232,-341.53,1460.13,-28.652,21.822,1216.095,-28.306,7.529,1076.355,-70.642,12.566,1007.76,-22.94,31.673,1114.095,-37.917,40.56,1017.96,-78.24,29.914,1035.3,
134,-266.418,-333.769,1461.15,-211.801,-185.746,936.615,-219.606,-171.572,915.705,-212.44,-101.554,917.235,-182.709,-50.318,945.285,-199.342,-196.279,963.135,-206.091,-153.819,1051.365,-184.131,-128.661,1057.485,-200.443,-86.382,943.5,-215.452,-74.982,930.24,-119.863,-61.618,960.075,-70.999,23.721,1012.86,-191.787,-98.909,964.92,-112.554,-89.36,1038.105,-65.995,-1.299,1066.41,-175.522,-218.601,934.575,-266.294,-341.609,1460.47,-198.527,-218.323,922.59,-266.294,-341.609,1460.47,-28.556,21.749,1212.015,-28.333,7.536,1077.375,-70.57,12.554,1006.74,-23.3,32.795,1082.56,-37.983,43.423,1019.745,-77.258,29.539,1022.295,
135,-267.115,-334.642,1464.975,-212.031,-185.948,937.635,-219.239,-171.286,914.175,-212.086,-101.384,915.705,-181.624,-47.447,939.675,-199.395,-196.331,963.39,-206.34,-154.006,1052.64,-185.419,-129.561,1064.88,-200.985,-86.615,946.05,-215.157,-74.879,928.965,-119.353,-61.356,955.995,-73.921,23.768,1014.9,-192.547,-99.301,968.745,-111.863,-88.811,1031.73,-62.05,1.594,1049.07,-175.091,-218.064,932.28,-266.356,-341.689,1460.81,-195.405,-217.659,919.785,-266.356,-341.689,1460.81,-28.46,21.676,1207.935,-28.36,7.543,1078.395,-70.517,12.544,1005.975,-23.66,33.917,1051.025,-40.672,46.23,1042.032,-77.836,32.579,1029.945,
136,-266.465,-333.827,1461.405,-211.455,-185.443,935.085,-218.994,-171.095,913.155,-212.263,-101.469,916.47,-182.216,-47.601,942.735,-199.579,-196.512,964.283,-206.141,-153.857,1051.62,-184.398,-128.847,1059.015,-201.256,-86.732,947.325,-214.389,-74.612,925.65,-119.927,-61.65,960.585,-74.106,23.828,1017.45,-195.456,-102.087,970.02,-112.526,-86.497,1037.85,-62.774,1.613,1061.31,-171.642,-216.93,927.435,-266.418,-341.768,1461.15,-195.405,-217.659,919.785,-266.418,-341.768,1461.15,-28.364,21.603,1203.855,-28.387,7.55,1079.415,-68.192,12.623,1012.35,-24.02,35.039,1019.49,-43.36,49.036,1064.319,-80.855,32.66,1032.495,
137,-267.673,-335.341,1468.035,-211.685,-185.645,936.105,-219.361,-171.381,914.685,-211.908,-101.3,914.94,-181.822,-47.498,940.695,-199.764,-196.694,965.175,-208.512,-156.355,1049.07,-186.169,-128.072,1052.64,-200.283,-85.215,930.75,-217.52,-74.817,928.2,-119.99,-61.683,961.095,-75.277,25.144,1014.518,-194.737,-101.711,966.45,-112.471,-86.454,1037.34,-63.498,1.631,1073.55,-174.143,-220.092,940.95,-254.62,-326.633,1396.444,-195.568,-217.84,920.55,-254.62,-326.633,1396.444,-28.267,21.529,1199.775,-28.413,7.557,1080.435,-67.9,12.569,1008.015,-26.314,34.391,1000.62,-46.048,51.843,1086.606,-80.176,32.385,1023.825,
138,-268.231,-332.013,1471.095,-211.512,-185.493,935.34,-219.055,-171.142,913.41,-212.322,-101.497,916.725,-181.772,-47.485,940.44,-199.5,-196.435,963.9,-208.563,-156.393,1049.325,-186.643,-128.397,1055.318,-201.27,-88.195,935.34,-218.656,-75.208,933.045,-120.022,-59.068,961.35,-76.448,26.46,1011.585,-194.12,-101.389,963.39,-112.858,-86.752,1040.91,-61.794,1.588,1044.735,-173.86,-219.734,939.42,-242.822,-311.498,1331.738,-195.568,-217.84,920.55,-242.822,-311.498,1331.738,-28.724,21.877,1219.155,-28.44,7.564,1081.455,-67.814,12.554,1006.74,-26.395,37.243,1003.68,-48.736,54.65,1108.893,-80.342,32.453,1025.95,
